<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:c2710814779b23f7ecdce5def0a715bcd4fb85af778a6c9abeed79c4babfd661
size 19234
=======
STARTDATE,ENDDATE,lastMonth,lastYear,SameMonth,MAXMINRATIO
2016-01-01,2016-02-13,,,Normal,1.4559068219633944
2016-01-08,2016-02-20,,,Normal,1.2895174708818635
2016-01-15,2016-02-27,,,Normal,1.6638935108153081
2016-01-22,2016-03-05,,,Normal,1.6638935108153081
2016-01-29,2016-03-12,,,Normal,1.6638935108153081
2016-02-01,2016-03-15,Normal,,Normal,1.6638935108153081
2016-02-08,2016-03-22,Normal,,Normal,1.597444089456869
2016-02-15,2016-03-29,Normal,,Normal,1.4792899408284024
2016-02-22,2016-04-05,Normal,,Normal,1.2484394506866416
2016-02-29,2016-04-12,Normal,,Normal,1.2484394506866416
2016-03-07,2016-04-19,Normal,,Normal,1.2106537530266344
2016-03-14,2016-04-26,Normal,,Normal,1.3807285546415982
2016-03-21,2016-05-03,Normal,,Normal,1.4101057579318448
2016-03-28,2016-05-10,Normal,,Normal,1.543339538819594
2016-04-04,2016-05-17,Normal,,Normal,1.772252020645496
2016-04-11,2016-05-24,Normal,,Normal,1.7408675799086757
2016-04-18,2016-05-31,Normal,,Normal,1.5234765234765235
2016-04-25,2016-06-07,Normal,,Normal,1.3543516873889876
2016-05-02,2016-06-14,Normal,,Normal,1.3543516873889876
2016-05-09,2016-06-21,Normal,,Normal,1.2190247801758594
2016-05-16,2016-06-28,Normal,,Normal,1.0854583046175053
2016-05-23,2016-07-05,Normal,,Normal,1.1026878015161958
2016-05-30,2016-07-12,Normal,,Normal,1.1199172984148862
2016-06-06,2016-07-19,Normal,,Normal,1.2232942798070296
2016-06-13,2016-07-26,Normal,,Normal,1.2025745257452574
2016-06-20,2016-08-02,Normal,,Normal,1.2025745257452574
2016-06-27,2016-08-09,Normal,,Normal,1.1262690355329952
2016-07-04,2016-08-16,Normal,,Normal,1.1086820737039351
2016-07-11,2016-08-23,Normal,,Normal,1.2447405329593269
2016-07-18,2016-08-30,Normal,,Normal,1.2447405329593269
2016-07-25,2016-09-06,Normal,,Normal,1.2447405329593269
2016-08-01,2016-09-13,Normal,,Normal,1.2447405329593269
2016-08-08,2016-09-20,Normal,,Normal,1.1921458625525947
2016-08-15,2016-09-27,Normal,,Normal,1.1746143057503506
2016-08-22,2016-10-04,Normal,,Normal,1.1044880785413744
2016-08-29,2016-10-11,Normal,,Normal,1.1044880785413744
2016-09-05,2016-10-18,Normal,,Normal,1.1044880785413744
2016-09-12,2016-10-25,Normal,,Normal,1.2106072252113758
2016-09-19,2016-11-01,Normal,,Normal,1.2106072252113758
2016-09-26,2016-11-08,Normal,,Normal,1.1529592621060722
2016-10-03,2016-11-15,Normal,,Normal,1.2489592006661117
2016-10-10,2016-11-22,Normal,,Normal,1.5772870662460567
2016-10-17,2016-11-29,Normal,,Normal,1.5772870662460567
2016-10-24,2016-12-06,Normal,,Normal,2.2544283413848634
2016-10-31,2016-12-13,Anomaly,,Normal,3.1042128603104215
2016-11-07,2016-12-20,Anomaly,,Normal,3.1353919239904986
2016-11-14,2016-12-27,Anomaly,,Normal,2.9691211401425184
2016-11-21,2017-01-03,Anomaly,,Normal,2.375296912114014
2016-11-28,2017-01-10,Anomaly,,Normal,2.375296912114014
2016-12-05,2017-01-17,Anomaly,,Normal,1.9002375296912115
2016-12-12,2017-01-24,Anomaly,,Normal,1.9002375296912115
2016-12-19,2017-01-31,Normal,,Normal,1.9002375296912115
2016-12-26,2017-02-07,Normal,,Normal,1.8779342723004693
2017-01-01,2017-02-13,Normal,Normal,Normal,2.065527065527065
2017-01-08,2017-02-20,Normal,Normal,Normal,1.8272425249169435
2017-01-15,2017-02-27,Normal,Normal,Normal,1.7441860465116281
2017-01-22,2017-03-06,Normal,Normal,Normal,1.7441860465116281
2017-01-29,2017-03-13,Normal,Anomaly,Normal,1.495016611295681
2017-02-05,2017-03-20,Normal,Anomaly,Normal,1.4119601328903657
2017-02-12,2017-03-27,Normal,Anomaly,Normal,1.2027491408934707
2017-02-19,2017-04-03,Normal,Anomaly,Normal,1.2027491408934707
2017-02-26,2017-04-10,Normal,Normal,Normal,1.2027491408934707
2017-03-05,2017-04-17,Normal,Normal,Normal,1.5463917525773196
2017-03-12,2017-04-24,Normal,Normal,Normal,1.718213058419244
2017-03-19,2017-05-01,Normal,Anomaly,Normal,1.718213058419244
2017-03-26,2017-05-08,Normal,Anomaly,Normal,1.718213058419244
2017-04-02,2017-05-15,Normal,Anomaly,Normal,1.557632398753894
2017-04-09,2017-05-22,Normal,Anomaly,Normal,1.557632398753894
2017-04-16,2017-05-29,Normal,Anomaly,Normal,1.4245014245014245
2017-04-23,2017-06-05,Normal,Anomaly,Normal,1.4245014245014245
2017-04-30,2017-06-12,Normal,Anomaly,Normal,1.4957264957264955
2017-05-07,2017-06-19,Normal,Anomaly,Normal,1.8803418803418803
2017-05-14,2017-06-26,Normal,Anomaly,Normal,1.9676549865229112
2017-05-21,2017-07-03,Normal,Anomaly,Normal,1.9676549865229112
2017-05-28,2017-07-10,Normal,Anomaly,Normal,1.8204488778054864
2017-06-04,2017-07-17,Normal,Anomaly,Normal,1.5571458061337982
2017-06-11,2017-07-24,Normal,Anomaly,Normal,1.3878326996197718
2017-06-18,2017-07-31,Normal,Anomaly,Normal,1.1213517665130568
2017-06-25,2017-08-07,Normal,Anomaly,Normal,1.0413694721825963
2017-07-02,2017-08-14,Normal,Anomaly,Normal,1.0413694721825963
2017-07-09,2017-08-21,Normal,Anomaly,Normal,1.0699001426533523
2017-07-16,2017-08-28,Normal,Anomaly,Normal,1.1094674556213018
2017-07-23,2017-09-04,Normal,Anomaly,Normal,1.1520737327188941
2017-07-30,2017-09-11,Normal,Anomaly,Normal,1.1980830670926517
2017-08-06,2017-09-18,Normal,Anomaly,Normal,1.207729468599034
2017-08-13,2017-09-25,Normal,Anomaly,Normal,1.2479201331114809
2017-08-20,2017-10-02,Normal,Anomaly,Normal,1.2479201331114809
2017-08-27,2017-10-09,Normal,Anomaly,Normal,1.123128119800333
2017-09-03,2017-10-16,Normal,Anomaly,Normal,1.114808652246256
2017-09-10,2017-10-23,Normal,Anomaly,Normal,1.1284722222222223
2017-09-17,2017-10-30,Normal,Anomaly,Normal,1.0763888888888888
2017-09-24,2017-11-06,Normal,Anomaly,Normal,1.0763888888888888
2017-10-01,2017-11-13,Normal,Anomaly,Normal,1.09375
2017-10-08,2017-11-20,Normal,Anomaly,Normal,1.09375
2017-10-15,2017-11-27,Normal,Anomaly,Normal,1.09375
2017-10-22,2017-12-04,Normal,Normal,Normal,1.09375
2017-10-29,2017-12-11,Normal,Normal,Normal,1.065989847715736
2017-11-05,2017-12-18,Normal,Normal,Normal,1.0843373493975903
2017-11-12,2017-12-25,Normal,Normal,Normal,1.0843373493975903
2017-11-19,2018-01-01,Normal,Normal,Normal,1.0695187165775402
2017-11-26,2018-01-08,Normal,Normal,Normal,1.1976047904191616
2017-12-03,2018-01-15,Normal,Normal,Normal,1.1976047904191616
2017-12-10,2018-01-22,Normal,Normal,Normal,1.996007984031936
2017-12-17,2018-01-29,Normal,Normal,Normal,1.996007984031936
2017-12-24,2018-02-05,Normal,Normal,Normal,1.996007984031936
2017-12-31,2018-02-12,Normal,Normal,Normal,1.996007984031936
2018-01-07,2018-02-19,Normal,Normal,Normal,1.996007984031936
2018-01-14,2018-02-26,Normal,Normal,Normal,1.996007984031936
2018-01-21,2018-03-05,Normal,Normal,Normal,1.5806988352745424
2018-01-28,2018-03-12,Normal,Normal,Normal,1.4975041597337768
2018-02-04,2018-03-19,Normal,Normal,Normal,1.4975041597337768
2018-02-11,2018-03-26,Normal,Normal,Normal,1.4975041597337768
2018-02-18,2018-04-02,Normal,Normal,Normal,1.4975041597337768
2018-02-25,2018-04-09,Normal,Normal,Normal,1.4975041597337768
2018-03-04,2018-04-16,Normal,Normal,Normal,1.6638935108153081
2018-03-11,2018-04-23,Normal,Normal,Normal,1.49812734082397
2018-03-18,2018-04-30,Normal,Normal,Normal,1.49812734082397
2018-03-25,2018-05-07,Normal,Normal,Normal,1.5834348355663823
2018-04-01,2018-05-14,Normal,Normal,Normal,1.5276145710928317
2018-04-08,2018-05-21,Normal,Normal,Normal,2.1151586368977675
2018-04-15,2018-05-28,Normal,Normal,Normal,2.1151586368977675
2018-04-22,2018-06-04,Normal,Normal,Normal,1.498751040799334
2018-04-29,2018-06-11,Anomaly,Normal,Normal,1.498751040799334
2018-05-06,2018-06-18,Anomaly,Normal,Normal,1.3835511145272867
2018-05-13,2018-06-25,Normal,Normal,Normal,1.3835511145272867
2018-05-20,2018-07-02,Normal,Normal,Normal,1.1242973141786383
2018-05-27,2018-07-09,Normal,Normal,Normal,1.1242973141786383
2018-06-03,2018-07-16,Normal,Normal,Normal,1.1242973141786383
2018-06-10,2018-07-23,Normal,Anomaly,Normal,0.999375390381012
2018-06-17,2018-07-30,Normal,Anomaly,Normal,1.0019830922706598
2018-06-24,2018-08-06,Normal,Normal,Normal,1.0152284263959392
2018-07-01,2018-08-13,Normal,Normal,Normal,1.0152284263959392
2018-07-08,2018-08-20,Normal,Normal,Normal,1.0152284263959392
2018-07-15,2018-08-27,Normal,Normal,Normal,1.0152284263959392
2018-07-22,2018-09-03,Normal,Normal,Normal,1.2298232129131437
2018-07-29,2018-09-10,Normal,Normal,Normal,1.2298232129131437
2018-08-05,2018-09-17,Normal,Normal,Normal,1.2298232129131437
2018-08-12,2018-09-24,Normal,Normal,Normal,1.2298232129131437
2018-08-19,2018-10-01,Normal,Normal,Normal,1.2298232129131437
2018-08-26,2018-10-08,Normal,Normal,Normal,1.2298232129131437
2018-09-02,2018-10-15,Normal,Normal,Normal,1.044663133989402
2018-09-09,2018-10-22,Normal,Normal,Normal,1.021465581051073
2018-09-16,2018-10-29,Normal,Normal,Normal,1.021465581051073
2018-09-23,2018-11-05,Normal,Normal,Normal,1.021465581051073
2018-09-30,2018-11-12,Normal,Normal,Normal,1.014063656550703
2018-10-07,2018-11-19,Normal,Normal,Normal,1.0951239008792966
2018-10-14,2018-11-26,Normal,Normal,Normal,1.2443233424159854
2018-10-21,2018-12-03,Normal,Normal,Normal,1.710362047440699
2018-10-28,2018-12-10,Normal,Normal,Normal,1.719755222382766
2018-11-04,2018-12-17,Normal,Normal,Normal,1.9258202567760343
2018-11-11,2018-12-24,Anomaly,Normal,Normal,1.9258202567760343
2018-11-18,2018-12-31,Anomaly,Normal,Normal,1.7831669044222542
2018-11-25,2019-01-07,Anomaly,Normal,Normal,1.7831669044222542
2018-12-02,2019-01-14,Anomaly,Normal,Normal,1.4265335235378032
2018-12-09,2019-01-21,Normal,Normal,Normal,1.4265335235378032
2018-12-16,2019-01-28,Normal,Normal,Normal,1.4265335235378032
2018-12-23,2019-02-04,Normal,Normal,Normal,1.6638935108153081
2018-12-30,2019-02-11,Normal,Normal,Normal,1.6638935108153081
2019-01-06,2019-02-18,Normal,Normal,Normal,1.6638935108153081
2019-01-13,2019-02-25,Normal,Normal,Normal,1.4975041597337768
2019-01-20,2019-03-04,Normal,Normal,Normal,1.6632016632016633
2019-01-27,2019-03-11,Normal,Normal,Normal,1.4553014553014554
2019-02-03,2019-03-18,Normal,Normal,Normal,1.2474012474012477
2019-02-10,2019-03-25,Normal,Normal,Normal,1.2474012474012477
2019-02-17,2019-04-01,Normal,Normal,Normal,1.2474012474012477
2019-02-24,2019-04-08,Normal,Normal,Normal,1.2474012474012477
2019-03-03,2019-04-15,Normal,Normal,Normal,1.0707803992740472
2019-03-10,2019-04-22,Normal,Normal,Normal,1.088929219600726
2019-03-17,2019-04-29,Normal,Normal,Normal,1.088929219600726
2019-03-24,2019-05-06,Normal,Normal,Anomaly,1.2477718360071302
2019-03-31,2019-05-13,Normal,Normal,Anomaly,1.2834224598930482
2019-04-07,2019-05-20,Normal,Normal,Anomaly,1.2834224598930482
2019-04-14,2019-05-27,Normal,Normal,Normal,1.2609457092819614
2019-04-21,2019-06-03,Normal,Normal,Normal,1.1980033277870217
2019-04-28,2019-06-10,Normal,Normal,Normal,1.1980033277870217
2019-05-05,2019-06-17,Anomaly,Normal,Normal,1.0556348074179742
2019-05-12,2019-06-24,Normal,Normal,Normal,1.4265335235378032
2019-05-19,2019-07-01,Normal,Normal,Normal,1.4265335235378032
2019-05-26,2019-07-08,Normal,Normal,Normal,1.5691868758915837
2019-06-02,2019-07-15,Normal,Normal,Normal,1.5691868758915837
2019-06-09,2019-07-22,Normal,Normal,Normal,1.5256588072122053
2019-06-16,2019-07-29,Normal,Normal,Normal,1.484480431848853
2019-06-23,2019-08-05,Normal,Normal,Normal,1.1566771819137749
2019-06-30,2019-08-12,Normal,Normal,Normal,1.0989010989010992
2019-07-07,2019-08-19,Normal,Normal,Normal,1.0989010989010992
2019-07-14,2019-08-26,Normal,Normal,Normal,1.0989010989010992
2019-07-21,2019-09-02,Normal,Normal,Normal,0.999000999000999
2019-07-28,2019-09-09,Normal,Normal,Normal,0.999000999000999
2019-08-04,2019-09-16,Normal,Normal,Normal,1.0989010989010992
2019-08-11,2019-09-23,Normal,Normal,Normal,1.0989010989010992
2019-08-18,2019-09-30,Normal,Normal,Normal,1.0989010989010992
2019-08-25,2019-10-07,Normal,Normal,Normal,1.1988011988011988
2019-09-01,2019-10-14,Normal,Normal,Normal,1.4985014985014986
2019-09-08,2019-10-21,Normal,Normal,Normal,1.4985014985014986
2019-09-15,2019-10-28,Normal,Normal,Normal,1.4985014985014986
2019-09-22,2019-11-04,Normal,Normal,Normal,1.4985014985014986
2019-09-29,2019-11-11,Normal,Normal,Normal,1.4272121788772598
2019-10-06,2019-11-18,Normal,Normal,Normal,1.3738551207327228
2019-10-13,2019-11-25,Normal,Normal,Normal,1.1777301927194859
2019-10-20,2019-12-02,Normal,Normal,Normal,1.1777301927194859
2019-10-27,2019-12-09,Normal,Normal,Normal,1.1325782811459026
2019-11-03,2019-12-16,Normal,Normal,Normal,1.1702062562206896
2019-11-10,2019-12-23,Normal,Normal,Normal,1.3124583610926048
2019-11-17,2019-12-30,Normal,Normal,Normal,1.3191205862758162
2019-11-24,2020-01-06,Normal,Normal,Normal,1.3657561625582946
2019-12-01,2020-01-13,Anomaly,Anomaly,Normal,1.3657561625582946
2019-12-08,2020-01-20,Anomaly,Anomaly,Normal,1.2804497189256714
2019-12-15,2020-01-27,Normal,Anomaly,Normal,1.3657561625582946
2019-12-22,2020-02-03,Normal,Anomaly,Normal,1.3657561625582946
2019-12-29,2020-02-10,Normal,Anomaly,Normal,1.4632405424696646
2020-01-05,2020-02-17,Normal,Normal,Normal,1.4632405424696646
2020-01-12,2020-02-24,Anomaly,Anomaly,Normal,1.284796573875803
2020-01-19,2020-03-02,Anomaly,Anomaly,Normal,1.142041399000714
2020-01-26,2020-03-09,Normal,Anomaly,Normal,1.0706638115631693
2020-02-02,2020-03-16,Normal,Anomaly,Normal,1.0706638115631693
2020-02-09,2020-03-23,Normal,Anomaly,Normal,1.04344476465672
2020-02-16,2020-03-30,Normal,Anomaly,Normal,1.1843079200592157
2020-02-23,2020-04-06,Normal,Anomaly,Normal,1.2789768185451638
2020-03-01,2020-04-13,Normal,Anomaly,Normal,1.2789768185451638
2020-03-08,2020-04-20,Normal,Anomaly,Normal,1.2789768185451638
2020-03-15,2020-04-27,Normal,Normal,Normal,1.3189448441247005
2020-03-22,2020-05-04,Normal,Normal,Normal,1.3189448441247005
2020-03-29,2020-05-11,Normal,Anomaly,Normal,1.3189448441247005
2020-04-05,2020-05-18,Normal,Anomaly,Normal,1.3589128697042363
2020-04-12,2020-05-25,Normal,Anomaly,Normal,1.306687163720215
2020-04-19,2020-06-01,Normal,Anomaly,Normal,1.1867582760774515
2020-04-26,2020-06-08,Normal,Anomaly,Normal,1.2719563900666262
2020-05-03,2020-06-15,Normal,Anomaly,Normal,1.2719563900666262
2020-05-10,2020-06-22,Normal,Anomaly,Normal,1.2719563900666262
2020-05-17,2020-06-29,Normal,Anomaly,Normal,1.2345679012345678
2020-05-24,2020-07-06,Normal,Anomaly,Normal,1.2551813266234024
2020-05-31,2020-07-13,Normal,Anomaly,Normal,1.3056311790245925
2020-06-07,2020-07-20,Normal,Anomaly,Normal,1.249375312343828
2020-06-14,2020-07-27,Normal,Anomaly,Normal,1.2676743052169672
2020-06-21,2020-08-03,Normal,Anomaly,Normal,1.2676743052169672
2020-06-28,2020-08-10,Anomaly,Anomaly,Normal,1.2676743052169672
2020-07-05,2020-08-17,Anomaly,Anomaly,Normal,1.2275324052855228
2020-07-12,2020-08-24,Normal,Anomaly,Normal,1.121510950138076
2020-07-19,2020-08-31,Normal,Anomaly,Normal,1.0811913504691963
2020-07-26,2020-09-07,Normal,Anomaly,Normal,1.0811913504691963
2020-08-02,2020-09-14,Normal,Anomaly,Normal,1.0811913504691963
2020-08-09,2020-09-21,Normal,Anomaly,Normal,1.0811913504691963
2020-08-16,2020-09-28,Normal,Anomaly,Normal,1.183190534475724
2020-08-23,2020-10-05,Normal,Anomaly,Normal,1.183190534475724
2020-08-30,2020-10-12,Normal,Anomaly,Normal,1.1149557862360628
2020-09-06,2020-10-19,Normal,Anomaly,Normal,1.1149557862360628
2020-09-13,2020-10-26,Normal,Anomaly,Normal,1.1104759946419158
2020-09-20,2020-11-02,Normal,Anomaly,Normal,1.2653764062884445
2020-09-27,2020-11-09,Normal,Anomaly,Normal,1.2852552659764371
2020-10-04,2020-11-16,Normal,Anomaly,Normal,1.2852552659764371
2020-10-11,2020-11-23,Normal,Anomaly,Normal,1.2852552659764371
2020-10-18,2020-11-30,Normal,Anomaly,Normal,1.2823209001130862
2020-10-25,2020-12-07,Normal,Anomaly,Normal,1.2517382497122385
2020-11-01,2020-12-14,Normal,Anomaly,Normal,1.8092516253408941
2020-11-08,2020-12-21,Normal,Anomaly,Normal,2.010167963524225
2020-11-15,2020-12-28,Anomaly,Anomaly,Normal,2.2612820126840285
2020-11-22,2021-01-04,Anomaly,Normal,Normal,2.2612820126840285
2020-11-29,2021-01-11,Anomaly,Normal,Normal,3.616695806500628
2020-12-06,2021-01-18,Anomaly,Normal,Normal,4.20827389443652
2020-12-13,2021-01-25,Anomaly,Normal,Normal,2.8530670470756063
2020-12-20,2021-02-01,Anomaly,Normal,Normal,2.5677603423680457
2020-12-27,2021-02-08,Anomaly,Anomaly,Normal,2.425106990014265
2021-01-03,2021-02-15,Anomaly,Anomaly,Normal,2.2824536376604847
2021-01-10,2021-02-22,Anomaly,Anomaly,Normal,1.854493580599144
2021-01-17,2021-03-01,Anomaly,Normal,Normal,1.1412268188302426
2021-01-24,2021-03-08,Normal,Anomaly,Normal,1.1412268188302426
2021-01-31,2021-03-15,Normal,Anomaly,Normal,1.1412268188302426
2021-02-07,2021-03-22,Normal,Anomaly,Normal,1.1412268188302426
2021-02-14,2021-03-29,Normal,Anomaly,Normal,1.3311148086522462
2021-02-21,2021-04-05,Normal,Anomaly,Normal,1.3311148086522462
2021-02-28,2021-04-12,Normal,Anomaly,Normal,1.3311148086522462
2021-03-07,2021-04-19,Normal,Normal,Normal,1.4167563873897366
2021-03-14,2021-04-26,Normal,Anomaly,Normal,1.4975041597337768
2021-03-21,2021-05-03,Normal,Anomaly,Normal,1.4975041597337768
2021-03-28,2021-05-10,Normal,Anomaly,Normal,1.5248070491912946
2021-04-04,2021-05-17,Normal,Anomaly,Normal,1.6594221676421108
2021-04-11,2021-05-24,Normal,Anomaly,Normal,1.6976710496387386
2021-04-18,2021-05-31,Normal,Anomaly,Normal,1.4260163663513137
2021-04-25,2021-06-07,Normal,Anomaly,Normal,1.3318534961154274
2021-05-02,2021-06-14,Normal,Anomaly,Normal,1.3318534961154274
2021-05-09,2021-06-21,Normal,Anomaly,Normal,1.3176637715332409
2021-05-16,2021-06-28,Normal,Anomaly,Normal,1.2193692678926416
2021-05-23,2021-07-05,Normal,Anomaly,Normal,1.10193800000912
2021-05-30,2021-07-12,Normal,Anomaly,Normal,1.0899182561307903
2021-06-06,2021-07-19,Normal,Anomaly,Normal,1.0899182561307903
2021-06-13,2021-07-26,Normal,Anomaly,Normal,1.044504995458674
2021-06-20,2021-08-02,Normal,Anomaly,Normal,1.044504995458674
2021-06-27,2021-08-09,Normal,Anomaly,Normal,1.044504995458674
2021-07-04,2021-08-16,Normal,Anomaly,Normal,1.044504995458674
2021-07-11,2021-08-23,Normal,Anomaly,Normal,1.044504995458674
2021-07-18,2021-08-30,Normal,Anomaly,Normal,1.044504995458674
2021-07-25,2021-09-06,Normal,Anomaly,Normal,1.044504995458674
2021-08-01,2021-09-13,Normal,Anomaly,Normal,0.9990917347865576
