<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:2e39fdcf8a74bf1f3cba11772d4e8fe7b8bdb1836bee803942a98a5848f4bb60
size 2131
=======
STARTDATE,ENDDATE,lastMonth,lastYear,SameMonth,MAXMINRATIO,STATENAME,MANDINAME
2021-12-26,2022-02-07,Anomaly,Normal,Anomaly,1.1282948290759425,NCT OF DELHI,AZADPUR
2021-12-26,2022-02-07,Anomaly,Normal,Anomaly,1.0909688988928228,UTTAR PRADESH,BASTI
2021-12-26,2022-02-07,Anomaly,Normal,Anomaly,1.0762311451704896,PUNJAB,AJNALA
2021-12-26,2022-02-07,Anomaly,Normal,Anomaly,1.074299907495366,PUNJAB,MALERKOTLA
2021-12-26,2022-02-07,Anomaly,Normal,Anomaly,1.0506825363801708,PUNJAB,BARNALA
2021-12-26,2022-02-07,Anomaly,Normal,Anomaly,1.0282482971711753,PUNJAB,SANGRUR
2021-12-26,2022-02-07,Anomaly,Normal,Normal,1.0566494587157866,WEST BENGAL,ISLAMPUR
2021-12-26,2022-02-07,Anomaly,Normal,Normal,1.03383943483373,PUNJAB,ZIRA
2020-09-20,2020-11-02,Normal,Anomaly,Normal,1.1666666666666667,HIMACHAL PRADESH,KULLU
2020-09-20,2020-11-02,Normal,Anomaly,Normal,1.0308880308880308,UTTAR PRADESH,BARABANKI
2020-09-20,2020-11-02,Normal,Anomaly,Normal,1.020408163265306,UTTAR PRADESH,JALAUN
2020-09-20,2020-11-02,Normal,Anomaly,Normal,1.0,GUJARAT,BHARUCH
2020-09-20,2020-11-02,Normal,Normal,Normal,1.1624999999878474,GUJARAT,AHMEDABAD(CHIMANBHAI PATAL MARKET VASANA)
2021-12-26,2022-02-07,Normal,Normal,Normal,1.0705659916437091,UTTAR PRADESH,LUCKNOW
2021-12-26,2022-02-07,Normal,Normal,Normal,1.0663859685929296,UTTAR PRADESH,LAKHIMPUR
2021-12-26,2022-02-07,Normal,Normal,Normal,1.0450300341617504,WEST BENGAL,KATWA
2021-12-26,2022-02-07,Normal,Normal,Normal,1.044682933914772,UTTAR PRADESH,FAIZABAD
2021-12-26,2022-02-07,Normal,Normal,Normal,1.044428566591998,WEST BENGAL,BISHNUPUR(BANKURA)
2021-12-26,2022-02-07,Normal,Normal,Normal,1.0433616887608208,WEST BENGAL,DURGAPUR
2021-12-26,2022-02-07,Normal,Normal,Normal,1.0410390863819572,WEST BENGAL,SHEORAPHULY
2020-09-20,2020-11-02,Normal,Normal,Normal,1.04,UTTAR PRADESH,FIROZABAD
2021-12-26,2022-02-07,Normal,Normal,Normal,1.0299726990718898,WEST BENGAL,KALYANI
2020-09-20,2020-11-02,Normal,Normal,Normal,1.015384615384615,MADHYA PRADESH,SANWER
2021-12-26,2022-02-07,Normal,Normal,Normal,1.014643607356928,WEST BENGAL,ULUBERIA
2020-09-20,2020-11-02,Normal,Normal,Normal,1.0,GUJARAT,VADHVAN
>>>>>>> 6ac9248b3ef33a88bcb4b748e11d3743f40f9979
