<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:7548611c30f58470f411e53d5a808cd1daf705854dbc66238d913df819564a88
size 1691
=======
DATE,VOLATILITY
2016-01-01,0.03086297683872386
2016-02-01,0.023471878180425686
2016-03-01,0.054443911755934334
2016-04-01,0.0
2016-05-01,0.07894835431571405
2016-06-01,0.0640664845460772
2016-07-01,0.01728771555812002
2016-08-01,0.024511844402837848
2016-09-01,0.0
2016-10-01,0.0
2016-11-01,0.0
2016-12-01,0.08515106586045933
2017-01-01,0.06765906037172298
2017-02-01,0.0
2017-03-01,0.21135452141589753
2017-04-01,0.04126860886922835
2017-05-01,0.07984615376665685
2017-06-01,0.0
2017-07-01,0.18241870569108923
2017-08-01,0.029126898925234363
2017-09-01,0.06874156904377912
2017-10-01,0.20154518335569402
2017-11-01,0.0
2017-12-01,0.11135795146976905
2018-01-01,0.009088919443613256
2018-02-01,0.008909256945931417
2018-03-01,0.02409591936038724
2018-04-01,0.22933879351194844
2018-05-01,0.01222460777047879
2018-06-01,0.059581076802885144
2018-07-01,0.011947229130666369
2018-08-01,0.03311946498818913
2018-09-01,0.02963015377781612
2018-10-01,0.010089066561100422
2018-11-01,0.005848759444941349
2018-12-01,0.003883615063323179
2019-01-01,0.00588638835599631
2019-02-01,0.015477420845404523
2019-03-01,0.007780213535453575
2019-04-01,0.00770047725178153
2019-05-01,0.009754636472571061
2019-06-01,0.012825468032000546
2019-07-01,0.09527455075366957
2019-08-01,0.006148550321654594
2019-09-01,0.005812583629561042
2019-10-01,0.009653136539172102
2019-11-01,0.060370124774143843
2019-12-01,0.11263539470514634
2020-01-01,0.12184584734743654
2020-02-01,0.004104149644202662
2020-03-01,0.12897278157575065
2020-04-01,0.03464150745082946
2020-05-01,0.04600081453068399
2020-06-01,0.1123491040839482
2020-07-01,0.023404099347953296
2020-08-01,0.027914707441827457
2020-09-01,0.12634285254970745
>>>>>>> 6ac9248b3ef33a88bcb4b748e11d3743f40f9979
