<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:52f3ec1e35671d5bd1c1e212e6c41da77e5d8ff6f02e0158c851db022145b3e5
size 1745
=======
DATE,VOLATILITY
2016-01-01,0.07483094079346518
2016-02-01,0.058613530670427925
2016-03-01,0.042539981288281674
2016-04-01,0.16852194783188484
2016-05-01,0.13515742380837031
2016-06-01,0.09777989903411352
2016-07-01,0.044799439786240874
2016-08-01,0.11918972380714589
2016-09-01,0.05263594005889252
2016-10-01,0.04367649288911392
2016-11-01,0.10299832192480142
2016-12-01,0.166893499132357
2017-01-01,0.1436952107350563
2017-02-01,0.07590824951693491
2017-03-01,0.08087650830534207
2017-04-01,0.08953890203795048
2017-05-01,0.2734771860457257
2017-06-01,0.17040008057362724
2017-07-01,0.04711411553856764
2017-08-01,0.05158825712308603
2017-09-01,0.04338968483357085
2017-10-01,0.18032977173720677
2017-11-01,0.03608023062650003
2017-12-01,0.06786684594791888
2018-01-01,0.15479878320028534
2018-02-01,0.041265725963590176
2018-03-01,0.22783946713883835
2018-04-01,0.034879278983121084
2018-05-01,0.10740514508618731
2018-06-01,0.13612410642910558
2018-07-01,0.09352245906294218
2018-08-01,0.12923730532767344
2018-09-01,0.09555898593234309
2018-10-01,0.15181268397789108
2018-11-01,0.09323397301198327
2018-12-01,0.027157532698580584
2019-01-01,0.02414837965146147
2019-02-01,0.026449764787037332
2019-03-01,0.030170858280175804
2019-04-01,0.007184736332111298
2019-05-01,0.09494933656929368
2019-06-01,0.03931823228834945
2019-07-01,0.031736188407968734
2019-08-01,0.016545296260161158
2019-09-01,0.03456053974384357
2019-10-01,0.07003183572527676
2019-11-01,0.055086330656796134
2019-12-01,0.10919113288650734
2020-01-01,0.03750050766595686
2020-02-01,0.07112466329171589
2020-03-01,0.0694848210323059
2020-04-01,0.034977056621950255
2020-05-01,0.05837558820632436
2020-06-01,0.05718356966976294
2020-07-01,0.012484645231025908
2020-08-01,0.0
>>>>>>> 6ac9248b3ef33a88bcb4b748e11d3743f40f9979
