<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:fcd1074fdae94b36122710c15cedb7776f1201f2cb85461a581ac4b404ba11d9
size 3040
=======
DATE,MEAN,STD
2016-01-01,0.0045795362443036705,0.005789788807257978
2016-02-01,0.006542089439027351,0.006433562203362362
2016-03-01,0.019352474963995437,0.03500943322079151
2016-04-01,0.008279223357905945,0.010525243362682781
2016-05-01,0.005396454102999387,0.005031153866957136
2016-06-01,0.007427792378563344,0.011367222534388577
2016-07-01,0.012055334001563556,0.01512501000930702
2016-08-01,0.002844620016349782,0.0022515235069803788
2016-09-01,0.0035921593136771612,0.0038548985885362977
2016-10-01,0.006894619838264839,0.008202701031645273
2016-11-01,0.004592735483247368,0.004211788392899909
2016-12-01,0.004078408054001014,0.003292208115697945
2017-01-01,0.010178764703394454,0.01611100847482064
2017-02-01,0.004888841854417521,0.0027811896525036513
2017-03-01,0.013185634731481188,0.01633431102178306
2017-04-01,0.008313472825328513,0.006285954489254512
2017-05-01,0.008193442858549045,0.01290082561832832
2017-06-01,0.007561110434543584,0.01333343227315019
2017-07-01,0.0049923362860612355,0.0034843170870885614
2017-08-01,0.007109752609853569,0.012473151320761959
2017-09-01,0.01653644876437543,0.03273637879948632
2017-10-01,0.009589300011488642,0.016178810844303306
2017-11-01,0.0030807857672001705,0.0017172772483980353
2017-12-01,0.0044763231213168185,0.002714039997692945
2018-01-01,0.0064709251599306475,0.011167096942507037
2018-02-01,0.006796472343710618,0.006919465012823377
2018-03-01,0.0047836153968683955,0.0038486771679753437
2018-04-01,0.007998344372003353,0.012226834850898215
2018-05-01,0.0075788769928951776,0.010114418812185392
2018-06-01,0.008212094214840229,0.010058689679840383
2018-07-01,0.016917832076293847,0.023414807616480245
2018-08-01,0.01551286930432257,0.02263264596438537
2018-09-01,0.005787413841253265,0.010699253603711944
2018-10-01,0.006080745050685447,0.004801839154167354
2018-11-01,0.007108696020380441,0.011701206900277808
2018-12-01,0.006288010517425212,0.012007002412629898
2019-01-01,0.005049174696879154,0.00478679044198417
2019-02-01,0.008617557374381414,0.02165657445443415
2019-03-01,0.006800266067936765,0.009983494361360276
2019-04-01,0.014229372681424738,0.019642916018002297
2019-05-01,0.010308133789992064,0.016228935828265036
2019-06-01,0.003618524750899675,0.002679737952640651
2019-07-01,0.004369915595067217,0.009187624623834798
2019-08-01,0.005625833725689402,0.01305796975120896
2019-09-01,0.0022493346249161223,0.001753103496823664
2019-10-01,0.002264341194229557,0.0011756820340197323
2019-11-01,0.0054005253199267645,0.01178369065941059
2019-12-01,0.007402098185716548,0.009797689434756913
2020-01-01,0.012339847733192027,0.014485615301799025
2020-02-01,0.004138922645583283,0.0032645428107110444
2020-03-01,0.005751222389576536,0.005714949970800008
2020-04-01,0.005687603208449419,0.0034510917226188405
2020-05-01,0.006701147772691298,0.009387840426922348
2020-06-01,0.01676255209608183,0.018981903641959355
2020-07-01,0.006988476436633481,0.0068476681140207645
2020-08-01,0.01039703371976111,0.007016405189994542
2020-09-01,0.010419227679474398,0.0069473833118000854
>>>>>>> 6ac9248b3ef33a88bcb4b748e11d3743f40f9979
