<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:5c732cbe2594edb87a57dc939e214a7df8ec727e02f62c1c0b8297745e66d4b4
size 9236
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/ Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Ground- nut Oil *,Must- ard Oil *,Vanas- pati *,Soya Oil *,Sun- flower Oil *,Palm Oil *,Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
AGRA,22,17,22,71,62,58,55,48,41,48,118,83,73,78,92,70,34,200,18,7,40,50
ALLAHABAD,20,18,20,65,60,55,58,50,42,40,140,92,78,83,95,70,43,190,17,10,45,40
AMRITSAR,30,19,22,80,82,75,80,80,42,44,140,90,75,80,100,NR,45,200,18,20,45,70
BATHINDA,29,19,23,80,88,91,80,70,42,50,153,104,90,98,104,NR,48,220,18,15,45,60
CHANDIGARH,28,23,25,70,64,66,65,55,42,44,128,105,75,85,92,NR,37,220,16,12,35,55
DEHRADUN,23,21,24,80,95,90,80,85,42,42,138,84,80,80,108,NR,44,220,18,21,27,35
DELHI,34,21,24,86,83,92,86,77,43,42,164,120,88,97,107,77,53,231,17,21,47,62
DHARAMSHALA,28,NR,25,75,80,75,70,70,44,40,120,130,85,80,90,70,40,180,18,10,40,60
GORAKHPUR,21,18,20,75,70,58,75,52,43,42,153,120,69,91,126,76,35,180,20,8,40,50
GURGAON,38,20,25,68,74,78,61,55,42,42,92,90,73,82,94,70,45,280,18,16,45,53
HALDWANI,23,22,25,78,95,90,85,90,43,43,132,100,85,85,105,NR,40,205,18,22,25,36
HARIDWAR,25,22,25,75,90,90,82,85,43,43,140,100,80,85,105,NR,40,200,18,22,25,35
HISAR,34,20,24,85,80,80,75,65,42,40,120,100,80,95,95,64,40,230,18,10,50,70
JAMMU,32,20,23,74,76,82,74,56,48,40,NR,110,88,105,121,102,42,240,18,20,40,50
JHANSI,26,18,20,70,70,62,66,55,42,50,90,90,75,90,NR,NR,40,180,12,7,35,42
KANPUR,25,18,20,72,69,64,57,53,42,52,131,100,82,101,109,81,46,160,14,12,32,36
KARNAL,26,22,27,75,82,77,72,56,44,47,156,98,80,85,105,75,39,210,20,13,50,60
LUCKNOW,26,19,22,77,65,75,75,55,42,52,115,104,82,85,104,79,44,220,18,10,40,60
LUDHIANA,35,19,24,77,78,72,80,70,42,47,153,93,81,84,102,NR,47,195,18,10,30,40
MANDI,31,NR,23,75,69,73,71,50,43,28,NR,105,81,86,NR,NR,36,180,17,15,40,58
MEERUT,30,19,23,78,75,75,72,72,42,53,NR,95,88,NR,NR,NR,38,210,10,10,40,50
PANCHKULA,25,22,25,75,81,72,63,67,44,46,150,90,78,85,100,76,48,220,18,25,45,65
RUDRAPUR,22,21,23,76,92,100,84,85,42,43,129,90,85,85,105,NR,40,200,18,20,30,35
SHIMLA,32,NR,24,75,70,75,70,61,44,30,150,126,91,91,NR,NR,50,180,17,15,50,76
SOLAN,35,NR,23,79,69,68,65,50,44,39,NR,126,87,85,NR,74,40,170,18,18,37,60
SRINAGAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
VARANASI,25,20,25,88,87,90,92,75,43,50,149,132,92,100,125,80,48,225,18,10,45,60
AHMEDABAD,30,21,24,70,63,62,65,52,41,48,105,95,70,80,79,67,54,210,17,20,32,40
AMBIKAPUR,28,28,26,80,70,70,78,65,45,40,104,109,NR,93,104,87,45,200,10,10,40,50
BHOPAL,25,20,25,75,65,70,65,NR,42,48,120,85,68,70,85,62,46,250,16,13,45,55
BHUJ,22,21,24,73,83,75,70,65,41,50,102,85,74,75,87,73,58,195,15,7,26,38
BILASPUR,26,24,28,80,69,76,78,72,42,40,161,110,77,75,88,69,37,154,13,15,40,50
DURG,25,25,26,70,65,65,65,55,41,42,125,110,70,75,85,69,44,150,15,10,40,45
GWALIOR,25,19,22,58,NR,NR,NR,NR,43,40,140,90,68,75,98,68,40,200,17,15,30,40
INDORE,23,19,21,78,65,77,65,53,40,46,125,89,66,71,87,NR,45,220,16,11,24,39
JABALPUR,24,19,20,64,68,74,59,52,42,50,119,90,62,80,80,62,34,214,16,15,30,48
JAGDALPUR,23,28,28,77,65,63,70,56,42,44,140,115,75,85,85,75,50,195,14,15,30,50
JAIPUR,27,19,22,61,54,56,57,49,42,38,113,81,66,78,87,NR,33,150,17,8,40,40
JODHPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
KOTA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
MUMBAI,30,30,32,79,77,81,81,72,43,43,128,130,92,85,84,67,54,250,18,19,49,49
NAGPUR,28,22,34,77,61,70,70,53,45,41,119,105,79,89,103,76,47,215,18,23,35,50
NASHIK,29,24,23,79,70,82,79,56,40,37,116,104,78,71,87,70,45,250,13,14,29,42
PANAJI,42,30,27,90,70,110,90,75,43,50,170,159,NR,96,104,79,60,240,17,25,55,50
PUNE,48,27,31,69,69,75,70,59,40,38,115,165,75,77,79,77,35,218,17,16,36,30
RAIPUR,25,26,22,76,70,75,72,67,43,40,113,88,71,79,81,82,45,180,9,11,38,50
