<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:9ac08c81cc7f43a00f8cade1125edcfb4237b1cb00d618e12f6050d43d22464e
size 9276
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/ Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Ground- nut Oil *,Must- ard Oil *,Vanas- pati *,Soya Oil *,Sun- flower Oil *,Palm Oil *,Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
AGRA,23,19,21,60,87,65,79,58,37,50,118,82,76,80,92,73,33,200,18,12,15,30
ALLAHABAD,25,21,22,52,84,65,73,49,38,40,130,95,78,90,96,75,36,190,19,10,15,35
AMRITSAR,31,21,23,67,78,72,79,70,38,44,140,91,78,92,100,NR,40,200,18,13,20,26
BATHINDA,35,20,23,67,75,75,80,NR,35,50,NR,NR,NR,NR,NR,NR,33,205,19,10,20,30
CHANDIGARH,28,23,26,55,72,52,72,52,36,44,128,100,76,87,88,NR,31,220,16,10,15,24
DEHRADUN,25,25,30,68,87,73,85,70,41,42,138,89,85,86,108,NR,38,220,18,15,18,30
DELHI,34,22,25,76,94,86,90,74,40,42,162,120,91,100,114,77,54,240,18,21,21,43
DHARAMSHALA,28,NR,25,65,80,65,80,65,38,40,120,125,85,90,100,75,35,200,19,15,15,45
GORAKHPUR,25,21,24,65,80,68,82,60,38,42,153,120,69,92,126,76,36,180,18,12,15,30
GURGAON,30,19,21,60,73,70,70,55,34,42,150,98,93,98,104,82,40,220,17,15,15,20
HALDWANI,24,24,26,64,74,76,76,73,36,44,132,100,85,85,105,NR,34,190,18,20,18,40
HARIDWAR,28,22,23,60,85,65,87,60,38,45,140,90,80,85,105,NR,35,180,18,20,20,40
HISAR,32,20,24,60,82,70,72,55,38,42,148,104,90,107,104,89,30,200,18,15,14,30
JAMMU,35,22,27,62,92,76,85,62,42,45,NR,115,94,120,121,102,40,240,19,18,20,35
JHANSI,30,20,24,75,80,75,85,55,38,50,95,100,85,90,95,80,35,200,20,12,15,25
KANPUR,23,16,23,56,80,65,67,52,39,52,112,105,76,98,131,83,38,130,14,14,22,28
KARNAL,25,20,25,58,82,75,72,55,36,45,156,96,85,85,103,76,40,190,18,16,20,25
LUCKNOW,30,22,22,62,82,75,80,62,36,52,130,110,80,91,96,89,40,210,19,15,18,40
LUDHIANA,33,22,25,65,78,72,81,70,38,44,140,92,78,90,98,NR,40,200,19,10,20,30
MANDI,29,20,26,60,75,73,76,52,39,50,NR,120,82,84,NR,NR,28,320,18,10,15,30
MEERUT,38,21,25,64,85,65,82,72,38,52,NR,96,86,96,NR,88,40,200,20,12,15,30
PANCHKULA,30,20,24,62,70,70,65,65,40,46,160,100,90,95,90,75,45,210,19,10,15,30
RUDRAPUR,24,22,25,66,75,80,70,72,36,42,129,90,88,85,105,NR,38,220,18,20,15,40
SHIMLA,32,NR,26,67,74,70,76,61,38,30,158,131,97,101,NR,NR,38,180,18,20,20,30
SOLAN,37,NR,25,62,70,67,80,58,40,39,NR,134,94,94,NR,82,42,180,19,18,18,40
SRINAGAR,30,20,27,80,90,80,80,75,45,40,NR,130,NR,130,140,NR,48,NR,19,31,25,45
VARANASI,27,19,24,72,94,80,85,66,38,48,142,126,91,100,121,79,49,225,18,10,17,50
AHMEDABAD,23,21,22,58,65,58,66,54,35,48,104,86,73,85,83,75,44,210,16,16,15,25
AMBIKAPUR,28,25,30,80,80,50,80,50,38,40,93,109,71,104,104,NR,45,250,10,10,22,30
BHOPAL,27,24,26,65,80,68,85,58,36,48,105,98,68,92,85,72,40,250,16,15,10,35
BHUJ,22,20,22,58,86,60,68,58,36,50,102,85,72,75,87,70,43,195,15,20,15,25
BILASPUR,26,25,30,68,75,60,80,52,34,40,130,100,70,80,95,65,34,190,17,16,13,40
DURG,26,26,30,65,90,65,90,60,34,42,123,105,63,83,91,70,37,220,10,16,16,50
GWALIOR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
INDORE,26,22,22,56,76,65,69,55,37,47,106,95,70,89,83,NR,46,220,16,10,8,15
JABALPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
JAGDALPUR,26,27,28,56,NR,56,65,55,37,55,137,109,79,93,98,82,34,180,10,20,25,10
JAIPUR,30,24,26,60,86,60,76,55,38,40,156,95,65,90,106,NR,35,160,17,10,10,25
JODHPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
KOTA,30,24,26,58,82,60,66,59,38,40,120,90,65,90,91,NR,35,280,17,10,10,30
MUMBAI,30,33,34,76,88,77,92,68,40,43,141,117,88,87,89,64,58,270,18,24,18,40
NAGPUR,29,25,27,62,83,66,80,59,38,43,117,95,66,91,101,87,45,202,18,23,29,28
NASHIK,35,29,28,73,71,76,75,56,39,37,114,101,76,72,86,70,44,248,11,28,14,40
PANAJI,42,31,29,75,90,85,95,75,39,50,159,148,117,106,117,79,55,240,19,27,22,45
PUNE,51,29,33,65,83,73,79,61,35,38,119,162,75,92,87,74,32,225,17,23,19,29
RAIPUR,26,24,26,65,80,65,65,50,42,40,110,105,75,90,100,80,45,180,9,20,20,45
RAJKOT,23,21,22,58,59,52,65,54,35,52,97,89,76,85,86,77,43,200,17,17,15,25
REWA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
SAGAR,25,19,25,60,75,65,70,60,34,42,134,101,89,87,97,NR,30,200,15,11,8,24
SURAT,22,21,22,55,60,48,65,52,35,52,100,86,70,87,84,76,38,230,10,18,15,22
UDAIPUR,24,22,23,57,67,57,67,57,37,38,108,97,80,92,93,NR,42,190,10,8,7,10
BALASORE,28,34,26,64,88,73,85,55,40,40,NR,103,69,NR,102,77,45,200,18,14,17,50
BERHAMPUR,30,32,26,62,88,74,80,58,40,34,NR,108,68,NR,102,78,45,180,18,14,18,50
BHAGALPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
BHUBANESHWAR,28,NR,26,64,88,73,85,55,40,NR,NR,103,69,NR,NR,77,45,NR,18,14,17,50
CUTTACK,27,34,28,61,90,72,83,55,39,34,NR,106,71,NR,100,77,48,200,18,14,17,40
DARBHANGA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
GAYA,29,19,25,55,58,59,69,45,38,42,NR,126,98,102,NR,93,37,217,19,8,10,12
JEYPORE,28,33,26,65,88,72,84,58,40,40,NR,106,70,NR,102,77,47,200,18,14,16,60
KHARAGPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
KOLKATA,29,NR,25,68,94,70,90,60,39,38,138,99,70,92,100,75,43,140,9,14,20,60
MALDA,27,17,23,78,75,70,80,76,44,40,NR,96,100,85,95,70,46,120,10,10,15,35
MUZZAFARPUR,38,18,23,68,88,86,78,58,38,39,NR,120,82,105,115,42,43,200,13,12,15,42
PATNA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
PURNIA,28,19,20,60,85,65,85,54,38,38,NR,95,75,80,NR,64,35,280,10,10,12,28
PURULIA,28,19,22,68,70,75,75,68,42,40,90,100,70,92,95,65,42,180,17,12,20,30
RAIGANJ,28,19,28,70,65,85,70,70,38,32,75,105,75,80,85,60,42,250,10,10,15,35
RAMPURHAT,33,17,22,75,75,70,80,70,36,40,145,90,70,85,87,65,38,220,12,10,13,25
RANCHI,34,26,25,68,90,70,90,60,39,42,148,104,70,105,107,83,38,280,18,13,15,30
ROURKELA,29,34,26,63,89,69,82,58,40,34,NR,106,70,NR,103,77,42,180,19,15,17,45
SAMBALPUR,27,30,25,63,88,70,82,58,40,34,NR,105,69,97,103,77,40,200,18,14,16,40
SILIGURI,32,24,26,65,70,70,76,76,38,42,170,110,100,110,115,75,40,165,10,10,20,30
AGARTALA,31,NR,29,67,NR,85,88,77,43,40,NR,107,70,101,NR,NR,53,178,19,16,22,19
AIZAWL,30,NR,22,80,85,NR,140,100,50,70,104,109,NR,93,98,NR,120,360,22,25,30,50
DIMAPUR,26,28,30,65,80,75,80,65,45,65,115,90,110,105,118,110,60,180,10,17,25,40
GANGTOK,57,25,32,65,95,90,95,75,45,47,NR,123,76,107,115,NR,53,300,18,20,20,32
GUWAHATI,30,30,32,65,80,85,83,65,42,56,NR,90,75,90,100,NR,45,200,12,13,20,35
IMPHAL,41,NR,35,80,85,90,100,80,50,100,NR,109,87,120,NR,98,70,220,15,20,25,40
ITANAGAR,32,34,30,75,90,90,95,65,43,60,NR,125,85,100,120,NR,58,340,10,20,30,50
JOWAI,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
SHILLONG,27,31,30,66,70,66,88,58,42,60,120,93,67,93,120,NR,80,175,20,12,15,30
TURA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
ADILABAD,32,28,30,61,76,70,78,61,37,44,109,122,67,90,92,68,49,194,16,25,16,30
BENGALURU,52,36,34,67,83,88,84,63,37,36,140,132,84,90,100,83,51,220,11,32,15,38
CHENNAI,33,33,35,64,88,82,83,60,37,37,142,128,94,NR,100,70,50,220,18,20,18,48
COIMBATORE,34,33,32,66,92,91,84,60,38,37,140,118,76,NR,98,71,52,220,18,29,17,45
