<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:0a3a2ae75fb4bd17e756ee2c1c6047e27a2c6482f5dcd1b02a165ca36c82dce3
size 9537
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/ Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Ground- nut Oil *,Must- ard Oil *,Vanas- pati *,Soya Oil *,Sun- flower Oil *,Palm Oil *,Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
AGRA,24,22,25,58,86,85,87,64,37,55,130,96,86,100,106,84,30,200,18,14,40,20
ALLAHABAD,28,25,27,60,90,120,100,65,40,40,145,110,85,97,105,100,40,170,19,20,45,25
AMRITSAR,32,23,29,60,85,90,100,75,38,45,145,120,120,120,115,NR,40,220,19,18,55,30
BATHINDA,32,22,26,62,86,95,95,68,38,45,153,109,107,98,109,98,38,210,19,15,45,28
CHANDIGARH,28,25,27,58,76,82,98,66,37,44,130,112,96,106,112,NR,34,220,16,18,42,30
DEHRADUN,26,27,30,62,96,104,106,85,40,43,140,114,90,114,114,NR,40,220,20,18,40,20
DELHI,34,25,27,73,95,110,105,76,40,46,167,133,107,122,128,108,58,241,19,24,43,28
DHARAMSHALA,28,NR,27,65,95,110,100,65,40,40,120,135,100,105,120,90,40,200,20,20,50,40
GORAKHPUR,26,22,24,62,80,100,120,65,40,44,153,120,69,92,126,81,38,180,18,20,50,30
GURGAON,40,19,21,60,75,70,70,55,34,42,150,98,93,98,104,82,40,220,17,30,40,40
HALDWANI,26,24,25,54,86,85,84,57,35,45,96,94,82,94,100,NR,32,230,20,20,45,20
HARIDWAR,30,25,28,60,90,103,105,80,40,50,160,105,95,100,120,NR,40,275,20,18,50,25
HISAR,32,22,24,60,82,80,75,55,38,55,148,105,93,93,104,89,31,200,18,30,45,35
JAMMU,34,24,27,64,94,112,104,70,43,45,NR,145,125,130,121,102,42,240,20,20,40,25
JHANSI,30,22,25,75,90,95,95,65,40,50,100,110,85,NR,NR,NR,35,200,20,20,35,15
KANPUR,24,24,27,56,85,120,82,58,39,52,117,110,76,109,131,101,41,110,20,25,40,25
KARNAL,25,22,27,59,83,88,88,78,38,46,153,115,104,115,115,96,40,200,18,17,50,32
LUCKNOW,30,23,25,65,92,130,95,65,39,56,140,118,120,115,120,113,40,280,20,15,40,25
LUDHIANA,30,22,27,65,85,94,95,73,36,45,140,105,95,110,115,NR,38,210,18,16,55,25
MANDI,35,NR,28,66,100,110,96,68,40,50,140,130,100,89,NR,NR,36,320,20,20,48,30
MEERUT,36,25,27,72,98,90,92,82,38,52,NR,105,94,96,NR,92,45,200,20,18,55,20
PANCHKULA,35,20,25,60,75,70,68,70,40,46,160,100,90,95,90,75,45,210,19,15,45,25
RUDRAPUR,27,26,27,65,85,95,90,70,38,42,140,105,90,100,110,NR,40,190,20,25,50,25
SHIMLA,34,NR,26,75,85,80,85,61,40,30,158,131,101,104,NR,NR,42,180,20,20,40,30
SOLAN,34,NR,28,68,93,95,95,65,40,39,NR,148,106,109,NR,NR,42,190,20,20,50,30
SRINAGAR,30,30,35,80,110,140,120,90,45,40,NR,140,120,130,145,NR,45,240,20,30,40,30
VARANASI,28,24,27,65,98,110,96,66,39,50,148,137,94,109,124,79,42,240,18,20,50,20
AHMEDABAD,24,23,22,65,70,90,85,63,37,52,130,95,74,87,89,75,45,210,10,20,50,20
AMBIKAPUR,25,20,35,70,85,60,95,55,38,40,190,98,65,90,109,NR,45,200,10,15,120,30
BHOPAL,27,24,26,65,90,70,90,60,36,48,105,98,68,90,85,72,40,250,16,18,40,12
BHUJ,23,21,22,58,86,60,68,55,35,50,102,85,72,86,89,70,43,220,15,25,44,20
BILASPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
DURG,26,28,30,60,80,85,95,60,36,43,126,118,71,95,95,95,37,220,10,24,50,5
GWALIOR,30,26,28,60,88,82,84,60,40,45,135,105,80,88,105,76,40,200,18,15,40,10
INDORE,26,23,25,62,88,74,84,58,36,44,105,95,68,92,83,NR,40,220,15,27,40,28
