<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:2a5723d6a892ae3d39aadaa15cba631ebc9bfc8a10a2450681abfbf104487e4e
size 9340
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/ Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Ground- nut Oil *,Must- ard Oil *,Vanas- pati *,Soya Oil *,Sun- flower Oil *,Palm Oil *,Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
AGRA,23,21,24,56,85,66,71,55,38,50,118,87,76,82,92,75,31,200,18,15,50,50
ALLAHABAD,25,21,25,58,84,75,85,58,42,40,142,100,80,94,100,70,43,170,19,15,42,40
AMRITSAR,32,22,24,65,90,70,85,68,38,45,138,94,80,92,102,NR,40,210,18,16,50,45
BATHINDA,32,21,23,65,85,65,82,68,38,48,137,98,90,94,109,85,36,210,17,14,50,47
CHANDIGARH,28,25,27,57,76,63,81,55,38,44,124,98,78,92,98,NR,36,220,16,18,42,38
DEHRADUN,27,26,27,55,76,75,87,67,42,42,135,90,84,90,105,NR,38,220,20,21,49,35
DELHI,34,26,28,74,97,87,89,72,40,44,162,120,92,105,116,79,56,240,19,25,51,51
DHARAMSHALA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
GORAKHPUR,26,22,24,62,85,68,85,60,40,42,153,120,69,92,126,76,38,180,18,18,50,40
GURGAON,40,19,21,60,75,70,70,55,34,42,150,98,93,98,104,82,40,220,17,20,50,55
HALDWANI,27,24,29,58,80,72,82,62,37,44,132,90,79,92,98,NR,42,230,21,25,50,45
HARIDWAR,28,24,26,70,90,85,90,67,40,50,140,92,87,92,105,NR,38,190,20,22,52,45
HISAR,32,22,24,60,82,65,73,55,38,42,148,104,90,107,104,89,31,200,18,20,50,50
JAMMU,40,24,28,68,100,90,88,64,44,45,NR,140,125,120,121,102,46,240,18,25,45,45
JHANSI,30,21,24,70,80,70,70,65,40,50,90,100,85,NR,NR,NR,38,200,20,15,35,32
KANPUR,24,21,25,55,89,75,70,50,42,52,115,110,76,101,142,NR,43,120,14,19,39,60
KARNAL,25,20,25,58,80,75,72,55,36,46,156,96,85,85,103,76,40,190,18,18,50,30
LUCKNOW,32,22,23,66,90,76,80,62,38,54,145,115,87,97,102,97,42,280,19,15,45,50
LUDHIANA,32,22,24,67,87,73,82,65,38,45,135,95,80,94,102,NR,40,210,18,14,50,50
MANDI,32,NR,27,65,97,76,82,62,41,50,140,120,80,85,NR,NR,36,320,20,20,54,60
MEERUT,38,22,25,65,92,74,82,75,38,52,NR,96,85,95,NR,89,38,200,20,14,38,40
PANCHKULA,30,20,24,65,70,70,68,66,40,46,160,100,90,95,90,75,45,210,19,20,40,40
RUDRAPUR,25,24,27,61,85,78,80,68,36,43,130,98,83,92,105,NR,39,225,19,20,50,38
SHIMLA,34,NR,26,70,80,75,80,61,40,30,158,131,97,101,NR,NR,42,180,18,25,45,30
SOLAN,38,NR,26,63,88,75,85,63,40,39,NR,131,91,90,NR,NR,40,185,20,20,45,40
SRINAGAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
VARANASI,28,22,26,75,93,89,98,72,40,50,145,131,91,105,121,79,49,230,18,14,45,50
AHMEDABAD,24,23,23,63,66,62,76,63,36,52,114,91,72,87,87,71,45,220,11,17,44,48
AMBIKAPUR,25,20,35,70,85,60,95,55,38,40,190,98,65,90,109,NR,45,200,10,15,50,30
BHOPAL,27,24,26,65,90,70,85,55,36,48,105,98,68,90,85,72,40,250,16,22,50,45
BHUJ,23,21,22,58,86,60,68,55,35,50,102,85,72,86,87,70,43,220,15,16,50,40
BILASPUR,26,30,30,55,85,65,85,60,40,40,150,100,64,95,95,80,40,215,15,20,70,40
DURG,27,28,30,65,90,70,90,60,36,43,123,105,63,83,87,70,37,220,10,20,40,20
GWALIOR,30,23,26,58,86,62,72,58,39,45,135,86,80,88,105,75,38,200,18,20,35,35
INDORE,26,23,25,62,84,71,80,58,36,44,105,95,68,90,83,NR,40,220,15,20,50,40
JABALPUR,27,25,26,63,92,72,85,58,39,53,130,105,85,83,103,84,40,220,10,16,50,20
JAGDALPUR,26,27,30,56,90,56,65,55,39,55,137,109,79,93,98,82,34,180,10,20,50,25
JAIPUR,30,23,27,58,80,72,76,50,39,42,156,90,60,85,106,NR,38,160,17,12,40,35
JODHPUR,48,26,28,65,85,69,75,60,36,40,142,145,NR,NR,123,NR,28,172,10,15,35,45
KOTA,35,22,28,60,95,80,80,68,38,50,130,105,67,100,160,80,60,200,20,20,40,50
MUMBAI,31,34,36,70,88,80,96,65,41,42,141,117,86,85,91,67,66,274,19,23,57,55
