<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:03362d2de4220fd463adda70d83f719e84cd350e14caf467c923e0f5549c9f28
size 9438
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/ Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Ground- nut Oil *,Must- ard Oil *,Vanas- pati *,Soya Oil *,Sun- flower Oil *,Palm Oil *,Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
AGRA,30,20,24,60,95,96,100,72,38,55,120,110,86,101,103,86,42,200,20,30,20,60
ALLAHABAD,27,22,25,60,80,120,100,75,38,40,140,110,95,100,110,90,39,170,19,20,15,70
AMRITSAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
BATHINDA,32,21,25,60,90,85,85,75,37,45,162,115,103,98,131,98,40,210,18,30,20,50
CHANDIGARH,30,21,25,50,83,85,90,60,37,47,151,102,88,98,102,NR,34,210,20,20,17,40
DEHRADUN,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
DELHI,35,20,24,71,97,103,102,76,38,46,179,138,103,117,128,100,57,250,20,33,22,61
DHARAMSHALA,29,NR,26,57,90,100,100,78,41,40,120,140,100,100,120,90,43,200,20,32,20,50
GORAKHPUR,26,21,25,60,90,100,110,72,40,44,153,131,69,92,126,81,42,180,18,30,20,50
GURGAON,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
HALDWANI,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
HARIDWAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
HISAR,31,21,24,60,96,98,100,78,37,55,155,108,90,100,110,85,40,230,19,25,18,40
JAMMU,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
JHANSI,32,22,26,65,95,80,95,65,40,46,NR,115,104,109,126,98,40,200,20,22,17,45
KANPUR,28,17,25,58,97,110,92,66,41,52,120,110,76,117,131,98,43,120,20,25,24,45
KARNAL,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
LUCKNOW,28,23,23,64,90,115,110,75,38,56,142,137,115,115,118,115,42,255,20,30,20,70
