<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:c7877341e1c575d1b5172a95eed9d2ad2e3b6e3d0337fb99269e1ac211d4b793
size 9271
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/ Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Ground- nut Oil *,Must- ard Oil *,Vanas- pati *,Soya Oil *,Sun- flower Oil *,Palm Oil *,Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
AGRA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
ALLAHABAD,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
AMRITSAR,32,23,25,60,85,75,80,65,39,50,145,100,75,80,100,NR,40,220,20,17,50,50
BATHINDA,30,21,23,63,83,60,80,63,39,48,137,98,90,94,109,85,36,210,17,13,47,55
CHANDIGARH,28,25,27,55,76,60,81,53,38,44,124,98,78,92,98,NR,36,220,16,22,46,45
DEHRADUN,28,24,29,57,76,76,87,65,42,42,135,90,84,90,105,NR,38,220,20,21,43,40
DELHI,34,26,28,71,97,93,90,71,40,44,162,120,92,105,116,81,52,240,19,25,55,53
DHARAMSHALA,28,NR,25,65,95,80,80,65,40,40,120,125,85,90,100,75,40,200,20,20,40,30
GORAKHPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
GURGAON,40,19,21,60,75,70,70,55,34,42,150,98,93,98,104,82,40,220,17,20,55,50
HALDWANI,24,22,25,58,80,65,80,62,38,45,96,89,82,92,100,NR,40,230,20,22,35,50
HARIDWAR,28,22,24,50,80,80,80,65,42,50,140,100,80,90,100,NR,30,200,18,20,50,50
HISAR,32,22,24,60,82,65,73,55,38,42,148,104,90,107,104,89,31,200,18,20,42,65
