<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:169082b3b5a1b979c7198aadde3de0bad8773c307ca774a957a948b00fb5a9f3
size 9185
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/ Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Ground- nut Oil *,Must- ard Oil *,Vanas- pati *,Soya Oil *,Sun- flower Oil *,Palm Oil *,Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
AGRA,22,17,22,68,63,64,53,48,41,48,122,85,75,80,95,72,39,200,18,8,30,60
ALLAHABAD,20,18,20,68,60,62,52,67,42,40,135,92,78,81,100,64,38,190,15,12,10,75
AMRITSAR,41,19,22,76,76,76,78,76,41,44,140,95,80,80,98,NR,43,210,18,15,16,90
BATHINDA,26,19,23,79,91,87,84,72,42,50,170,104,87,94,104,NR,46,200,18,10,35,70
CHANDIGARH,28,23,25,75,66,74,72,65,41,44,128,105,75,85,92,NR,37,220,16,12,30,60
DEHRADUN,23,21,24,75,110,115,105,83,43,42,136,95,77,85,105,NR,38,230,18,22,25,70
DELHI,32,20,23,84,83,94,86,74,44,42,165,120,87,96,107,77,52,232,17,21,38,71
DHARAMSHALA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
GORAKHPUR,22,17,20,70,65,75,75,54,44,42,NR,110,63,80,115,70,42,180,20,10,35,65
GURGAON,38,20,23,70,82,80,70,60,42,42,100,85,80,80,95,70,45,240,18,20,32,82
HALDWANI,23,22,25,74,114,115,107,90,43,42,132,100,75,87,105,NR,37,230,18,20,24,65
HARIDWAR,25,22,25,76,115,117,107,88,43,43,136,96,80,86,108,NR,38,210,18,20,26,70
HISAR,33,20,24,80,80,80,70,65,40,40,120,100,80,95,95,64,36,230,18,15,35,85
JAMMU,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
JHANSI,25,18,22,70,72,80,68,75,42,50,NR,90,75,80,NR,NR,40,180,18,8,30,50
KANPUR,22,17,20,72,60,62,60,58,42,52,150,92,75,90,105,75,43,190,14,14,26,95
KARNAL,24,21,26,73,87,75,66,66,44,46,156,98,80,88,105,75,39,210,20,15,25,80
LUCKNOW,23,18,20,78,70,85,70,55,42,52,110,95,72,80,92,72,48,220,18,14,30,60
LUDHIANA,35,19,25,75,75,72,75,70,42,47,156,93,80,84,102,NR,50,190,18,8,30,60
MANDI,29,NR,23,72,70,67,66,57,43,28,NR,120,83,86,NR,NR,36,180,17,13,35,60
MEERUT,30,19,22,86,80,86,80,86,42,52,NR,95,90,NR,NR,NR,40,200,18,10,30,60
PANCHKULA,25,22,25,75,79,75,74,74,42,46,150,90,78,85,100,76,48,220,18,18,30,80
RUDRAPUR,22,21,23,75,115,114,100,90,42,42,129,94,77,85,105,NR,38,220,18,20,25,68
SHIMLA,32,NR,25,72,70,80,70,63,45,30,157,126,87,87,NR,NR,45,180,17,15,37,56
SOLAN,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
SRINAGAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
VARANASI,25,18,24,75,66,87,82,68,43,48,134,115,82,81,108,70,46,225,18,10,25,80
AHMEDABAD,30,22,26,70,68,71,63,56,42,48,108,95,70,80,79,68,54,210,17,20,25,72
AMBIKAPUR,24,25,30,84,75,95,76,63,44,40,107,109,74,78,103,71,43,200,10,10,12,60
BHOPAL,25,20,25,72,68,75,65,55,42,46,120,85,70,75,95,62,40,250,16,12,22,80
BHUJ,23,20,23,69,78,73,78,75,44,50,106,84,67,75,87,60,52,195,15,10,9,70
BILASPUR,24,21,29,79,69,76,78,72,40,40,161,110,77,75,88,71,37,154,13,18,30,50
DURG,23,23,24,75,65,70,65,50,43,52,121,125,70,80,85,75,40,160,15,15,25,30
GWALIOR,25,19,22,65,60,57,56,50,42,42,140,75,72,75,100,62,38,200,17,15,25,60
INDORE,23,19,21,79,71,80,68,55,40,46,125,89,66,72,90,NR,45,220,16,11,8,87
JABALPUR,24,19,20,64,68,74,59,52,45,44,119,90,62,80,80,62,34,214,12,15,25,50
JAGDALPUR,20,27,28,76,65,64,67,53,43,45,180,98,68,79,88,76,50,200,15,14,35,40
JAIPUR,28,19,22,67,55,62,59,56,43,38,113,80,68,75,90,NR,36,150,17,10,30,60
JODHPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
KOTA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
MUMBAI,29,30,31,85,73,95,75,69,43,42,120,130,90,84,87,64,56,250,18,17,31,70
NAGPUR,27,21,31,78,62,78,70,51,44,42,116,102,78,87,101,75,45,220,18,17,39,43
NASHIK,30,22,25,76,72,76,75,50,39,37,119,105,80,72,88,70,44,248,13,15,21,53
PANAJI,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
PUNE,52,28,31,75,68,74,69,62,40,38,121,165,75,76,78,73,40,218,17,18,33,38
