<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:e2fc07a9678f093592a8e49ca6182ec1b1867d541658b611efc54fa5aaa044fb
size 12912
=======
Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal)
Ahmednagar,02/10/2008,633.2,Other,200,1000,600
,,,Red,200,650,425
,06/10/2008,1337.3,Other,200,900,500
,09/10/2008,1276.3,,NR,NR,NR
,11/10/2008,1205.4,Other,200,820,510
,13/10/2008,1668.8,,NR,NR,NR
,16/10/2008,1558,,NR,NR,NR
Aurangabad,01/10/2008,6.5,Other,150,350,250
,02/10/2008,3.7,Other,125,325,225
,04/10/2008,15.2,Other,150,450,300
,05/10/2008,33,Other,125,425,275
,06/10/2008,8.3,Other,150,550,350
,07/10/2008,11,Other,250,450,400
,09/10/2008,24.5,Other,250,525,350
,11/10/2008,6.3,Other,150,450,300
,12/10/2008,48.3,,NR,NR,NR
,13/10/2008,27.5,Other,200,500,350
,14/10/2008,16.3,Other,200,500,350
,18/10/2008,23,Other,300,550,450
Baramati,08/10/2008,25,Red,350,800,650
,11/10/2008,29,Red,350,750,600
,15/10/2008,8,Red,200,750,550
,22/10/2008,71.3,,NR,NR,NR
Chandvad,04/10/2008,118,,NR,NR,NR
,07/10/2008,254,,NR,NR,NR
,08/10/2008,319.5,,NR,NR,NR
,10/10/2008,400.5,,NR,NR,NR
,11/10/2008,194,,NR,NR,NR
,14/10/2008,471,,NR,NR,NR
,17/10/2008,267.5,,NR,NR,NR
,18/10/2008,207.5,,NR,NR,NR
,21/10/2008,231,,NR,NR,NR
,22/10/2008,216.5,,NR,NR,NR
,23/10/2008,215,,NR,NR,NR
,24/10/2008,169,,NR,NR,NR
,25/10/2008,120.5,,NR,NR,NR
Dhule,01/10/2008,73.9,,NR,NR,NR
,13/10/2008,151.6,,NR,NR,NR
,14/10/2008,31,,NR,NR,NR
,15/10/2008,60,Other,210,640,400
,16/10/2008,70,Other,340,730,605
,17/10/2008,100,,NR,NR,NR
,20/10/2008,150,,NR,NR,NR
Ghoti,04/10/2008,1.4,Other,400,450,425
,07/10/2008,0.5,Other,450,476,463
,11/10/2008,1.2,Other,700,1000,850
,14/10/2008,0.5,Other,666,900,783
,18/10/2008,3.2,Other,350,466,408
,21/10/2008,0.8,Other,400,450,425
,25/10/2008,1.6,Other,400,450,425
Jalgaon,01/10/2008,18,Red,200,725,450
,03/10/2008,22,Red,250,900,500
,04/10/2008,18,Red,200,900,525
,06/10/2008,40,Red,250,825,500
,08/10/2008,28,Red,250,700,475
,10/10/2008,60,Red,200,775,450
,13/10/2008,45,Red,300,750,525
,14/10/2008,24,,NR,NR,NR
,15/10/2008,40,Red,200,700,450
,16/10/2008,16,Red,250,775,500
,17/10/2008,55,Red,200,700,450
,18/10/2008,28,Red,300,750,525
,20/10/2008,45,Red,200,575,400
,21/10/2008,55,Red,200,580,400
,22/10/2008,40,Red,200,675,425
,23/10/2008,25,,NR,NR,NR
,24/10/2008,55,Red,225,680,450
,25/10/2008,25,Red,200,600,400
,31/10/2008,15,Red,200,750,475
Junnar,30/10/2008,98.1,Other,700,900,800
Kalvan,06/10/2008,415,,NR,NR,NR
,07/10/2008,440,,NR,NR,NR
,10/10/2008,600,,NR,NR,NR
,11/10/2008,70,,NR,NR,NR
,13/10/2008,675,,NR,NR,NR
