<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:1d92afcba0a79eb2fb43741ad659ce1935ea0b2f69d4b6b6cfd073b9f17b1cc7
size 25869
=======
Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal)
Ahmednagar,03/09/09,262.2,Other,200,750,475
,05/09/09,665.3,Other,250,900,575
,07/09/09,1196.6,Other,200,875,550
,10/09/09,1264.8,Other,200,850,525
,12/09/09,1123.7,Other,150,850,500
,21/09/09,678.4,Other,200,920,560
,24/09/09,667.1,Other,200,910,560
,28/09/09,686.3,Other,100,1200,600
Akole,06/09/09,198,Other,150,840,620
,13/09/09,193.2,Other,100,825,576
,20/09/09,184.1,Other,100,852,623
,25/09/09,177.4,Other,175,850,510
,27/09/09,140.8,Other,200,1142,785
Amrawati(Frui & Veg. Market),01/09/09,35,Other,500,1100,800
,02/09/09,30,Other,400,950,675
,04/09/09,30,Other,400,950,675
,07/09/09,60,Other,500,1050,775
,08/09/09,30,Other,500,1150,825
,09/09/09,30,Other,500,1150,825
,11/09/09,30,Other,500,1150,825
,12/09/09,30,Other,500,1150,825
,13/09/09,30,Other,500,1150,825
,14/09/09,15,Other,500,1150,775
,15/09/09,15,Other,500,1100,800
,16/09/09,30,Other,500,1100,800
,18/09/09,15,Other,500,1100,800
,19/09/09,15,Other,500,1100,850
,20/09/09,10,Other,500,1100,850
,22/09/09,15,Other,500,1050,775
,23/09/09,30,Other,500,1100,800
,25/09/09,30,Other,500,1100,800
,26/09/09,30,Other,500,1100,800
,27/09/09,15,Other,500,1100,850
,28/09/09,18,Other,500,1100,800
,29/09/09,30,Other,500,1150,825
,30/09/09,30,Other,700,1350,1025
Aurangabad,01/09/09,7.4,Other,250,450,350
,02/09/09,15.8,Other,300,600,450
,03/09/09,29.8,Other,300,700,500
,05/09/09,17.3,Other,250,650,450
,06/09/09,30.9,Other,300,700,500
,07/09/09,17.1,Other,250,550,400
,08/09/09,15.3,Other,300,800,450
,09/09/09,20.3,Other,250,550,400
,10/09/09,53.3,Other,150,650,400
,12/09/09,20.5,Other,250,550,400
,13/09/09,26.6,Other,250,750,500
,14/09/09,19.9,Other,250,700,475
,15/09/09,7.2,Other,250,550,400
,16/09/09,4.8,Other,300,700,500
,17/09/09,26.5,Other,250,650,450
,19/09/09,13.8,Other,400,700,550
,20/09/09,26.3,Other,200,600,400
,21/09/09,1,Other,300,500,400
