<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:a5d38cb371edf9689ff3816337c9067f950cbf87a0cafb09367cd98815d199cd
size 20390
=======
Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal)
Ahmednagar,02/04/09,1963.3,Other,200,625,425
,04/04/09,2181.9,Other,200,600,400
,07/04/09,61.3,Other,100,475,275
,09/04/09,2722.2,Other,150,550,350
,11/04/09,1983.1,Other,300,665,475
,13/04/09,2997.9,Other,250,655,455
,20/04/09,1691.6,Other,200,525,375
,25/04/09,2035.1,Other,250,525,400
,28/04/09,2097.9,Other,250,525,400
,30/04/09,2304.3,Other,250,575,425
Akole,12/04/09,154.2,Other,250,725,531
,19/04/09,453.7,Other,100,551,421
,26/04/09,429.2,Other,100,525,350
Amrawati(Frui & Veg. Market),08/04/09,15,Other,400,650,525
,13/04/09,60,Other,500,650,575
,14/04/09,60,Other,500,700,600
,15/04/09,30,Other,500,600,550
,17/04/09,100,Other,550,650,600
,18/04/09,10,Other,500,700,600
,19/04/09,40,Other,500,700,600
,20/04/09,45,Other,500,650,575
,21/04/09,36,Other,300,650,475
,22/04/09,45,Other,500,650,575
,24/04/09,60,Other,500,700,600
,25/04/09,28,Other,500,800,650
,26/04/09,30,Other,500,750,625
,27/04/09,45,Other,500,700,600
,28/04/09,30,Other,500,650,575
,29/04/09,45,Other,500,650,575
Aurangabad,01/04/09,33,Other,250,850,550
,02/04/09,59.2,Other,200,700,450
,04/04/09,37.5,Other,350,600,425
,05/04/09,62,Other,350,650,450
,06/04/09,36.1,Other,250,650,450
,07/04/09,44.7,Other,300,700,500
,08/04/09,77.2,Other,150,650,400
,09/04/09,46.8,Other,150,750,450
,11/04/09,26.5,Other,300,700,500
,12/04/09,62.8,Other,300,800,550
,13/04/09,32.7,Other,150,550,350
,14/04/09,37.5,Other,250,650,450
,15/04/09,33.5,Other,200,500,350
,16/04/09,64.9,Other,150,550,350
,18/04/09,52.6,Other,150,650,400
,19/04/09,50.7,Other,200,600,400
,20/04/09,29,Other,200,600,400
,21/04/09,51.3,Other,200,500,350
,22/04/09,22.3,Other,150,650,400
,25/04/09,26.6,Other,150,650,400
,26/04/09,75.2,Other,200,800,500
,27/04/09,42.1,Other,200,600,350
,29/04/09,33.8,Other,150,450,300
,30/04/09,50.5,Other,150,650,400
Chandrapur(Ganjwad),01/04/09,42.5,Other,480,700,600
,02/04/09,20,Other,500,700,600
,06/04/09,57,Other,500,750,600
,07/04/09,54,Other,400,700,500
,09/04/09,23.2,Other,500,700,550
Chandvad,10/04/09,934,Other,200,618,521
,11/04/09,1682.5,Other,200,583,525
,15/04/09,1650,Other,200,571,451
,16/04/09,1374,Other,200,480,425
,17/04/09,853,Other,200,453,370
,18/04/09,533,Other,200,466,400
,21/04/09,738.5,Other,100,531,401
,22/04/09,995,Other,100,484,421
,25/04/09,1123,Other,200,455,411
,28/04/09,747,Other,200,462,380
,29/04/09,688.5,Other,200,460,385
,30/04/09,649.5,Other,200,482,375
Devala,06/04/09,660,Other,100,562,505
,,,Red,100,515,400
,08/04/09,880,Other,150,559,525
,,,Red,100,513,450
,09/04/09,660,Other,150,554,520
,,,Red,100,505,480
,10/04/09,35,Other,100,575,525
,13/04/09,55,Other,100,600,550
,16/04/09,810,Other,100,527,475
,17/04/09,585,,NR,NR,NR
,20/04/09,520,Other,130,505,460
,29/04/09,780,Other,150,473,430
,30/04/09,620,,NR,NR,NR
Dindori,01/04/09,125.4,Other,376,582,521
,02/04/09,94.5,Other,376,582,521
,03/04/09,123.6,Other,480,568,525
,06/04/09,245.5,Other,300,500,441
,08/04/09,165.6,Other,300,529,455
,09/04/09,108,Other,351,563,485
,10/04/09,122.1,Other,418,587,550
,13/04/09,257.9,Other,375,622,575
,14/04/09,242.1,Other,400,652,575
,15/04/09,353.8,Other,354,610,540
,16/04/09,342.5,Other,300,551,465
,17/04/09,390.1,Other,300,476,405
,20/04/09,239.7,Other,389,510,443
,21/04/09,393.9,Other,331,545,428
,22/04/09,317.2,Other,300,578,465
,24/04/09,316.7,Other,300,578,470
,27/04/09,260.5,Other,300,547,423
,28/04/09,302.1,Other,351,567,411
,29/04/09,391.4,Other,351,567,411
,30/04/09,329.8,Other,350,576,455
Dindori(Vani),08/04/09,956.7,Other,300,600,480
,09/04/09,849.1,Other,300,549,470
,13/04/09,1125.8,Other,300,609,516
,16/04/09,1164.1,Other,300,524,450
,17/04/09,1020.4,Other,200,476,411
,22/04/09,919.1,Other,200,515,465
,27/04/09,742.5,Other,200,479,425
,29/04/09,864.1,Other,200,530,450
,30/04/09,894.2,Other,200,534,455
Fruit Market,24/04/09,760,Other,480,600,540
Gangapur,03/04/09,280,Other,250,570,500
,07/04/09,350,Other,200,555,450
,10/04/09,400,Other,200,650,475
,14/04/09,500,Other,375,625,510
,17/04/09,350,Other,300,475,400
,24/04/09,200,Other,200,550,475
,28/04/09,250,Other,200,525,400
Ghoti,04/04/09,1.4,Other,500,900,700
,09/04/09,2.4,Other,450,470,460
Jalgaon,01/04/09,45,Other,150,550,400
,,,Red,350,570,450
,02/04/09,70,Red,250,530,450
,04/04/09,80,Red,250,675,450
,06/04/09,70,Other,400,470,425
,,,Red,200,650,525
,08/04/09,110,Red,200,500,400
,09/04/09,62.5,Red,250,550,400
,10/04/09,75,Red,300,600,470
,11/04/09,45,Red,210,550,400
,13/04/09,80,Other,300,500,450
,,,Red,250,525,400
,15/04/09,100,Other,550,850,725
,,,Red,260,575,450
,16/04/09,70,Other,350,525,510
,,,Red,325,575,500
,17/04/09,90,Other,300,525,450
,,,Red,250,500,450
,18/04/09,70,Red,200,500,400
,20/04/09,80,Other,300,500,425
,,,Red,200,575,400
,21/04/09,80,Red,200,500,450
,22/04/09,60,Other,400,525,500
,,,Red,300,500,400
,24/04/09,60,Other,300,525,500
,,,Red,200,510,400
,25/04/09,60,Red,200,500,400
,28/04/09,55,Other,375,565,425
,,,Red,225,575,400
,29/04/09,55,Red,300,500,450
,30/04/09,52.5,Red,212,527,400
Junnar,02/04/09,86.6,Other,250,650,500
,03/04/09,694.8,Other,400,650,500
,05/04/09,828.6,Other,300,550,450
,07/04/09,685.6,Other,250,550,450
,09/04/09,108.8,Other,300,650,450
,10/04/09,614.4,Other,350,650,450
,12/04/09,775.8,Other,450,700,550
,14/04/09,1185.5,Other,300,600,450
,16/04/09,156.4,Other,400,600,500
,17/04/09,1452.5,Other,250,550,450
,19/04/09,1052.5,Other,300,600,400
,24/04/09,395,Other,250,550,400
,26/04/09,765.6,Other,220,560,450
,28/04/09,378.2,Other,250,500,450
Junnar(Otur),09/04/09,1285.2,Other,100,550,450
,12/04/09,1021.9,Other,100,650,450
Kada,01/04/09,123.5,Other,200,650,500
,05/04/09,153.7,Other,100,525,425
,08/04/09,183.5,Other,100,500,400
,12/04/09,112.2,Other,200,650,600
,22/04/09,156.7,Other,100,500,375
