<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:e5ebc7011274831237f8a642a7129920ef9a5fce3e65f0e20dc8eb57061e2ef3
size 27151
=======
Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal)
Ahmednagar,11/06/2007,905.5, ,NR,NR,NR
,14/06/2007,640.2,Other,300,1050,675
,16/06/2007,995.5, ,NR,NR,NR
,18/06/2007,1241.7,Other,200,1105,650
,21/06/2007,822.5, ,NR,NR,NR
Akole,01/06/2007,46.6,Other,275,815,500
,08/06/2007,46.9,Other,400,850,625
,15/06/2007,3.7,Other,475,975,700
Aurangabad,02/06/2007,9.8,Other,400,600,500
,03/06/2007,15,Other,400,600,500
,04/06/2007,9,Other,400,700,550
,05/06/2007,13.7,Other,400,600,500
,06/06/2007,18.5,Other,400,580,440
,07/06/2007,39,Other,400,600,500
,09/06/2007,19.5,Other,400,800,600
,10/06/2007,22,Other,400,600,500
,11/06/2007,4.5,Other,400,700,550
,12/06/2007,20.5,Other,400,800,600
,13/06/2007,3.5,Other,400,800,600
,14/06/2007,14.5,Other,500,850,675
,16/06/2007,19,Other,400,800,600
,17/06/2007,20.5,Other,600,1000,800
,18/06/2007,5,Other,500,1000,750
,19/06/2007,8,Other,400,800,600
,20/06/2007,6.5,Other,600,1000,800
,21/06/2007,12.5,Other,400,800,550
,23/06/2007,8,Other,500,1000,750
,24/06/2007,16.5,Other,500,1000,750
,25/06/2007,8.5,Other,600,950,755
,26/06/2007,9,Other,400,900,650
,27/06/2007,5.3,Other,500,1100,800
,28/06/2007,29,Other,600,1000,800
,30/06/2007,6,Other,700,1000,850
Barshi,04/06/2007,44.5, ,NR,NR,NR
,18/06/2007,30.3, ,NR,NR,NR
Bhivandi,13/06/2007,0.1,Other,300,350,325
,20/06/2007,0.1,Other,300,350,325
,27/06/2007,0.1,Other,300,350,325
Chandrapur,01/06/2007,36,Other,500,700,600
,02/06/2007,36,Other,500,700,600
,04/06/2007,36,Other,500,700,600
,05/06/2007,27,Other,400,800,600
,06/06/2007,36,Other,500,700,600
,07/06/2007,36,Other,700,900,800
,08/06/2007,27,Other,800,900,850
,09/06/2007,9,Other,800,900,850
,11/06/2007,27,Other,700,900,800
,12/06/2007,36,Other,750,900,800
,13/06/2007,27,Other,800,1000,900
,14/06/2007,36,Other,800,1000,900
,15/06/2007,36,Other,900,1100,1000
,16/06/2007,18,Other,700,900,800
,18/06/2007,18,Other,500,700,600
,19/06/2007,27,Other,900,1100,1000
,20/06/2007,27,Other,800,1200,1100
,21/06/2007,27,Other,800,1200,1000
Chandvad,01/06/2007,181.5,Other,200,599,525
,02/06/2007,160,Other,200,611,525
,05/06/2007,383.6,Other,200,711,650
,06/06/2007,265.5,Other,200,771,725
,07/06/2007,198.5,Other,200,761,700
,08/06/2007,131,Other,250,790,725
,09/06/2007,155.1,Other,200,777,700
,12/06/2007,119.5, ,NR,NR,NR
,13/06/2007,197.5,Other,300,893,825
,15/06/2007,143,Other,400,1035,925
Devala,01/06/2007,435,Other,200,635,550
,04/06/2007,510,Other,250,724,650
,05/06/2007,440,Other,300,735,600
,06/06/2007,340,Other,300,801,675
,07/06/2007,370,Other,300,787,725
,08/06/2007,300,Other,350,828,725
,11/06/2007,290,Other,300,840,725
,12/06/2007,230,Other,300,840,750
,13/06/2007,250,Other,300,885,825
,15/06/2007,250,Other,400,1025,925
,18/06/2007,500,Other,500,1011,925
,19/06/2007,310,Other,400,929,825
,20/06/2007,230,Other,400,874,800
,21/06/2007,175,Other,400,965,875
,22/06/2007,250,Other,400,970,900
,25/06/2007,340,Other,400,956,850
,26/06/2007,490,Other,400,948,850
,27/06/2007,340,Other,450,912,825
Dhule,01/06/2007,70,Other,200,710,600
,04/06/2007,60, ,NR,NR,NR
,06/06/2007,80, ,NR,NR,NR
,07/06/2007,5.8,Other,500,735,650
,08/06/2007,25,Other,450,760,650
,Red,250,800,680,,
,11/06/2007,70,Other,300,900,700
,Red,250,785,690,,
,12/06/2007,80,Red,200,790,680
,13/06/2007,70,Other,300,900,600
,14/06/2007,50,Other,400,600,600
,Red,250,920,775,,
,15/06/2007,150,Other,900,1000,900
,Red,235,925,840,,
,18/06/2007,80,Other,300,1000,810
,19/06/2007,120,Other,330,800,800
,20/06/2007,100, ,NR,NR,NR
,21/06/2007,108.8, ,NR,NR,NR
,22/06/2007,70,Other,600,950,850
,25/06/2007,60,Other,500,600,600
,Red,305,970,905,,
,26/06/2007,70,Other,400,900,805
,Red,250,1025,920,,
,27/06/2007,100,Other,600,760,670
,Red,235,950,850,,
,28/06/2007,70,Other,300,950,650
,Red,200,910,830,,
,29/06/2007,70,Other,560,950,950
,Red,265,950,810,,
Dindori,01/06/2007,28,Other,300,661,591
,04/06/2007,25.3,Other,361,660,621
,05/06/2007,29,Other,540,747,711
,06/06/2007,18.8,Other,570,772,740
,07/06/2007,35.3,Other,552,781,735
,08/06/2007,29.8,Other,610,812,786
,11/06/2007,26.6,Other,701,770,750
,12/06/2007,7.5,Other,551,792,751
,13/06/2007,14.2,Other,671,864,800
,14/06/2007,1.4,Other,871,871,871
,15/06/2007,15.1,Other,761,926,851
,18/06/2007,36.7,Other,618,938,893
,19/06/2007,11.5,Other,780,867,818
,20/06/2007,12.2,Other,688,861,800
,22/06/2007,14.5,Other,600,944,891
,25/06/2007,6.1,Other,730,951,886
,27/06/2007,20.2,Other,831,891,850
,28/06/2007,10.2,Other,795,844,825
Dindori(Vani),01/06/2007,153.5,Other,428,659,615
,04/06/2007,175.2,Other,481,736,680
,06/06/2007,246,Other,680,786,731
,07/06/2007,210.9,Other,655,794,745
,08/06/2007,249.7,Other,668,814,771
,11/06/2007,328.7,Other,611,799,750
,13/06/2007,218.8,Other,742,939,872
,15/06/2007,321.1,Other,956,1059,980
,18/06/2007,401.8,Other,751,974,900
,20/06/2007,246.9,Other,526,930,850
,21/06/2007,191,Other,786,966,924
,22/06/2007,225.4,Other,891,964,901
,25/06/2007,177.8,Other,845,977,925
,27/06/2007,315.1,Other,801,944,851
,28/06/2007,248.3,Other,666,898,855
,29/06/2007,319,Other,804,898,870
Ghoti,12/06/2007,4.9,Other,350,600,475
,16/06/2007,3.6,Other,400,575,488
,19/06/2007,0.5,Other,400,450,425
,23/06/2007,0.9,Other,400,900,650
,26/06/2007,1.1,Other,500,800,650
,30/06/2007,0.7,Other,400,400,400
Indapur,01/06/2007,3.6, ,NR,NR,NR
,03/06/2007,17.1,Other,250,1001,630
,06/06/2007,16.1, ,NR,NR,NR
,08/06/2007,7.2,Other,300,851,625
,10/06/2007,7.5,Other,350,851,700
,13/06/2007,19.7, ,NR,NR,NR
,15/06/2007,6.9,Other,351,951,900
Jalana,01/06/2007,15.2,Other,200,550,300
,21/06/2007,13.7,Other,600,1005,700
,30/06/2007,21.2,Other,500,1101,700
Jalgaon,01/06/2007,16,Red,350,640,500
,02/06/2007,20,Red,275,675,475
,04/06/2007,20,Red,300,640,470
,05/06/2007,5,Red,300,640,470
,06/06/2007,15,Red,400,750,575
,07/06/2007,21,Red,400,810,600
,08/06/2007,23,Red,450,890,670
,09/06/2007,17,Red,500,900,700
,11/06/2007,45,Red,500,875,700
,12/06/2007,22,Red,450,875,660
,20/06/2007,10,Red,700,1100,900
,21/06/2007,14,Red,400,1000,700
,23/06/2007,12,Red,700,1100,900
,25/06/2007,25,Red,500,1010,750
,26/06/2007,25,Red,600,1000,800
,27/06/2007,20,Red,600,1000,800
,28/06/2007,22,Red,600,950,800
,29/06/2007,30,Red,600,1050,825
,30/06/2007,20,Red,600,1000,800
Kada,03/06/2007,60, ,NR,NR,NR
