<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:7f2af9911839b6bd9adefe4c7a36e7d642fd9dc039adbab35dbb80df523ac955
size 12593
=======
Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal)
Ahmednagar,18/09/08,1335.1,Other,200,875,540
,20/09/08,869.1,Other,200,800,500
,22/09/08,1179.9,,NR,NR,NR
,25/09/08,791.7,,NR,NR,NR
,27/09/08,551.8,,NR,NR,NR
,29/09/08,639.2,Other,200,850,525
Aurangabad,01/09/08,15.6,Other,200,600,400
,02/09/08,15.2,Other,250,700,350
,03/09/08,12.1,Other,200,600,400
,04/09/08,15.2,,NR,NR,NR
,06/09/08,12.6,Other,300,600,450
,08/09/08,15.1,,NR,NR,NR
,09/09/08,18.2,,NR,NR,NR
,10/09/08,16.5,Other,200,700,450
,11/09/08,36.9,,NR,NR,NR
,16/09/08,14.2,,NR,NR,NR
,18/09/08,42,,NR,NR,NR
,20/09/08,18.2,,NR,NR,NR
,21/09/08,39.3,,NR,NR,NR
,22/09/08,24.4,,NR,NR,NR
,23/09/08,15.5,,NR,NR,NR
,24/09/08,11.8,,NR,NR,NR
,25/09/08,37.3,,NR,NR,NR
,27/09/08,12,Other,200,500,350
,28/09/08,53.5,,NR,NR,NR
,29/09/08,14.9,Other,150,550,350
Baramati,24/09/08,28.8,Red,300,800,700
Barshi,01/09/08,4.7,,NR,NR,NR
,15/09/08,27.2,,NR,NR,NR
Chandrapur(Ganjwad),09/09/08,27.8,Other,350,800,600
Chandvad,16/09/08,191.5,,NR,NR,NR
,17/09/08,160.5,,NR,NR,NR
,18/09/08,161.2,,NR,NR,NR
,26/09/08,247,,NR,NR,NR
,27/09/08,97,,NR,NR,NR
Devala,09/09/08,430,,NR,NR,NR
,15/09/08,390,,NR,NR,NR
,16/09/08,330,,NR,NR,NR
,17/09/08,270,,NR,NR,NR
,18/09/08,280,,NR,NR,NR
,19/09/08,105,Other,450,660,580
,22/09/08,385,,NR,NR,NR
Dhule,08/09/08,200,,NR,NR,NR
,09/09/08,89.2,,NR,NR,NR
,10/09/08,200,Other,200,205,205
,11/09/08,28.6,Other,250,450,365
,12/09/08,100,,NR,NR,NR
,15/09/08,100,,NR,NR,NR
,16/09/08,6.5,,NR,NR,NR
