<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:5912f698ad59aa8b7280ac0d3655a7a61df163c93b620177302e0fb525df2dd0
size 17303
=======
Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal)
Aurangabad,04/12/2006,15,Other,200,300,250
,05/12/2006,9, ,NR,NR,NR
,06/12/2006,4.5,Other,250,600,475
,12/12/2006,13.5,Other,400,700,550
Baramati,02/12/2006,8.5, ,NR,NR,NR
,09/12/2006,9.7,Red,201,830,635
,23/12/2006,22,Red,201,911,550
,27/12/2006,16,Red,200,1200,850
Barshi,05/12/2006,12.5, ,NR,NR,NR
,27/12/2006,59.2, ,NR,NR,NR
Bhivandi,06/12/2006,0.1,Other,300,350,325
,13/12/2006,0.1,Other,300,350,325
Bhusaval,13/12/2006,7.7, ,NR,NR,NR
,14/12/2006,0.7,Other,671,671,671
,20/12/2006,2.3, ,NR,NR,NR
,27/12/2006,1.2,Other,205,806,327
Chandvad,26/12/2006,983, ,NR,NR,NR
,27/12/2006,500, ,NR,NR,NR
,28/12/2006,1006,Other,200,780,625
,29/12/2006,1305, ,NR,NR,NR
,30/12/2006,1729,Other,200,880,651
Devala,01/12/2006,4, ,NR,NR,NR
,04/12/2006,6,Other,305,398,350
,Red,200,823,700,,
,05/12/2006,6,Red,200,775,575
,06/12/2006,3.5, ,NR,NR,NR
,07/12/2006,4, ,NR,NR,NR
,08/12/2006,1,Red,200,800,600
,11/12/2006,1.5,Red,200,974,750
,12/12/2006,1,Red,200,940,725
,13/12/2006,0.5,Red,200,965,750
,14/12/2006,440, ,NR,NR,NR
,15/12/2006,380,Red,200,840,625
,18/12/2006,505, ,NR,NR,NR
,19/12/2006,455, ,NR,NR,NR
,20/12/2006,62,Red,200,786,625
,21/12/2006,585, ,NR,NR,NR
,23/12/2006,100,Red,200,777,650
,26/12/2006,495,Red,200,924,730
,28/12/2006,400,Red,200,800,650
,29/12/2006,370, ,NR,NR,NR
Dhule,01/12/2006,400, ,NR,NR,NR
,05/12/2006,400,Other,250,675,500
,08/12/2006,400, ,NR,NR,NR
,11/12/2006,20, ,NR,NR,NR
,15/12/2006,320, ,NR,NR,NR
,18/12/2006,500, ,NR,NR,NR
,19/12/2006,550, ,NR,NR,NR
,20/12/2006,400, ,NR,NR,NR
,21/12/2006,300, ,NR,NR,NR
,22/12/2006,250, ,NR,NR,NR
,28/12/2006,400, ,NR,NR,NR
Dindori(Vani),04/12/2006,75.4,Other,222,751,650
,15/12/2006,272.7,Red,300,782,705
,18/12/2006,431.3,Red,300,807,672
,21/12/2006,316.2,Red,401,871,751
,22/12/2006,276.5,Red,451,796,652
,25/12/2006,250.2,Red,527,1001,851
,27/12/2006,336.7,Red,560,861,725
,28/12/2006,263.2,Red,525,852,700
,29/12/2006,198.7,Red,500,861,700
Dound,15/12/2006,92, ,NR,NR,NR
,16/12/2006,65.7, ,NR,NR,NR
,17/12/2006,156, ,NR,NR,NR
,18/12/2006,40, ,NR,NR,NR
,20/12/2006,70, ,NR,NR,NR
,21/12/2006,112.5, ,NR,NR,NR
,22/12/2006,33.6, ,NR,NR,NR
,24/12/2006,63.9, ,NR,NR,NR
,26/12/2006,9.6, ,NR,NR,NR
,31/12/2006,44.3, ,NR,NR,NR
Ghoti,05/12/2006,0.2,Other,200,200,200
,08/12/2006,0.2,Other,200,200,200
,09/12/2006,1.8,Other,200,350,275
,12/12/2006,1.5, ,NR,NR,NR
,16/12/2006,5,Other,200,300,250
,19/12/2006,0.6,Other,200,350,275
,22/12/2006,0.2,Other,200,200,200
,23/12/2006,1.6,Other,200,300,250
,26/12/2006,0.6,Other,200,300,250
,30/12/2006,3.6,Other,200,300,250
Indapur,06/12/2006,12.9, ,NR,NR,NR
,08/12/2006,9.9, ,NR,NR,NR
,10/12/2006,32.7, ,NR,NR,NR
,22/12/2006,6, ,NR,NR,NR
,24/12/2006,14.8, ,NR,NR,NR
,29/12/2006,6.9, ,NR,NR,NR
,31/12/2006,9.5, ,NR,NR,NR
Jalgaon,05/12/2006,1100,Other,400,600,500
,Red,300,675,500,,
Jalgaon(Masawat),12/12/2006,128,Red,200,800,500
,15/12/2006,160,Red,250,700,475
,16/12/2006,170,Red,200,600,400
,18/12/2006,120,Red,200,575,400
,20/12/2006,140,Red,300,700,500
,22/12/2006,100,Red,300,700,500
,23/12/2006,175,Red,300,700,500
,27/12/2006,80,Red,300,750,525
,28/12/2006,108,Red,300,700,500
,29/12/2006,127,Red,300,700,500
