<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:bd2b2f769622213511c88aea46b12fbaaf8767932e3b909e5fbeb43da3d4d85f
size 17620
=======
Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal)
Ahmednagar,03/01/08,1373.8, ,NR,NR,NR
,05/01/08,1042.7, ,NR,NR,NR
,07/01/08,1197.5, ,NR,NR,NR
,10/01/08,1464.6, ,NR,NR,NR
,12/01/08,1341.3, ,NR,NR,NR
,14/01/08,1067.1, ,NR,NR,NR
,17/01/08,892.7, ,NR,NR,NR
,19/01/08,1000, ,NR,NR,NR
,21/01/08,1246.5, ,NR,NR,NR
,24/01/08,1345.3, ,NR,NR,NR
,25/01/08,1200, ,NR,NR,NR
,26/01/08,1040.3, ,NR,NR,NR
,28/01/08,1056.5, ,NR,NR,NR
,31/01/08,959.4, ,NR,NR,NR
Amrawati(Frui & Veg. Market),16/01/08,22,Other,225,700,400
,21/01/08,17,Other,400,725,575
Aurangabad,05/01/08,9.5, ,NR,NR,NR
,06/01/08,23,Other,200,400,300
,07/01/08,5.2, ,NR,NR,NR
,08/01/08,12.5, ,NR,NR,NR
,09/01/08,5.7, ,NR,NR,NR
,10/01/08,29.5, ,NR,NR,NR
,12/01/08,15.8, ,NR,NR,NR
,13/01/08,38.8, ,NR,NR,NR
,14/01/08,41.8, ,NR,NR,NR
,15/01/08,16, ,NR,NR,NR
,16/01/08,9.5, ,NR,NR,NR
,17/01/08,28, ,NR,NR,NR
,19/01/08,11.5, ,NR,NR,NR
,20/01/08,65,Other,200,400,250
,21/01/08,32.7,Other,200,400,300
,22/01/08,44.8, ,NR,NR,NR
,23/01/08,44.5, ,NR,NR,NR
,24/01/08,45.1, ,NR,NR,NR
,30/01/08,28.2, ,NR,NR,NR
Baramati,12/01/08,20, ,NR,NR,NR
,14/01/08,5.4, ,NR,NR,NR
Barshi,12/01/08,17, ,NR,NR,NR
,21/01/08,105.3, ,NR,NR,NR
,29/01/08,60.2, ,NR,NR,NR
Chandrapur(Ganjwad),02/01/08,7.2,Other,300,700,500
,03/01/08,12.3,Other,325,800,550
,05/01/08,43.9,Other,300,700,500
,07/01/08,32.8,Other,300,800,550
,08/01/08,2.7,Other,300,700,500
,09/01/08,31,Other,300,700,500
,14/01/08,49.3,Other,325,800,600
,15/01/08,35.7,Other,300,700,500
,16/01/08,8.2,Other,300,700,500
,18/01/08,46.8,Other,325,750,550
,22/01/08,37.7,Other,350,700,500
,23/01/08,11.6,Other,300,700,500
,24/01/08,25.6,Other,300,700,500
,25/01/08,25.7,Other,300,700,500
,30/01/08,2,Other,300,500,400
,,,Red,200,350,300
,31/01/08,44.5,Other,250,500,400
,,,Red,200,300,250
Chandvad,05/01/08,1292, ,NR,NR,NR
,09/01/08,1878.5, ,NR,NR,NR
,10/01/08,1511, ,NR,NR,NR
,11/01/08,1495.5, ,NR,NR,NR
,16/01/08,1581.6, ,NR,NR,NR
,22/01/08,2401, ,NR,NR,NR
,23/01/08,2190, ,NR,NR,NR
,24/01/08,2067, ,NR,NR,NR
,25/01/08,1790.5, ,NR,NR,NR
,29/01/08,2065.9, ,NR,NR,NR
,30/01/08,1825.1, ,NR,NR,NR
,31/01/08,1747.9, ,NR,NR,NR
Devala,18/01/08,740, ,NR,NR,NR
,21/01/08,1030, ,NR,NR,NR
,23/01/08,890, ,NR,NR,NR
,24/01/08,440, ,NR,NR,NR
,25/01/08,990, ,NR,NR,NR
,28/01/08,980, ,NR,NR,NR
,29/01/08,720, ,NR,NR,NR
,30/01/08,670, ,NR,NR,NR
,31/01/08,610, ,NR,NR,NR
Dhule,07/01/08,10, ,NR,NR,NR
,08/01/08,100, ,NR,NR,NR
,09/01/08,75.6, ,NR,NR,NR
,10/01/08,121.7, ,NR,NR,NR
,11/01/08,200, ,NR,NR,NR
Dindori(Vani),02/01/08,542.1,Red,200,428,281
,03/01/08,385.4, ,NR,NR,NR
,07/01/08,412.7,Red,201,419,321
,09/01/08,570.7,Red,235,391,295
,10/01/08,605.6,Red,201,370,270
,11/01/08,719, ,NR,NR,NR
,14/01/08,525.1, ,NR,NR,NR
,17/01/08,459.8,Red,208,348,270
,18/01/08,570.2,Red,201,381,275
,21/01/08,624.3,Red,200,420,265
,23/01/08,647.7,Red,200,381,271
,24/01/08,525.2,Red,231,365,280
,25/01/08,689.6,Red,200,350,251
,30/01/08,753.4, ,NR,NR,NR
,31/01/08,563.8,Red,200,358,241
Ghoti,01/01/08,1,Other,300,450,375
,05/01/08,2.9,Other,200,400,300
,22/01/08,1,Other,200,400,300
,24/01/08,0.1,Other,300,300,300
,29/01/08,2,Other,200,400,300
,30/01/08,0.5,Other,280,280,280
Indapur,06/01/08,10.1, ,NR,NR,NR
,11/01/08,17.8, ,NR,NR,NR
Jalana,31/01/08,16, ,NR,NR,NR
Jalgaon,01/01/08,147.5, ,NR,NR,NR
,02/01/08,198, ,NR,NR,NR
,03/01/08,160,Other,300,400,350
,05/01/08,0.5,Other,400,800,600
,07/01/08,275, ,NR,NR,NR
,08/01/08,238,Other,350,450,400
,09/01/08,178, ,NR,NR,NR
,10/01/08,125, ,NR,NR,NR
,12/01/08,254, ,NR,NR,NR
,14/01/08,220,Other,350,450,400
,16/01/08,100, ,NR,NR,NR
,17/01/08,70, ,NR,NR,NR
,18/01/08,182,Red,200,275,250
,20/01/08,170,Other,400,500,450
,21/01/08,170,Other,400,500,450
,22/01/08,196,Red,200,300,250
,23/01/08,135, ,NR,NR,NR
,24/01/08,151, ,NR,NR,NR
,25/01/08,185, ,NR,NR,NR
,28/01/08,162, ,NR,NR,NR
,29/01/08,148, ,NR,NR,NR
,30/01/08,108, ,NR,NR,NR
,31/01/08,145.7, ,NR,NR,NR
Junnar,06/01/08,280,Other,200,500,400
,22/01/08,478.4,Other,300,500,400
,24/01/08,25,Other,200,400,300
,25/01/08,402.5,Other,300,500,400
,27/01/08,308,Other,250,460,350
,29/01/08,369.9,Other,200,400,300
Junnar(Otur),06/01/08,146.4, ,NR,NR,NR
,08/01/08,93.9, ,NR,NR,NR
,10/01/08,424.4, ,NR,NR,NR
,13/01/08,185.9, ,NR,NR,NR
,24/01/08,286.1, ,NR,NR,NR
,27/01/08,147.7, ,NR,NR,NR
