<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:2e0998ab2723af22ecda8f3fd61bacb62f8d96b1aa89b9f064bbce89ed0362be
size 25780
=======
Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal)
Aatpadi,30/05/09,1,Red,450,650,550
Ahmednagar,02/05/09,1969,Other,250,560,410
,04/05/09,1763.1,Other,250,585,425
,07/05/09,1995.8,Other,200,600,400
,09/05/09,2972.4,Other,250,610,430
,11/05/09,2780.4,Other,200,650,425
,14/05/09,2254.4,Other,150,575,375
,16/05/09,1959.5,Other,150,610,400
,18/05/09,1903.3,Other,200,650,425
,21/05/09,2324.8,Other,150,650,400
,23/05/09,2147,Other,250,710,480
,25/05/09,2069.4,Other,300,700,500
,29/05/09,1862,Other,250,805,525
Akole,03/05/09,217.4,Other,200,575,390
,10/05/09,311.6,Other,100,600,400
,17/05/09,258.4,Other,100,625,475
,24/05/09,303.6,Other,150,635,465
,25/05/09,519,Other,150,635,465
,31/05/09,156.2,Other,200,851,525
Amrawati(Frui & Veg. Market),01/05/09,45,Other,450,650,550
,02/05/09,60,Other,400,600,500
,03/05/09,45,Other,500,650,575
,04/05/09,60,Other,400,600,500
,05/05/09,45,Other,400,600,500
,06/05/09,65,Other,400,600,500
,07/05/09,35,Other,400,600,500
,08/05/09,60,Other,450,550,500
,09/05/09,35,Other,400,600,500
,10/05/09,35,Other,400,600,500
,11/05/09,45,Other,400,600,500
,12/05/09,30,Other,400,550,475
,13/05/09,30,Other,400,550,475
,18/05/09,50,Other,250,500,375
,19/05/09,40,Other,350,550,450
,20/05/09,60,Other,350,550,450
,22/05/09,70,Other,250,550,400
,27/05/09,75,Other,200,600,400
,29/05/09,45,Other,400,750,575
,30/05/09,30,Other,600,900,750
Aurangabad,02/05/09,14.3,Other,150,500,325
,03/05/09,35.2,Other,150,450,300
,04/05/09,32.7,Other,200,500,350
,05/05/09,35,Other,300,600,450
,06/05/09,30.4,Other,250,650,450
,07/05/09,25.6,Other,200,500,350
,09/05/09,28.2,Other,150,650,400
,10/05/09,28.3,Other,150,550,350
,11/05/09,24,Other,150,450,300
,12/05/09,37.7,Other,200,500,350
,13/05/09,45.8,Other,150,550,350
,16/05/09,40.7,Other,200,500,350
,17/05/09,49.6,Other,200,600,400
,18/05/09,36.5,Other,150,400,275
,19/05/09,5.7,Other,1500,2800,2150
,20/05/09,48,Other,150,350,250
,21/05/09,57.1,Other,100,300,200
,23/05/09,38.5,Other,150,350,250
,24/05/09,62.1,Other,150,350,250
,25/05/09,43,Other,150,550,350
,26/05/09,21.4,Other,130,530,330
,27/05/09,9,Other,200,600,400
,28/05/09,40.5,Other,250,650,450
,30/05/09,14,Other,150,550,350
,31/05/09,39.6,Other,200,600,400
Baramati,23/05/09,32.4,Red,200,660,500
Chalisgaon,29/05/09,0.4,Other,125,200,145
Chandrapur(Ganjwad),11/05/09,58.1,Other,300,600,400
,12/05/09,24.4,Other,300,500,400
Chandvad,02/05/09,927.5,Other,150,473,380
,05/05/09,683.5,Other,200,551,401
,06/05/09,672.5,Other,200,565,400
,07/05/09,667,Other,200,586,405
,08/05/09,820,Other,200,582,411
,12/05/09,931.5,Other,100,565,421
,13/05/09,141,Other,200,479,411
,14/05/09,203.5,Other,150,489,425
,19/05/09,786.5,Other,100,536,450
,20/05/09,807,Other,100,517,450
,21/05/09,924.5,Other,100,502,430
,22/05/09,532,Other,100,546,450
,23/05/09,394.5,Other,200,545,445
,26/05/09,390,Other,200,600,451
,27/05/09,407,Other,200,625,465
,28/05/09,480.5,Other,200,640,470
,29/05/09,449,Other,100,668,475
,30/05/09,392.5,Other,200,700,525
Devala,04/05/09,900,,NR,NR,NR
,06/05/09,630,,NR,NR,NR
,07/05/09,430,Other,100,586,520
,08/05/09,760,,NR,NR,NR
,11/05/09,830,,NR,NR,NR
,13/05/09,580,Other,105,530,490
,15/05/09,575,,NR,NR,NR
,18/05/09,580,,NR,NR,NR
,19/05/09,380,,NR,NR,NR
,22/05/09,260,,NR,NR,NR
,25/05/09,570,Other,101,541,490
,26/05/09,325,,NR,NR,NR
,27/05/09,360,,NR,NR,NR
,28/05/09,430,,NR,NR,NR
,29/05/09,370,,NR,NR,NR
Dhule,06/05/09,400,Other,100,625,575
,,,Red,100,500,370
,07/05/09,350,Other,100,610,375
,08/05/09,509.4,,NR,NR,NR
,11/05/09,778.7,,NR,NR,NR
,12/05/09,200,,NR,NR,NR
,13/05/09,325,,NR,NR,NR
,14/05/09,50,,NR,NR,NR
,15/05/09,350,Other,100,680,550
,18/05/09,400,Other,100,675,540
,19/05/09,350,Other,100,650,530
,20/05/09,550,Other,100,635,525
,21/05/09,350,Other,100,660,540
,22/05/09,450,Other,100,650,540
,25/05/09,450,Other,200,705,625
,,,Red,100,505,420
,26/05/09,400,Other,200,600,500
,,,Red,100,550,430
,27/05/09,230,Other,200,610,500
,28/05/09,150,Other,200,600,560
,,,Red,100,650,530
,29/05/09,160,Other,200,665,550
,,,Red,100,625,550
Dindori,04/05/09,495.7,Other,300,600,475
,05/05/09,410.8,Other,351,596,440
,06/05/09,339.9,Other,300,618,475
,07/05/09,340.3,Other,300,635,485
,08/05/09,376.8,Other,300,644,475
,11/05/09,547,Other,300,550,438
,12/05/09,429.4,Other,300,560,441
,13/05/09,220.2,Other,300,561,491
,14/05/09,259.1,Other,300,571,465
,15/05/09,156.1,Other,300,554,450
,18/05/09,182.9,Other,425,700,541
,19/05/09,316.2,Other,350,611,488
,20/05/09,293.9,Other,300,586,456
,21/05/09,224,Other,300,592,489
,22/05/09,183.8,Other,300,626,525
,25/05/09,241.6,Other,300,643,511
,26/05/09,171.7,Other,300,637,525
,27/05/09,143.2,Other,300,668,585
,28/05/09,142.2,Other,300,712,632
,29/05/09,105.6,Other,300,725,613
Dindori(Vani),04/05/09,1125.7,Other,200,558,500
,06/05/09,1052.3,Other,200,599,505
,07/05/09,827.1,Other,200,601,525
,08/05/09,1045.8,Other,200,596,521
,11/05/09,1351.7,Other,200,537,461
,13/05/09,790.6,Other,300,561,475
,14/05/09,691,Other,300,552,455
,15/05/09,688.1,Other,200,581,475
,18/05/09,847.9,Other,200,588,500
,20/05/09,606.3,Other,200,565,450
,22/05/09,297.1,Other,200,571,475
,25/05/09,608.1,Other,200,592,500
,27/05/09,526.7,Other,200,652,500
,28/05/09,553.3,Other,300,658,600
,29/05/09,486.7,Other,300,666,611
Gangapur,01/05/09,590,Other,200,525,425
,05/05/09,250,Other,200,550,450
,08/05/09,794.3,Other,250,600,450
,12/05/09,350,Other,200,550,400
,15/05/09,325,Other,150,555,400
,19/05/09,350,Other,250,550,425
,22/05/09,450,Other,250,650,450
,26/05/09,250,Other,250,650,500
,29/05/09,261.5,Other,250,800,450
Ghoti,05/05/09,3,Other,300,300,300
,18/05/09,5.7,Other,300,400,350
,19/05/09,0.9,Other,300,300,300
,20/05/09,1,Other,450,450,450
,30/05/09,2.7,Other,313,400,356
Jalgaon,02/05/09,70,Red,250,510,425
,04/05/09,97.5,Red,200,515,400
,05/05/09,60,Red,250,510,400
,06/05/09,60,Red,250,510,400
,07/05/09,50,Red,300,550,425
,08/05/09,35,Other,350,450,400
,,,Red,250,500,425
,09/05/09,55,Red,200,550,400
,11/05/09,57.5,Red,240,575,425
,13/05/09,52.5,Other,300,480,450
,,,Red,250,500,410
,15/05/09,80,Red,185,550,425
,16/05/09,45,Red,250,525,425
,18/05/09,80,Red,150,550,425
,19/05/09,80,Red,275,550,450
,20/05/09,100,Red,250,550,450
,21/05/09,50,Red,200,500,400
,22/05/09,60,Red,250,550,400
,23/05/09,70,Red,200,500,400
,25/05/09,80,Red,250,625,450
,26/05/09,60,Red,200,560,425
,27/05/09,45,Red,250,527,425
,28/05/09,32.5,Red,300,575,425
,29/05/09,70,Red,200,625,400
,30/05/09,25,Red,200,700,425
Junnar,01/05/09,552.5,Other,250,500,325
,03/05/09,269.5,Other,300,550,450
,05/05/09,413.7,Other,300,500,400
,07/05/09,209.7,Other,350,600,500
,08/05/09,556.7,Other,300,500,400
,10/05/09,665.2,Other,300,550,450
,12/05/09,509.4,Other,350,550,450
,14/05/09,225,Other,350,550,450
,15/05/09,692,Other,350,550,450
,17/05/09,671.6,Other,250,550,450
,19/05/09,1985,Other,250,550,450
,21/05/09,309.8,Other,350,600,500
,22/05/09,450,Other,300,600,500
,24/05/09,443,Other,350,600,500
,26/05/09,638,Other,300,600,500
,28/05/09,184,Other,350,600,500
,29/05/09,541.8,Other,300,550,450
,31/05/09,687,Other,450,650,550
Junnar(Otur),07/05/09,1810.6,Other,100,550,500
,10/05/09,1475.6,Other,100,550,500
,14/05/09,2356.7,Other,100,550,500
,21/05/09,1864.4,Other,100,550,500
,24/05/09,1743.4,Other,100,600,450
,28/05/09,2089.1,Other,100,750,700
Kada,03/05/09,150,Other,100,500,350
,10/05/09,132.6,Other,150,525,425
,13/05/09,152.7,Other,100,500,375
,17/05/09,281,Other,100,500,350
,20/05/09,360,,NR,NR,NR
,24/05/09,122.5,,NR,NR,NR
,27/05/09,153.7,Other,100,650,400
,31/05/09,152.3,Other,100,800,600
Kalmeshwar,07/05/09,0.1,Other,700,900,800
,19/05/09,0.1,Other,500,700,600
,20/05/09,0.1,Other,600,800,700
,21/05/09,0.1,Other,500,700,600
,22/05/09,0.2,Other,500,700,600
,23/05/09,0.1,Other,500,700,600
,26/05/09,0.1,Other,500,700,600
,27/05/09,0.2,Other,600,800,700
,28/05/09,0.1,Other,700,900,800
,29/05/09,0.1,Other,500,700,600
,30/05/09,0.1,Other,500,700,600
Kalvan,02/05/09,80,Other,100,480,381
,04/05/09,700,Other,100,500,471
,07/05/09,500,Other,100,606,565
,08/05/09,500,Other,300,599,535
,11/05/09,720,Other,100,551,475
,12/05/09,700,Other,100,518,451
,14/05/09,600,Other,300,551,451
