<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:3bd0c7887dc7bb8d978a524274436e1a21076c4dbde76e072f369ef7372ba602
size 22216
=======
Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal)
Ahmednagar,25/02/2007,1312.3,Other,300,990,650
,26/02/2007,1067.4,Other,200,770,485
Akkalkot,12/02/2007,6.7,Red,400,1400,700
Aurangabad,01/02/2007,18.5,Other,500,1000,850
,03/02/2007,6,Other,600,900,800
,04/02/2007,12.3,Other,700,950,850
,05/02/2007,4,Other,600,1000,850
Baramati,03/02/2007,18,Red,460,1200,1000
,10/02/2007,18,Red,500,1225,1050
Barshi,06/02/2007,29.6,Other,225,1252,951
,08/02/2007,22.7,Other,300,1326,1075
,09/02/2007,32.9,Other,300,1251,575
,10/02/2007,90.8, ,NR,NR,NR
,12/02/2007,90.8, ,NR,NR,NR
,15/02/2007,22.3, ,NR,NR,NR
,21/02/2007,39.8,Other,200,1150,825
,26/02/2007,87.5, ,NR,NR,NR
Chandrapur,21/02/2007,9,Other,700,1100,950
,22/02/2007,0.8,Other,400,1000,950
,23/02/2007,9,Other,400,1100,950
,28/02/2007,9,Other,600,1100,850
Chandvad,01/02/2007,696, ,NR,NR,NR
,02/02/2007,741,Other,250,1127,950
,03/02/2007,691.2,Other,250,1205,1050
,06/02/2007,1028,Other,250,1451,1150
,07/02/2007,810,Other,225,1251,1100
,08/02/2007,876,Other,200,1161,1000
,09/02/2007,849.5, ,NR,NR,NR
,10/02/2007,818,Other,200,1161,1025
,13/02/2007,1103.5,Other,200,1147,1025
,14/02/2007,978,Other,200,1171,1100
,15/02/2007,1198,Other,200,1154,1050
,22/02/2007,702, ,NR,NR,NR
,23/02/2007,675.1, ,NR,NR,NR
,24/02/2007,827.5, ,NR,NR,NR
,27/02/2007,713.2, ,NR,NR,NR
Devala,01/02/2007,485,Red,786,1110,1000
,02/02/2007,405,Red,500,1100,1025
,05/02/2007,550,Red,606,1516,1425
,06/02/2007,750,Red,600,1516,1000
,07/02/2007,620,Red,350,1267,1100
,08/02/2007,520,Red,300,1190,950
,09/02/2007,25,Other,850,1021,925
,Red,350,1041,925,,
Dhule,05/02/2007,150,Other,300,1260,1100
,Red,300,1490,1250,,
,06/02/2007,100,Other,300,1405,1270
,09/02/2007,200,Other,200,955,850
,10/02/2007,314.6,Red,300,1000,800
,12/02/2007,10,Other,200,1050,950
,Red,200,1135,1050,,
,13/02/2007,60,Other,200,990,900
,Red,200,1150,1050,,
,14/02/2007,100,Other,200,870,725
,20/02/2007,100,Other,250,930,770
,Red,200,1080,920,,
,21/02/2007,200,Other,200,855,700
,Red,200,1060,925,,
,22/02/2007,150,Other,200,835,700
,Red,200,930,800,,
,23/02/2007,100,Other,200,920,750
,Red,200,1035,850,,
,26/02/2007,100, ,NR,NR,NR
,27/02/2007,100,Other,200,650,525
,28/02/2007,150, ,NR,NR,NR
Dindori(Vani),01/02/2007,299.2,Red,851,1092,1021
,02/02/2007,308.7,Red,900,1125,1080
,05/02/2007,424.2,Red,1200,1480,1400
,07/02/2007,490.5,Red,900,1298,1121
,08/02/2007,328,Red,888,1243,1100
,09/02/2007,288.2,Red,817,1038,900
,12/02/2007,564.9,Red,908,1200,1113
,14/02/2007,454.4,Red,829,1110,1000
,19/02/2007,365.8,Red,751,1124,1000
,21/02/2007,331.5,Red,700,1035,911
,23/02/2007,361.5,Red,700,1000,875
,26/02/2007,618.9,Red,301,731,601
Ghoti,05/02/2007,0.1,Other,400,400,400
,10/02/2007,2.8,Other,400,900,650
,12/02/2007,0.2,Other,450,450,450
,13/02/2007,2.6,Other,400,700,550
,17/02/2007,2.3,Other,400,700,550
,20/02/2007,0.6,Other,400,633,516
,22/02/2007,0.9,Other,400,500,450
,26/02/2007,0.2,Other,400,400,400
Indapur,02/02/2007,6.9,Other,300,1275,1000
,07/02/2007,9.5,Other,351,1475,1025
,09/02/2007,1.4, ,NR,NR,NR
,14/02/2007,2.5,Other,400,1111,900
,16/02/2007,6.7,Other,300,1100,900
,23/02/2007,11.4,Other,511,1011,801
,25/02/2007,4.5,Other,380,951,811
,28/02/2007,19.5, ,NR,NR,NR
Jalgaon,01/02/2007,20,Red,500,1050,750
,02/02/2007,34,Red,500,1050,750
,03/02/2007,22,Red,500,1125,800
,05/02/2007,20,Red,450,1350,900
