<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:761af58e8402c6ff4960cc791500135b482cf7b8d3322e6adcee15bfe9b1cc53
size 20421
=======
Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal)
Ahmednagar,11/02/2006,780.5, ,NR,NR,NR
,14/02/2006,565.1, ,NR,NR,NR
,24/02/2006,668.9, ,NR,NR,NR
,27/02/2006,443.6, ,NR,NR,NR
Aurangabad,01/02/2006,5, ,NR,NR,NR
,02/02/2006,12, ,NR,NR,NR
,04/02/2006,8.4, ,NR,NR,NR
,07/02/2006,8, ,NR,NR,NR
,12/02/2006,17, ,NR,NR,NR
,13/02/2006,6, ,NR,NR,NR
,14/02/2006,5.2, ,NR,NR,NR
,15/02/2006,5.5, ,NR,NR,NR
,16/02/2006,8, ,NR,NR,NR
,18/02/2006,10.5, ,NR,NR,NR
,19/02/2006,4.8, ,NR,NR,NR
,20/02/2006,4, ,NR,NR,NR
,21/02/2006,2, ,NR,NR,NR
,22/02/2006,4.5, ,NR,NR,NR
,23/02/2006,8.1, ,NR,NR,NR
Baramati,10/02/2006,24.3, ,NR,NR,NR
Barshi,02/02/2006,113, ,NR,NR,NR
,07/02/2006,133.3, ,NR,NR,NR
,08/02/2006,133.6, ,NR,NR,NR
,10/02/2006,52, ,NR,NR,NR
,11/02/2006,34.6, ,NR,NR,NR
,13/02/2006,79.9, ,NR,NR,NR
,14/02/2006,183.3, ,NR,NR,NR
,16/02/2006,68.7, ,NR,NR,NR
,20/02/2006,321.4, ,NR,NR,NR
,21/02/2006,33.8, ,NR,NR,NR
,23/02/2006,139.5, ,NR,NR,NR
,28/02/2006,112, ,NR,NR,NR
Bhusaval,15/02/2006,10.8, ,NR,NR,NR
,22/02/2006,3.2, ,NR,NR,NR
Chandrapur,01/02/2006,24,Other,300,600,450
,02/02/2006,24,Other,300,600,450
,03/02/2006,12,Other,200,550,400
,28/02/2006,4.5, ,NR,NR,NR
Chandvad,01/02/2006,657.5, ,NR,NR,NR
,02/02/2006,531.5, ,NR,NR,NR
,03/02/2006,514.5, ,NR,NR,NR
,04/02/2006,844.5, ,NR,NR,NR
,07/02/2006,827, ,NR,NR,NR
,08/02/2006,878.5, ,NR,NR,NR
,10/02/2006,1012, ,NR,NR,NR
,11/02/2006,891, ,NR,NR,NR
,18/02/2006,665.7, ,NR,NR,NR
,21/02/2006,716.9, ,NR,NR,NR
,22/02/2006,829, ,NR,NR,NR
,23/02/2006,671, ,NR,NR,NR
,24/02/2006,809.2, ,NR,NR,NR
,28/02/2006,825, ,NR,NR,NR
Devala,01/02/2006,250, ,NR,NR,NR
,03/02/2006,300, ,NR,NR,NR
,06/02/2006,350, ,NR,NR,NR
,07/02/2006,250, ,NR,NR,NR
,08/02/2006,300, ,NR,NR,NR
,10/02/2006,500, ,NR,NR,NR
,14/02/2006,300, ,NR,NR,NR
,15/02/2006,500, ,NR,NR,NR
,16/02/2006,350, ,NR,NR,NR
,17/02/2006,400, ,NR,NR,NR
,20/02/2006,400, ,NR,NR,NR
,21/02/2006,320, ,NR,NR,NR
,22/02/2006,350, ,NR,NR,NR
,23/02/2006,350, ,NR,NR,NR
,24/02/2006,500, ,NR,NR,NR
,28/02/2006,700, ,NR,NR,NR
Dhule,01/02/2006,120, ,NR,NR,NR
,02/02/2006,90, ,NR,NR,NR
,03/02/2006,100, ,NR,NR,NR
,06/02/2006,50, ,NR,NR,NR
,07/02/2006,100, ,NR,NR,NR
,08/02/2006,33, ,NR,NR,NR
,10/02/2006,80, ,NR,NR,NR
,13/02/2006,10, ,NR,NR,NR
,15/02/2006,180, ,NR,NR,NR
,16/02/2006,60, ,NR,NR,NR
,17/02/2006,120, ,NR,NR,NR
,20/02/2006,70, ,NR,NR,NR
,21/02/2006,120, ,NR,NR,NR
,22/02/2006,60, ,NR,NR,NR
,23/02/2006,100, ,NR,NR,NR
,24/02/2006,100, ,NR,NR,NR
,27/02/2006,80, ,NR,NR,NR
,28/02/2006,150, ,NR,NR,NR
Dindori,01/02/2006,161.3, ,NR,NR,NR
,02/02/2006,333.7, ,NR,NR,NR
Dindori(Vani),01/02/2006,161.3, ,NR,NR,NR
,02/02/2006,333.7, ,NR,NR,NR
,03/02/2006,271.1, ,NR,NR,NR
,06/02/2006,342.7, ,NR,NR,NR
,08/02/2006,329.4, ,NR,NR,NR
,09/02/2006,207.7, ,NR,NR,NR
,13/02/2006,278.8, ,NR,NR,NR
,16/02/2006,213.1, ,NR,NR,NR
,17/02/2006,161.4, ,NR,NR,NR
,20/02/2006,256, ,NR,NR,NR
,24/02/2006,327.2, ,NR,NR,NR
Ghoti,02/02/2006,0.2,Other,400,400,400
,04/02/2006,9.5,Other,300,400,350
,07/02/2006,5.8,Other,300,400,350
,11/02/2006,8,Other,280,400,340
,15/02/2006,15.8,Other,200,300,250
,24/02/2006,0.9,Other,200,200,200
Indapur,01/02/2006,82.8, ,NR,NR,NR
,03/02/2006,59.9, ,NR,NR,NR
,05/02/2006,87, ,NR,NR,NR
,08/02/2006,55.5, ,NR,NR,NR
,10/02/2006,57.7, ,NR,NR,NR
,12/02/2006,73.1, ,NR,NR,NR
,17/02/2006,35.4, ,NR,NR,NR
,26/02/2006,34.2, ,NR,NR,NR
Jalana,01/02/2006,7.1, ,NR,NR,NR
,06/02/2006,8.1, ,NR,NR,NR
,13/02/2006,6.6, ,NR,NR,NR
,16/02/2006,6.2, ,NR,NR,NR
,28/02/2006,6.6, ,NR,NR,NR
Jalgaon,01/02/2006,25, ,NR,NR,NR
,04/02/2006,36, ,NR,NR,NR
,06/02/2006,35, ,NR,NR,NR
,07/02/2006,25, ,NR,NR,NR
,08/02/2006,27, ,NR,NR,NR
,10/02/2006,40, ,NR,NR,NR
,11/02/2006,32, ,NR,NR,NR
,13/02/2006,35, ,NR,NR,NR
,14/02/2006,23, ,NR,NR,NR
,15/02/2006,24, ,NR,NR,NR
,16/02/2006,25, ,NR,NR,NR
,18/02/2006,26, ,NR,NR,NR
,20/02/2006,22.5, ,NR,NR,NR
,21/02/2006,25, ,NR,NR,NR
,22/02/2006,24, ,NR,NR,NR
,23/02/2006,20, ,NR,NR,NR
,24/02/2006,23, ,NR,NR,NR
,25/02/2006,28, ,NR,NR,NR
,27/02/2006,22.5, ,NR,NR,NR
,28/02/2006,18, ,NR,NR,NR
Jalna(Badnapur),01/02/2006,7.1, ,NR,NR,NR
Junnar,02/02/2006,34.5,Other,250,450,350
,03/02/2006,179.4,Other,200,350,300
,05/02/2006,45.2,Other,200,400,300
,07/02/2006,266.8,Other,200,400,300
,09/02/2006,42.7,Other,200,400,300
,10/02/2006,127.4, ,NR,NR,NR
,12/02/2006,49.4,Other,200,400,300
,14/02/2006,169.5,Other,200,320,250
,16/02/2006,6.2,Other,200,400,300
,17/02/2006,182.8,Other,200,320,250
,23/02/2006,16.3,Other,200,400,300
,24/02/2006,348.7,Other,200,300,250
,26/02/2006,39.9,Other,200,300,250
Junnar(Otur),15/02/2006,158.6,Other,200,350,250
,23/02/2006,468.9, ,NR,NR,NR
,26/02/2006,142.3, ,NR,NR,NR
Kada,01/02/2006,32.5, ,NR,NR,NR
,05/02/2006,35, ,NR,NR,NR
,08/02/2006,15, ,NR,NR,NR
,12/02/2006,22, ,NR,NR,NR
,15/02/2006,15, ,NR,NR,NR
,19/02/2006,41, ,NR,NR,NR
,22/02/2006,18, ,NR,NR,NR
Kalvan,02/02/2006,270, ,NR,NR,NR
,16/02/2006,270, ,NR,NR,NR
,17/02/2006,200, ,NR,NR,NR
,20/02/2006,200, ,NR,NR,NR
,21/02/2006,100, ,NR,NR,NR
,23/02/2006,400, ,NR,NR,NR
,24/02/2006,400, ,NR,NR,NR
,27/02/2006,200, ,NR,NR,NR
,28/02/2006,700, ,NR,NR,NR
Kalyan,02/02/2006,0.1,Other,300,350,325
,03/02/2006,0.1,Other,280,340,310
,06/02/2006,0.1,Other,250,350,325
Karad,01/02/2006,15, ,NR,NR,NR
,02/02/2006,70,Other,200,400,250
,06/02/2006,35,Other,200,400,300
,07/02/2006,15,Other,250,350,300
,08/02/2006,25,Other,200,400,300
,11/02/2006,75, ,NR,NR,NR
,13/02/2006,70,Other,200,400,350
,14/02/2006,70, ,NR,NR,NR
,15/02/2006,50,Other,200,350,300
,16/02/2006,35,Other,200,350,250
,18/02/2006,70,Other,200,350,300
,20/02/2006,50,Other,200,350,300
,21/02/2006,40,Other,200,350,300
,22/02/2006,70,Other,200,350,300
,23/02/2006,70,Other,200,350,300
,25/02/2006,70,Other,300,350,300
,27/02/2006,70, ,NR,NR,NR
,28/02/2006,50,Other,200,350,300
Khed,01/02/2006,511.5, ,NR,NR,NR
,04/02/2006,700, ,NR,NR,NR
,11/02/2006,1250, ,NR,NR,NR
,15/02/2006,757, ,NR,NR,NR
,18/02/2006,918,Other,200,320,280
,22/02/2006,2120,Other,200,305,280
,25/02/2006,3000, ,NR,NR,NR
Khed(Chakan),25/02/2006,2480, ,NR,NR,NR
Kolhapur,01/02/2006,235, ,NR,NR,NR
,02/02/2006,503.8, ,NR,NR,NR
,03/02/2006,394, ,NR,NR,NR
,04/02/2006,473.6, ,NR,NR,NR
,06/02/2006,536.6, ,NR,NR,NR
,07/02/2006,528.1, ,NR,NR,NR
,08/02/2006,371, ,NR,NR,NR
,09/02/2006,218.9, ,NR,NR,NR
,10/02/2006,260.4, ,NR,NR,NR
,11/02/2006,442, ,NR,NR,NR
,13/02/2006,466.6, ,NR,NR,NR
,14/02/2006,391.7, ,NR,NR,NR
,15/02/2006,239, ,NR,NR,NR
,16/02/2006,300.1, ,NR,NR,NR
,17/02/2006,282.5, ,NR,NR,NR
,18/02/2006,336, ,NR,NR,NR
,20/02/2006,364.7, ,NR,NR,NR
,21/02/2006,464.1, ,NR,NR,NR
,22/02/2006,250.7, ,NR,NR,NR
,23/02/2006,382.9, ,NR,NR,NR
,24/02/2006,338.9, ,NR,NR,NR
,25/02/2006,461.4, ,NR,NR,NR
,27/02/2006,464.9, ,NR,NR,NR
,28/02/2006,587.2, ,NR,NR,NR
Kurdwadi,06/02/2006,165.1, ,NR,NR,NR
,08/02/2006,121, ,NR,NR,NR
,10/02/2006,108, ,NR,NR,NR
,13/02/2006,102, ,NR,NR,NR
,15/02/2006,100, ,NR,NR,NR
,20/02/2006,100, ,NR,NR,NR
Kurdwadi(Modnimb),02/02/2006,425.5, ,NR,NR,NR
,06/02/2006,214, ,NR,NR,NR
,09/02/2006,277, ,NR,NR,NR
,13/02/2006,349.4, ,NR,NR,NR
,20/02/2006,395.2, ,NR,NR,NR
,23/02/2006,385.6, ,NR,NR,NR
,27/02/2006,230.6, ,NR,NR,NR
Lasalgaon,01/02/2006,734, ,NR,NR,NR
,02/02/2006,2169, ,NR,NR,NR
,03/02/2006,1992, ,NR,NR,NR
,06/02/2006,2239, ,NR,NR,NR
,07/02/2006,1256,Red,206,280,241
,08/02/2006,796, ,NR,NR,NR
,09/02/2006,1992, ,NR,NR,NR
,10/02/2006,2064, ,NR,NR,NR
,13/02/2006,1956, ,NR,NR,NR
,14/02/2006,1359,Red,219,250,225
,15/02/2006,893,Red,213,228,220
,16/02/2006,1563, ,NR,NR,NR
