<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:4e19879cbdcb63e32e10414811839fda4632b0bba874a3c5623111f01c03d06d
size 28966
=======
Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal)
Ahmednagar,02/12/10,1286.4,Other,1300,3500,2100
,04/12/10,1127.4,Other,1400,3500,2100
,06/12/10,1227.8,Other,1000,3200,2350
,11/12/10,927.6,Other,1000,5000,3000
,13/12/10,846.3,Other,1000,6000,3500
,20/12/10,1078,Other,1000,7500,4250
,27/12/10,1008,Other,1000,6500,3750
Akole,12/12/10,20.6,Other,300,4000,1500
,19/12/10,12,Other,300,6000,1654
,26/12/10,2.6,Other,300,4100,1635
Aurangabad,01/12/10,47.5,Other,400,1600,1000
,02/12/10,59.2,Other,200,1400,800
,04/12/10,52.2,Other,300,1600,950
,05/12/10,57.8,Other,300,1500,900
,06/12/10,43.1,Other,500,1400,950
,07/12/10,37.6,Other,300,1500,900
,08/12/10,32.6,Other,300,1400,850
,09/12/10,96.3,Other,300,1200,750
,11/12/10,42.6,Other,225,1275,750
,12/12/10,42.7,Other,200,1400,800
,13/12/10,34,Other,400,2000,1200
,14/12/10,37.4,Other,500,2200,1350
,15/12/10,22.4,Other,500,1900,1200
,16/12/10,53.8,Other,500,2400,1425
,18/12/10,39.7,Other,900,3900,2400
,19/12/10,55.4,Other,1000,3800,2400
,20/12/10,29.3,Other,1000,3000,2000
,21/12/10,21.3,Other,1500,4000,2750
,22/12/10,22.7,Other,600,3500,2050
,23/12/10,51.3,Other,800,3500,2150
,25/12/10,30.5,Other,700,2000,1350
,26/12/10,36.3,Other,300,1900,1100
,27/12/10,29.6,Other,800,2700,1750
,28/12/10,19.1,Other,1000,3200,2100
,29/12/10,34.7,Other,1200,4000,2600
,30/12/10,31.6,Other,700,4000,2350
Baramati,03/12/10,40,Red,500,3800,1400
,25/12/10,10,Other,1000,4250,1500
,27/12/10,10,Other,1000,4056,1600
,29/12/10,6,Other,500,1500,1200
,31/12/10,10,Other,1200,4700,2200
Barshi,03/12/10,26.7,Other,180,1900,1000
,04/12/10,11.9,,NR,NR,NR
,06/12/10,77.8,Other,120,2500,950
,07/12/10,33.3,Other,100,3000,1100
,08/12/10,11.8,Other,300,2025,1000
,09/12/10,30.3,Other,275,2700,900
,10/12/10,23,Other,250,2200,975
,11/12/10,23,Other,250,2200,975
,13/12/10,85,Other,370,2750,1200
,22/12/10,44.2,Other,300,6500,1500
,29/12/10,33.5,Other,250,5000,1800
,30/12/10,28.4,Other,300,5100,1700
,31/12/10,16.2,Other,500,6300,1900
Bhivandi,01/12/10,0.1,Other,4000,5000,4500
,02/12/10,0.1,Other,4000,5000,4500
,23/12/10,0.1,Other,2500,5000,3750
,27/12/10,0.1,Other,2000,4000,3000
,30/12/10,0.1,Other,2000,4000,3000
Bodwad(Varangaon),23/12/10,10,Other,700,2000,1000
Chandrapur(Ganjwad),03/12/10,0.5,Other,1200,2200,2000
,04/12/10,30,Other,800,1200,1000
,31/12/10,10,Other,1200,2800,2600
Chandvad,01/12/10,911,Other,100,2036,1000
,02/12/10,706.5,Other,200,2200,1500
,07/12/10,763.5,Other,600,2000,1300
,08/12/10,913.5,Other,500,2000,1400
,09/12/10,579,Other,400,2671,1500
,10/12/10,573.5,Other,400,2300,1600
,11/12/10,629.5,Other,200,2400,1400
,14/12/10,91.4,Other,840,932,850
,21/12/10,411.1,Other,500,4700,3000
,22/12/10,470.3,Other,200,3852,2200
,23/12/10,331.5,Other,200,3500,2200
,24/12/10,539.6,Other,200,3551,2500
,28/12/10,424.9,Other,500,4000,2700
,29/12/10,432.8,Other,500,4053,2750
,30/12/10,224.7,Other,500,4242,2700
,31/12/10,402,Other,500,4250,2500
Devala,01/12/10,85,Other,1000,3191,2600
,,,Red,500,2676,1600
,02/12/10,50,Other,1000,3077,2600
,,,Red,570,2600,1600
,03/12/10,40,Other,1000,3099,2700
,,,Red,500,2661,1700
,04/12/10,400,Red,325,2326,1600
,06/12/10,45,Other,1010,3150,1800
,,,Red,500,2741,1500
,07/12/10,40,Other,1000,3651,2800
,,,Red,500,2900,1700
,08/12/10,30,Other,1000,3409,2800
,,,Red,300,2750,1500
,09/12/10,20,Other,1000,3665,3300
,,,Red,500,3000,1600
,10/12/10,365,Other,1000,3845,3300
,,,Red,300,3050,1600
,13/12/10,15,Other,1000,3799,3599
,,,Red,450,3081,2400
,14/12/10,5,Other,1000,4600,3799
,,,Red,500,3401,2500
,15/12/10,320,Red,500,3633,2000
,16/12/10,505,Other,4001,4551,4551
,,,Red,500,3400,2500
,20/12/10,260,Red,1000,6576,4600
,21/12/10,395,Red,500,5650,4000
,22/12/10,495,Red,475,4900,3400
,23/12/10,420,Red,452,4575,3601
,24/12/10,300,Red,450,3800,3000
,27/12/10,350,Red,500,4401,3200
,28/12/10,210,Red,500,4016,3011
,29/12/10,180,Red,680,3901,3000
,30/12/10,155,Red,400,3591,2750
,31/12/10,170,Red,500,4092,3101
Dhule,01/12/10,383.4,Other,500,2110,1390
,,,Red,250,1610,1100
,02/12/10,20,Other,500,2110,1390
,,,Red,250,1610,1100
,04/12/10,400,Other,400,2550,1750
,,,Red,200,2150,1350
,07/12/10,858.8,Red,200,2050,1310
,10/12/10,300,Other,300,2950,1800
,,,Red,200,1850,1300
,14/12/10,354.9,Red,500,3300,2200
,16/12/10,200,Other,900,4400,3000
,,,Red,550,2800,2000
,17/12/10,300,Other,1000,4000,2800
,,,Red,500,3000,2150
,21/12/10,87.4,Other,700,4000,3600
,,,Red,500,4250,3000
,22/12/10,74.8,Other,700,4200,3500
,,,Red,500,3500,2800
,24/12/10,60.5,Other,500,3350,2900
,,,Red,200,2525,1800
,25/12/10,87.7,Other,500,3350,2900
,,,Red,200,2525,1800
,28/12/10,100,Other,900,3300,2800
,,,Red,400,4000,3000
,29/12/10,100,Other,900,3350,2750
,,,Red,600,3450,2650
,30/12/10,70,Other,700,3350,2870
,,,Red,500,3600,3000
,31/12/10,90,Other,900,3360,3100
,,,Red,500,4000,3700
Dindori,09/12/10,114.3,Other,300,2101,1300
,10/12/10,128,Other,500,2471,1500
,13/12/10,123.9,Other,500,3267,2100
Dindori(Vani),01/12/10,258.3,Other,1500,3100,2500
,02/12/10,169.9,Other,1500,3200,2800
,03/12/10,218.9,Other,1500,3041,2700
,06/12/10,283,Other,1500,3200,2800
,08/12/10,120.6,Other,1500,3161,2500
,09/12/10,114.3,Other,300,2101,1300
,10/12/10,128,Other,500,2471,1500
,13/12/10,123.9,Other,500,3267,2100
,15/12/10,123.4,Other,500,3351,2200
,20/12/10,90.9,Other,1000,6112,5000
,22/12/10,120.2,Other,1000,4600,3200
,23/12/10,81,Other,500,4411,2500
,24/12/10,96.2,Other,500,4061,2500
,27/12/10,105.5,Other,1000,4451,3000
,29/12/10,79,Other,1000,4600,3300
,30/12/10,59.3,Other,1000,5047,3500
,31/12/10,81.4,Other,1000,4797,3300
Indapur,17/12/10,4.1,Other,675,4000,1911
,22/12/10,16.8,Other,500,4200,2500
,24/12/10,9.4,Other,500,2800,1725
