<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:d2c8fddbc7ad59778593a6e6861d34798c9a9d630691a3386f4dab5967176ae9
size 20376
=======
Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal)
Ahmednagar,02/01/2006,1294.6,,NR,NR,NR
,17/01/2006,763.4,,NR,NR,NR
,21/01/2006,1246,,NR,NR,NR
,23/01/2006,1147.6,,NR,NR,NR
,24/01/2006,1010.9,,NR,NR,NR
,27/01/2006,844.3,,NR,NR,NR
,31/01/2006,931.4,,NR,NR,NR
Akkalkot,02/01/2006,36.5,,NR,NR,NR
,23/01/2006,14.9,,NR,NR,NR
Aurangabad,01/01/2006,21,,NR,NR,NR
,02/01/2006,7,,NR,NR,NR
,03/01/2006,8.5,,NR,NR,NR
,04/01/2006,4.5,Other,200,400,275
,05/01/2006,13.9,Other,200,400,250
,09/01/2006,7,,NR,NR,NR
,10/01/2006,14.5,,NR,NR,NR
,12/01/2006,13.5,,NR,NR,NR
,14/01/2006,5,,NR,NR,NR
,15/01/2006,3.5,,NR,NR,NR
,16/01/2006,6.6,,NR,NR,NR
,17/01/2006,4.2,,NR,NR,NR
,18/01/2006,1.5,,NR,NR,NR
,19/01/2006,11.5,,NR,NR,NR
,21/01/2006,5.2,,NR,NR,NR
,22/01/2006,9.5,,NR,NR,NR
,24/01/2006,13,,NR,NR,NR
,25/01/2006,10,,NR,NR,NR
,26/01/2006,8,,NR,NR,NR
,28/01/2006,8,,NR,NR,NR
,29/01/2006,14,,NR,NR,NR
,31/01/2006,7.5,,NR,NR,NR
Baramati,02/01/2006,28.5,,NR,NR,NR
,11/01/2006,16.2,,NR,NR,NR
,13/01/2006,16.2,,NR,NR,NR
,21/01/2006,19.6,Red,200,450,300
Barshi,09/01/2006,279.3,,NR,NR,NR
,12/01/2006,183,,NR,NR,NR
,17/01/2006,122.8,,NR,NR,NR
,23/01/2006,457,,NR,NR,NR
,24/01/2006,168.3,,NR,NR,NR
,30/01/2006,89.2,,NR,NR,NR
Bhusaval,18/01/2006,11.7,,NR,NR,NR
,25/01/2006,14.9,,NR,NR,NR
Chandrapur,06/01/2006,35,Other,300,700,550
,07/01/2006,11,Other,300,700,600
,09/01/2006,15,Other,300,600,500
,10/01/2006,15,Other,400,700,600
,12/01/2006,20,Other,300,600,500
,13/01/2006,12,Other,400,700,600
,18/01/2006,12,Other,400,700,600
,20/01/2006,12,Other,300,600,450
,21/01/2006,12,Other,300,600,450
,23/01/2006,12,Other,300,600,500
,24/01/2006,12,Other,300,600,450
,25/01/2006,12,Other,300,600,500
,27/01/2006,24,Other,300,600,450
,28/01/2006,24,Other,300,600,450
,30/01/2006,24,Other,300,500,450
Chandvad,17/01/2006,1075.8,Other,200,383,320
,18/01/2006,1173,Other,200,351,285
,21/01/2006,887,,NR,NR,NR
,24/01/2006,801.5,,NR,NR,NR
,27/01/2006,922.9,,NR,NR,NR
,31/01/2006,988.6,,NR,NR,NR
Devala,02/01/2006,700,Red,200,493,400
,03/01/2006,550,Red,200,436,375
,04/01/2006,500,Red,200,429,341
,05/01/2006,450,Red,200,409,375
,06/01/2006,600,,NR,NR,NR
,09/01/2006,700,,NR,NR,NR
,10/01/2006,400,,NR,NR,NR
,12/01/2006,400,,NR,NR,NR
,13/01/2006,200,,NR,NR,NR
,16/01/2006,700,,NR,NR,NR
,17/01/2006,400,,NR,NR,NR
,18/01/2006,400,,NR,NR,NR
,19/01/2006,300,,NR,NR,NR
,20/01/2006,350,,NR,NR,NR
,23/01/2006,400,,NR,NR,NR
,24/01/2006,300,,NR,NR,NR
,25/01/2006,320,,NR,NR,NR
,27/01/2006,400,,NR,NR,NR
,30/01/2006,450,,NR,NR,NR
,31/01/2006,250,,NR,NR,NR
Dhule,02/01/2006,20,,NR,NR,NR
,03/01/2006,350,,NR,NR,NR
,04/01/2006,400,,NR,NR,NR
,05/01/2006,400,,NR,NR,NR
,06/01/2006,164.4,,NR,NR,NR
