<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:fbc844d5f5db3374d413779f262baa899011b83d7db71343cdbf2878f80dd1d8
size 20205
=======
Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal)
Ahmednagar,04/11/2006,737.1, ,NR,NR,NR
,06/11/2006,554.9, ,NR,NR,NR
,09/11/2006,527.3, ,NR,NR,NR
,11/11/2006,515.3, ,NR,NR,NR
,13/11/2006,507.1, ,NR,NR,NR
,16/11/2006,565.1, ,NR,NR,NR
Akkalkot,14/11/2006,9.5, ,NR,NR,NR
,20/11/2006,81, ,NR,NR,NR
Aurangabad,01/11/2006,12.5,Other,200,550,350
,02/11/2006,17.5,Other,200,550,350
,04/11/2006,24,Other,250,650,450
,06/11/2006,17,Other,200,550,400
,07/11/2006,14,Other,200,550,400
,08/11/2006,10.5,Other,200,550,400
,09/11/2006,25,Other,200,500,400
,11/11/2006,23, ,NR,NR,NR
,12/11/2006,14,Other,200,450,350
,13/11/2006,16, ,NR,NR,NR
,15/11/2006,5, ,NR,NR,NR
,16/11/2006,20.5, ,NR,NR,NR
,19/11/2006,13,Other,200,400,300
,20/11/2006,13.5,Other,200,350,275
,22/11/2006,18.5, ,NR,NR,NR
,25/11/2006,25, ,NR,NR,NR
,26/11/2006,30,Other,150,300,250
,27/11/2006,16,Other,125,300,200
,28/11/2006,5,Other,150,325,250
,29/11/2006,2,Other,200,300,250
Baramati,01/11/2006,20.1, ,NR,NR,NR
,04/11/2006,36.6, ,NR,NR,NR
,08/11/2006,44, ,NR,NR,NR
,11/11/2006,26.2, ,NR,NR,NR
,15/11/2006,15.4, ,NR,NR,NR
,18/11/2006,11.6, ,NR,NR,NR
,22/11/2006,10.5, ,NR,NR,NR
,29/11/2006,8, ,NR,NR,NR
Barshi,21/11/2006,109.2, ,NR,NR,NR
Bhivandi,01/11/2006,0.1,Other,300,350,325
,08/11/2006,0.1,Other,300,350,325
,15/11/2006,0.1,Other,300,350,325
,22/11/2006,0.1,Other,300,350,325
,29/11/2006,0.1,Other,300,350,325
Bhusaval,29/11/2006,1.6,Other,200,300,200
Chandrapur,01/11/2006,45,Other,400,500,450
,02/11/2006,20,Other,350,550,500
,03/11/2006,18,Other,350,550,500
,04/11/2006,27,Other,400,600,500
,06/11/2006,9,Other,300,750,700
,07/11/2006,0.8,Other,300,750,700
,08/11/2006,18,Other,400,700,600
,09/11/2006,18,Other,400,850,700
,10/11/2006,27,Other,400,800,650
,11/11/2006,18,Other,400,800,700
,13/11/2006,18,Other,400,800,700
,14/11/2006,27,Other,400,750,700
,15/11/2006,18,Other,400,750,700
,16/11/2006,18,Other,400,750,700
,17/11/2006,27,Other,400,750,600
,18/11/2006,18,Other,400,700,600
,21/11/2006,9,Other,400,700,600
Chandvad,01/11/2006,104.7, ,NR,NR,NR
,02/11/2006,178.9, ,NR,NR,NR
,03/11/2006,275, ,NR,NR,NR
,04/11/2006,139.7, ,NR,NR,NR
,07/11/2006,147.9, ,NR,NR,NR
,08/11/2006,199, ,NR,NR,NR
,09/11/2006,166, ,NR,NR,NR
,10/11/2006,196.4, ,NR,NR,NR
,11/11/2006,129, ,NR,NR,NR
,14/11/2006,345, ,NR,NR,NR
,15/11/2006,383.8, ,NR,NR,NR
,16/11/2006,354.5, ,NR,NR,NR
,17/11/2006,305.9, ,NR,NR,NR
,18/11/2006,299.8, ,NR,NR,NR
,21/11/2006,300.5, ,NR,NR,NR
,22/11/2006,474.4, ,NR,NR,NR
Devala,01/11/2006,430, ,NR,NR,NR
,02/11/2006,275, ,NR,NR,NR
,03/11/2006,7, ,NR,NR,NR
,06/11/2006,175, ,NR,NR,NR
,07/11/2006,170, ,NR,NR,NR
,08/11/2006,105, ,NR,NR,NR
,09/11/2006,220, ,NR,NR,NR
,10/11/2006,130, ,NR,NR,NR
,13/11/2006,250, ,NR,NR,NR
,14/11/2006,145, ,NR,NR,NR
,15/11/2006,275, ,NR,NR,NR
,16/11/2006,175, ,NR,NR,NR
,17/11/2006,195, ,NR,NR,NR
,21/11/2006,115, ,NR,NR,NR
