<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:123ce24e1fe12ba70f60517fa332b06b03539bb7421745aaa77c8b53f3150fc7
size 10401
=======
Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal)
Aurangabad,02/08/08,17.5,Other,200,900,550
,03/08/08,15.8,,NR,NR,NR
,04/08/08,10.1,,NR,NR,NR
,05/08/08,13.2,,NR,NR,NR
,06/08/08,9.3,Other,200,800,500
,07/08/08,32,,NR,NR,NR
,09/08/08,22.6,Other,250,850,550
,10/08/08,36.1,Other,200,800,500
,11/08/08,5.7,Other,250,850,550
,12/08/08,10.2,Other,200,800,500
,14/08/08,50,Other,200,600,500
,16/08/08,14.2,Other,300,800,550
,17/08/08,20.3,,NR,NR,NR
,18/08/08,9,,NR,NR,NR
,19/08/08,3.2,,NR,NR,NR
,20/08/08,9,Other,200,800,500
,23/08/08,3,Other,300,800,550
,25/08/08,8.7,,NR,NR,NR
,26/08/08,2.2,Other,300,900,600
Barshi,06/08/08,9.6,,NR,NR,NR
,18/08/08,54.8,,NR,NR,NR
Chandvad,02/08/08,108.5,,NR,NR,NR
,05/08/08,240,,NR,NR,NR
,06/08/08,167,Other,200,841,750
,14/08/08,222.5,,NR,NR,NR
,19/08/08,188,,NR,NR,NR
,20/08/08,381.5,Other,201,839,750
Devala,08/08/08,270,Other,300,824,750
,13/08/08,300,Other,280,851,775
,14/08/08,435,Other,200,847,750
,18/08/08,700,,NR,NR,NR
,20/08/08,620,Other,230,841,725
,21/08/08,485,,NR,NR,NR
,22/08/08,430,,NR,NR,NR
,25/08/08,485,Other,200,824,730
,26/08/08,390,,NR,NR,NR
,27/08/08,390,,NR,NR,NR
,29/08/08,345,,NR,NR,NR
Dhule,04/08/08,33.6,,NR,NR,NR
,05/08/08,150,,NR,NR,NR
,06/08/08,44.2,,NR,NR,NR
,07/08/08,150,,NR,NR,NR
,08/08/08,200,,NR,NR,NR
,11/08/08,143.4,,NR,NR,NR
,12/08/08,33.1,,NR,NR,NR
,13/08/08,46.4,,NR,NR,NR
,14/08/08,180,,NR,NR,NR
,18/08/08,78.8,,NR,NR,NR
,19/08/08,38.5,,NR,NR,NR
,20/08/08,120,,NR,NR,NR
,21/08/08,47,,NR,NR,NR
,22/08/08,130,,NR,NR,NR
,25/08/08,180,,NR,NR,NR
Dindori,20/08/08,10.6,Other,751,770,763
,21/08/08,4.5,Other,461,772,660
Ghoti,09/08/08,0.3,Other,467,467,467
,23/08/08,0.7,Other,400,633,517
,26/08/08,0.9,Other,400,475,438
Indapur,01/08/08,28.4,Other,200,900,625
,03/08/08,41.7,Other,200,1000,611
,06/08/08,23.3,,NR,NR,NR
,08/08/08,31,,NR,NR,NR
,10/08/08,62.6,,NR,NR,NR
,17/08/08,56.9,,NR,NR,NR
,20/08/08,43.8,,NR,NR,NR
,22/08/08,23.2,,NR,NR,NR
Jalgaon,01/08/08,70.3,Red,425,875,650
,04/08/08,31,Red,450,800,600
,05/08/08,24.1,Red,300,850,575
,08/08/08,73.5,Red,500,820,660
,11/08/08,28,Red,262,812,500
,12/08/08,26.6,Red,237,827,532
,19/08/08,22.5,,NR,NR,NR
,21/08/08,24,Red,200,800,500
,22/08/08,50,Red,200,750,500
,23/08/08,16.5,,NR,NR,NR
,25/08/08,24.9,Red,225,877,551
,27/08/08,25.3,Red,375,877,626
,28/08/08,24,Red,377,800,588
,29/08/08,19.6,,NR,NR,NR
Junnar,21/08/08,89.5,Other,400,800,600
Junnar(Otur),21/08/08,1102.9,Other,400,850,625
Kada,04/08/08,102.5,,NR,NR,NR
,06/08/08,32.2,,NR,NR,NR
,10/08/08,112.5,,NR,NR,NR
,13/08/08,105,,NR,NR,NR
Karad,02/08/08,30,Other,900,950,920
,04/08/08,90,Other,300,800,500
,05/08/08,70,Other,700,900,800
,07/08/08,70,Other,700,1000,850
,09/08/08,50,Other,600,900,800
,10/08/08,70,Other,650,950,900
,11/08/08,50,Other,600,800,700
,12/08/08,70,Other,500,800,660
,13/08/08,70,Other,500,900,850
,14/08/08,25,Other,400,700,550
,17/08/08,55,,NR,NR,NR
,18/08/08,20,,NR,NR,NR
,20/08/08,70,Other,600,950,900
,21/08/08,50,Other,700,900,800
,28/08/08,60,Other,200,800,500
,30/08/08,40,Other,300,800,500
Kolhapur,01/08/08,164.9,Other,400,1000,650
,02/08/08,154.1,Other,300,950,600
,04/08/08,252.5,Other,300,1000,650
,05/08/08,340.8,Other,300,1000,500
,06/08/08,111.6,Other,400,1000,600
,07/08/08,105.9,Other,400,1050,650
,08/08/08,176.4,Other,400,1000,500
,09/08/08,261.2,Other,300,1000,500
,11/08/08,394.9,Other,300,1000,500
,12/08/08,490.2,Other,300,1000,650
,13/08/08,101.1,Other,400,910,650
,14/08/08,132.6,Other,400,950,650
,16/08/08,277.4,Other,400,950,650
,18/08/08,323.8,,NR,NR,NR
,19/08/08,252,,NR,NR,NR
,20/08/08,151.9,Other,300,950,500
,21/08/08,250.6,Other,400,900,650
,22/08/08,200.8,Other,300,1000,500
,23/08/08,116.2,Other,300,1000,500
,25/08/08,497.4,Other,300,1000,500
,26/08/08,339.2,Other,300,1000,500
,27/08/08,198.8,Other,300,950,450
,28/08/08,286.1,Other,400,950,750
,29/08/08,336.3,Other,400,950,500
,30/08/08,184.9,Other,300,900,450
Kopargaon,02/08/08,599,Other,550,1000,850
,06/08/08,548,Other,750,1000,850
,20/08/08,718.3,Other,350,850,775
Koregaon,29/08/08,6.2,Other,360,675,517
Kurdwadi,04/08/08,29,,NR,NR,NR
,06/08/08,25,Other,200,780,650
,08/08/08,19.5,Other,200,851,600
,11/08/08,51.5,Other,200,851,650
,14/08/08,23.5,,NR,NR,NR
,16/08/08,14,,NR,NR,NR
,18/08/08,31,,NR,NR,NR
,20/08/08,15,,NR,NR,NR
,22/08/08,9,,NR,NR,NR
,29/08/08,6,Other,200,700,550
Latur,04/08/08,31.5,,NR,NR,NR
,11/08/08,28,,NR,NR,NR
,18/08/08,12.5,,NR,NR,NR
,20/08/08,11.5,,NR,NR,NR
Malegaon(Umarane),04/08/08,1778.9,Other,411,826,775
,05/08/08,1290.7,Other,351,825,761
,06/08/08,1020,Other,311,831,755
,11/08/08,921.6,Other,301,811,718
,12/08/08,829.6,Other,351,854,740
,26/08/08,1514.6,Other,311,831,741
,29/08/08,1227.5,Other,301,823,715
Manmad,18/08/08,750,,NR,NR,NR
,25/08/08,850,Other,300,803,715
,27/08/08,1200,Other,451,810,750
Mumbai,01/08/08,925,Other,800,1000,900
,02/08/08,655,Other,700,1000,850
,04/08/08,985,Other,750,1050,900
,05/08/08,780,Other,800,1000,900
,06/08/08,585,Other,800,1000,900
,07/08/08,435,Other,750,1000,875
,08/08/08,930,Other,700,950,825
,09/08/08,700,Other,650,950,800
,11/08/08,810,Other,700,950,825
,12/08/08,450,Other,700,950,825
,13/08/08,985,Other,700,1000,850
,14/08/08,1370,Other,700,1000,850
,18/08/08,1470,,NR,NR,NR
,19/08/08,580,,NR,NR,NR
,20/08/08,1050,Other,700,950,825
,21/08/08,810,Other,700,950,825
,22/08/08,795,Other,700,1000,850
,27/08/08,730,Other,600,900,750
,28/08/08,750,Other,650,900,800
,29/08/08,865,Other,600,900,750
,30/08/08,1010,Other,600,950,775
Nagpur,01/08/08,142,Other,675,725,700
,,,Red,800,875,837
,03/08/08,100,Other,650,712,681
,,,Red,900,1000,950
,04/08/08,100,Other,650,712,681
,,,Red,900,1000,950
,07/08/08,100,Other,600,700,650
,,,Red,900,1000,950
,08/08/08,204.4,Other,675,700,687
,,,Red,875,950,912
,25/08/08,90.7,Other,625,675,650
,,,Red,700,800,750
