<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:65ef3e7a952c3b33e29468b5b7bba319bd666ea6b3f65305b40633f91cd700b4
size 28551
=======
Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal)
Ahmednagar,03/07/09,1178.1,Other,200,890,545
,04/07/09,1203.7,Other,200,900,550
,06/07/09,2161,Other,200,850,525
,09/07/09,1458.6,Other,200,780,490
,16/07/09,873.9,Other,150,800,475
,18/07/09,1187.1,Other,200,800,500
,20/07/09,1101.7,Other,200,800,500
,23/07/09,697.3,Other,200,800,500
,25/07/09,1198.3,Other,150,775,475
,27/07/09,916.2,Other,150,750,450
,31/07/09,944.6,Other,200,810,505
Akole,05/07/09,126.5,Other,200,815,680
,10/07/09,160,Other,225,825,525
,12/07/09,121.7,Other,200,801,649
,19/07/09,124.9,Other,200,751,598
,26/07/09,120.8,Other,150,775,601
Alibagh,30/07/09,34,Red,730,800,770
Amrawati(Frui & Veg. Market),08/07/09,10,Other,500,950,725
,10/07/09,30,Other,500,1000,750
,11/07/09,20,Other,500,1000,750
,12/07/09,20,Other,500,1000,750
,13/07/09,20,Other,500,1000,750
,15/07/09,30,Other,400,1000,700
,17/07/09,45,Other,500,950,725
,18/07/09,45,Other,400,900,650
,19/07/09,22.5,Other,700,950,825
,20/07/09,25,Other,700,900,800
,21/07/09,30,Other,400,850,625
,22/07/09,35,Other,400,850,625
,24/07/09,30,Other,500,850,675
,25/07/09,30,Other,500,950,725
,26/07/09,35,Other,500,900,700
,27/07/09,30,Other,500,900,700
,28/07/09,15,Other,500,850,675
,29/07/09,20,Other,500,900,700
,31/07/09,30,Other,500,850,675
Aurangabad,01/07/09,14.5,Other,400,650,525
,02/07/09,26.8,Other,200,600,400
,04/07/09,5.7,Other,300,600,450
,05/07/09,21.1,Other,150,650,400
,06/07/09,23.1,Other,250,650,450
,07/07/09,10.5,Other,300,600,450
,08/07/09,6.6,Other,300,500,400
,09/07/09,30.4,Other,300,700,500
,11/07/09,17.8,Other,300,600,450
,12/07/09,44.8,Other,300,500,400
,13/07/09,18.8,Other,200,600,400
,14/07/09,7.3,Other,150,650,400
,15/07/09,3.7,Other,200,600,400
,16/07/09,31.8,Other,250,700,425
,18/07/09,23.1,Other,200,600,400
,19/07/09,33.8,Other,200,600,400
,20/07/09,5.6,Other,300,500,400
,21/07/09,7.7,Other,150,550,350
,22/07/09,14.2,Other,300,700,500
,23/07/09,25.5,Other,300,600,450
,25/07/09,19.9,Other,150,650,400
,26/07/09,28.6,Other,300,600,450
,27/07/09,4.1,Other,300,700,500
,28/07/09,16,Other,200,600,400
,29/07/09,17,Other,150,650,400
,30/07/09,25.2,Other,150,750,450
Barshi,06/07/09,30.2,Other,100,900,655
,28/07/09,24.1,,NR,NR,NR
,29/07/09,5.7,Other,300,800,400
Chandrapur(Ganjwad),07/07/09,64.7,Other,600,1300,1000
,08/07/09,46.6,Other,800,1200,950
,13/07/09,91.9,Other,800,1100,900
,14/07/09,39.7,Other,700,1100,900
,15/07/09,18.2,Other,700,1000,950
,16/07/09,38,Other,800,1200,950
,17/07/09,49,Other,800,1200,950
,18/07/09,37,Other,800,1200,960
,20/07/09,9,Other,550,1300,900
,21/07/09,64.2,Other,600,1300,900
Chandvad,08/07/09,147,Other,200,722,625
,09/07/09,365,Other,200,675,625
,10/07/09,436,Other,200,650,615
,11/07/09,542,Other,200,658,625
,14/07/09,550,Other,200,645,575
,15/07/09,404.5,Other,200,667,600
,16/07/09,490.5,Other,200,662,590
,17/07/09,424.5,Other,200,661,615
,18/07/09,366.5,Other,200,649,600
,22/07/09,162.5,Other,200,636,600
,23/07/09,221.5,Other,150,670,600
,24/07/09,370.5,Other,200,635,600
,25/07/09,484,Other,200,634,600
,28/07/09,489.5,Other,200,627,600
,29/07/09,377.5,Other,200,638,575
,30/07/09,385,Other,200,635,600
,31/07/09,335,Other,200,644,575
Devala,08/07/09,325,Other,283,750,675
,09/07/09,730,Other,150,696,640
,10/07/09,520,Other,247,689,625
,13/07/09,530,Other,100,683,610
,14/07/09,360,Other,125,693,651
,15/07/09,395,Other,177,666,620
,16/07/09,380,Other,150,661,610
,17/07/09,345,Other,181,659,590
,20/07/09,560,Other,170,650,590
,21/07/09,150,Other,231,675,640
,23/07/09,250,Other,300,678,650
,24/07/09,440,Other,260,680,640
,27/07/09,820,Other,100,654,610
,28/07/09,545,Other,152,651,615
,31/07/09,390,Other,130,629,580
Dhule,01/07/09,43.4,Other,300,800,700
,,,Red,200,795,650
,02/07/09,170,Other,470,750,750
,,,Red,150,825,670
,06/07/09,300,Other,400,600,600
,,,Red,100,750,630
,07/07/09,108.3,Other,400,800,725
,,,Red,100,755,620
