<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:d5ed1213507beac940eba140d8301437246f9c384523520a8c39e56b671711ee
size 23822
=======
Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal)
Ahmednagar,02/03/09,2441.3,Other,200,1050,700
,03/03/09,148.3,Other,300,1225,775
,05/03/09,2843.6,Other,200,1000,600
,06/03/09,296.6,Other,200,830,525
,07/03/09,2818.2,Other,200,850,525
,08/03/09,127.4,Other,200,800,500
,09/03/09,2816.9,Other,200,825,525
,10/03/09,288.9,,NR,NR,NR
,12/03/09,2103.4,Other,200,850,525
,13/03/09,233.8,Other,200,850,525
,14/03/09,1969.6,Other,300,1040,675
,15/03/09,221.3,Other,300,1005,650
,16/03/09,2907.7,Other,300,925,650
,17/03/09,469.5,Other,200,900,550
,19/03/09,3118.5,Other,300,830,625
,20/03/09,319.7,Other,200,725,475
,21/03/09,3191.9,Other,250,700,475
,22/03/09,88,Other,200,580,400
,23/03/09,2512.8,Other,200,625,425
,24/03/09,143.2,Other,200,580,400
,26/03/09,1804.3,Other,200,670,435
,27/03/09,250.2,Other,200,625,425
,28/03/09,1281,Other,250,650,450
,29/03/09,28.3,Other,200,580,365
,30/03/09,1405,Other,200,625,425
,31/03/09,54.6,Other,200,605,400
Akole,18/03/09,32.3,Other,400,801,625
,20/03/09,19.4,Other,400,801,625
,25/03/09,6.6,Other,150,551,400
,30/03/09,9,Other,300,560,430
Amrawati(Frui & Veg. Market),27/03/09,45,Other,500,700,600
,30/03/09,30,Other,600,800,700
,31/03/09,15,Other,500,800,650
Aurangabad,01/03/09,36.3,Other,600,1400,1000
,02/03/09,22.2,Other,800,1300,1050
,03/03/09,16.5,Other,400,1200,800
,04/03/09,30.2,Other,400,1300,850
,05/03/09,23,Other,450,1250,850
,07/03/09,44,Other,400,1200,800
,08/03/09,55,Other,600,1400,1000
,09/03/09,35,Other,400,900,600
,10/03/09,25,Other,450,950,550
,12/03/09,26,Other,600,1200,900
,14/03/09,13.2,Other,300,900,600
,15/03/09,24,Other,600,1100,800
,16/03/09,38,Other,600,1000,800
,17/03/09,24.8,Other,350,850,600
,18/03/09,39.2,Other,300,900,600
,19/03/09,44.2,Other,500,1000,750
,22/03/09,35.4,Other,250,850,550
,23/03/09,53.3,Other,250,950,600
,24/03/09,34.6,Other,250,850,550
,25/03/09,29.4,Other,250,750,500
,26/03/09,35,Other,300,800,550
,28/03/09,31.1,Other,250,750,500
,29/03/09,37.5,Other,200,600,400
,30/03/09,20.5,Other,200,700,450
,31/03/09,34.8,Other,150,750,450
Baramati,16/03/09,14.2,Red,250,761,650
,21/03/09,40,Red,250,700,500
Barshi,12/03/09,39.1,Other,150,900,700
,13/03/09,10.6,Other,200,740,700
,24/03/09,43.7,,NR,NR,NR
Chandrapur(Ganjwad),02/03/09,66,Other,500,1100,800
,03/03/09,36.5,Other,500,1200,900
,04/03/09,54.5,Other,600,1100,900
,05/03/09,38,Other,500,1000,800
,06/03/09,49,Other,200,450,400
,07/03/09,1.8,Other,400,800,600
,09/03/09,88.5,Other,350,800,500
,10/03/09,32,Other,300,750,500
,12/03/09,32.8,Other,500,800,700
,13/03/09,16,Other,1200,1200,1200
,14/03/09,53.8,Other,500,900,800
,16/03/09,86.2,Other,500,800,700
,17/03/09,28.5,Other,500,820,700
,18/03/09,43.5,Other,500,800,700
,19/03/09,59.5,Other,500,800,700
,20/03/09,43.2,Other,400,800,600
,21/03/09,33.2,Other,300,800,600
Chandvad,03/03/09,1161.5,Other,200,951,825
,04/03/09,1031.5,Other,200,900,750
,05/03/09,795.5,Other,200,900,800
,06/03/09,1171.5,Other,200,818,751
,13/03/09,737.5,Other,200,812,725
,14/03/09,972.5,Other,200,851,750
,17/03/09,1307.5,Other,250,900,725
,18/03/09,1416.5,Other,200,779,775
,19/03/09,1462,Other,200,731,650
,20/03/09,1386,Other,200,680,575
,21/03/09,1400.5,Other,200,640,550
,24/03/09,919.5,Other,150,652,525
,27/03/09,1010,Other,450,612,580
Devala,02/03/09,890,Red,200,1025,875
,03/03/09,695,,NR,NR,NR
,04/03/09,650,Red,201,969,750
,05/03/09,790,Red,150,869,700
,06/03/09,810,,NR,NR,NR
,12/03/09,805,Other,590,800,650
,,,Red,200,740,625
,16/03/09,130,Other,500,850,675
,,,Red,150,736,600
,17/03/09,100,Other,300,781,650
,,,Red,150,675,590
,18/03/09,520,Other,300,765,650
,19/03/09,515,Other,500,730,650
,,,Red,200,730,620
,20/03/09,520,Other,499,711,650
,,,Red,300,700,625
,24/03/09,610,,NR,NR,NR
,25/03/09,200,Other,175,593,525
Dhule,02/03/09,100,Other,400,880,810
,,,Red,350,1015,850
,03/03/09,43.5,Other,300,1000,800
,,,Red,250,900,750
,09/03/09,328.8,Red,400,625,625
,16/03/09,0.1,,NR,NR,NR
,20/03/09,400,,NR,NR,NR
,23/03/09,500,Other,100,500,450
,,,Red,100,505,430
,24/03/09,700,Other,100,505,410
,,,Red,100,475,390
,25/03/09,600,Other,100,505,425
,,,Red,100,590,440
,26/03/09,470,Other,100,450,411
,,,Red,150,485,430
Dindori,27/03/09,653.1,Other,351,567,460
,30/03/09,57.2,Other,441,632,551
,31/03/09,67.9,Other,402,614,542
Dindori(Vani),02/03/09,561.4,Other,400,1082,825
,04/03/09,518.2,Other,300,950,800
,05/03/09,358,Other,300,880,700
,06/03/09,438.1,Other,300,858,751
,09/03/09,796.3,Other,200,701,600
,13/03/09,526.1,Other,300,815,700
,16/03/09,833.3,Other,200,892,750
,18/03/09,1175,Other,200,826,750
,19/03/09,1230,Other,200,821,725
,20/03/09,1669.2,Other,200,796,625
Gangapur,03/03/09,175,Other,450,1000,900
,06/03/09,230,Other,325,785,650
,13/03/09,177,Other,400,850,650
,17/03/09,250,Other,400,800,700
,20/03/09,250,Other,350,700,625
,24/03/09,390,Other,350,580,450
,31/03/09,369.1,Other,300,650,500
Ghoti,07/03/09,1.9,Other,633,900,766
,14/03/09,0.1,Other,400,857,628
,17/03/09,0.2,Other,700,700,700
,21/03/09,0.5,Other,800,800,800
,24/03/09,0.2,Other,400,400,400
,25/03/09,0.2,Other,450,450,450
,28/03/09,1.6,Other,400,700,550
Indapur,04/03/09,30.4,Other,300,1000,800
,06/03/09,13.2,Other,200,825,700
,08/03/09,40.6,,NR,NR,NR
Jalgaon,03/03/09,32.5,Red,500,1100,800
,06/03/09,2,Other,560,725,600
,09/03/09,13,Other,375,700,600
,13/03/09,31,Red,500,825,650
,14/03/09,30,Red,500,900,800
,16/03/09,50,Red,500,825,600
,17/03/09,42.5,Red,400,820,650
,19/03/09,25,Red,500,750,600
,20/03/09,75,Red,450,700,600
,21/03/09,80,Red,400,600,525
,23/03/09,80,Red,340,625,500
,24/03/09,28,Red,225,550,500
,25/03/09,60,Other,400,500,450
,,,Red,425,550,500
,26/03/09,42.5,Other,400,500,425
,,,Red,300,500,400
,28/03/09,37.5,Red,300,600,450
,30/03/09,62.5,Other,525,565,550
,,,Red,300,600,475
,31/03/09,67.5,Other,560,560,560
,,,Red,275,550,450
Junnar,01/03/09,1306,Other,400,1100,700
,03/03/09,1254.3,Other,500,1100,850
,05/03/09,112,Other,500,1150,850
,06/03/09,1372.5,Other,600,1100,900
,08/03/09,1735,Other,700,1100,800
,10/03/09,965.2,Other,400,800,600
,12/03/09,129.5,Other,400,900,850
,13/03/09,673.7,Other,550,950,750
,15/03/09,1055.5,Other,600,1100,850
,17/03/09,943.5,Other,500,900,850
,19/03/09,143,Other,500,950,800
,20/03/09,1519.8,Other,350,750,550
,22/03/09,1362.6,Other,450,850,750
,24/03/09,588.9,Other,350,650,550
,26/03/09,63.7,Other,300,650,450
,27/03/09,558,Other,250,650,450
,29/03/09,408,Other,300,600,400
,31/03/09,499.9,Other,200,600,400
Junnar(Otur),01/03/09,1827.7,,NR,NR,NR
,05/03/09,2620.2,Other,200,1050,950
,08/03/09,1999.9,Other,200,1100,1000
,12/03/09,2174.8,Red,600,900,800
,15/03/09,1800,Other,200,1100,1000
,22/03/09,2333.1,Other,200,650,450
Kada,01/03/09,202.9,Red,300,900,800
,04/03/09,122.9,Red,300,1000,850
,08/03/09,256.7,Other,150,700,550
,15/03/09,112.7,Red,250,930,900
,22/03/09,422.5,Red,250,500,400
,25/03/09,186.5,Red,200,600,475
,27/03/09,54.7,Red,220,650,450
,29/03/09,126.5,Red,200,600,575
Kalvan,02/03/09,500,,NR,NR,NR
,05/03/09,480,,NR,NR,NR
,06/03/09,700,,NR,NR,NR
,16/03/09,100,,NR,NR,NR
,17/03/09,750,,NR,NR,NR
,18/03/09,200,,NR,NR,NR
,19/03/09,800,,NR,NR,NR
,20/03/09,600,,NR,NR,NR
,21/03/09,400,Other,100,600,551
Kalyan,16/03/09,0.1,Other,700,800,750
,17/03/09,0.1,Other,700,800,750
,20/03/09,0.1,Other,700,750,725
,25/03/09,0.1,Other,700,800,750
,26/03/09,0.1,Other,700,800,750
,29/03/09,0.1,Other,700,800,750
Karad,05/03/09,32.5,Other,300,900,600
,07/03/09,20,Other,500,950,750
,09/03/09,33,Other,400,900,650
,10/03/09,45,Other,500,700,600
,11/03/09,25,Other,600,750,700
