<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:95cce32c72bd4f05aee0bb0edf627e4431be1a14c911f04c2b7820ebd26b6190
size 1005
=======
Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal),
Mumbai,01/07/2016,316,Other,3575,3802,3600,
,02/07/2016,482,Other,3595,3825,3710,
,06/07/2016,377,Other,3610,3842,3726,
,07/07/2016,501,Other,3610,3842,3726,
,08/07/2016,311,Other,3600,3842,3721,
,09/07/2016,634,Other,3612,3832,3722,
,11/07/2016,600,Other,3612,3842,3727,
,12/07/2016,388,Other,3616,3842,3729,
,13/07/2016,752,Other,3616,3842,3729,
,14/07/2016,343,Other,3616,3842,3729,
,16/07/2016,387,Other,3616,3842,3729,
,18/07/2016,478,Other,3596,3802,3699,
,19/07/2016,139,Other,3616,3842,3729,
,20/07/2016,14,Other,3622,3852,3737,
,21/07/2016,300,Other,3622,3852,3737,
,22/07/2016,272,Other,3622,3852,3737,
,23/07/2016,174,Other,3622,3852,3737,
,25/07/2016,392,Other,3622,3852,3737,
,26/07/2016,441,Other,3622,3852,3737,
,27/07/2016,527,Other,3660,3862,3761,
,28/07/2016,644,Other,3660,3872,3766,
,29/07/2016,554,Other,3660,3872,3766,
,30/07/2016,364,Other,3660,3872,3766,
>>>>>>> 6ac9248b3ef33a88bcb4b748e11d3743f40f9979
