<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:5d08a652badc2066588fffab5d37d5304230e42a640f26c5c512a8f1cf7587a2
size 17355
=======
STARTDATA,ENDDATA,MAX_PRICE,MIN_PRICE,MAXMINRATIO
2016-01-01,2016-02-13,620.0,480.0,1.288981288981289
2016-01-08,2016-02-20,612.5,480.0,1.2733887733887734
2016-01-15,2016-02-27,650.0,480.0,1.3513513513513513
2016-01-22,2016-03-05,800.0,480.0,1.6632016632016633
2016-01-29,2016-03-12,850.0,480.0,1.7671517671517671
2016-02-01,2016-03-15,850.0,480.0,1.7671517671517671
2016-02-08,2016-03-22,850.0,500.0,1.6966067864271457
2016-02-15,2016-03-29,850.0,500.0,1.6966067864271457
2016-02-22,2016-04-05,1000.0,600.0,1.663893510815308
2016-02-29,2016-04-12,1025.0,700.0,1.4621968616262482
2016-03-07,2016-04-19,1052.9034085298154,700.0,1.5020020093150006
2016-03-14,2016-04-26,1100.0,700.0,1.5691868758915835
2016-03-21,2016-05-03,1125.0,750.0,1.4980026631158456
2016-03-28,2016-05-10,1200.0,825.0,1.4527845036319613
2016-04-04,2016-05-17,1200.0,975.0,1.2295081967213115
2016-04-11,2016-05-24,1225.0,1000.0,1.2237762237762237
2016-04-18,2016-05-31,1230.0,1000.0,1.2287712287712287
2016-04-25,2016-06-07,1280.0,1000.0,1.2787212787212787
2016-05-02,2016-06-14,1300.0,1100.0,1.1807447774750226
2016-05-09,2016-06-21,1380.0,1150.0,1.1989574283231972
2016-05-16,2016-06-28,1400.0,1175.0,1.1904761904761905
2016-05-23,2016-07-05,1425.0,1200.0,1.186511240632806
2016-05-30,2016-07-12,1500.0,1200.0,1.2489592006661117
2016-06-06,2016-07-19,1525.0,1250.0,1.2190247801758594
2016-06-13,2016-07-26,1600.0,1275.0,1.2539184952978057
2016-06-20,2016-08-02,1650.0,1350.0,1.2213175425610658
2016-06-27,2016-08-09,1650.0,1350.0,1.2213175425610658
2016-07-04,2016-08-16,1700.0,1400.0,1.2134189864382583
2016-07-11,2016-08-23,1700.0,1400.0,1.2134189864382583
2016-07-18,2016-08-30,1700.0,1400.0,1.2134189864382583
2016-07-25,2016-09-06,1700.0,1400.0,1.2134189864382583
2016-08-01,2016-09-13,1700.0,1350.0,1.2583271650629164
2016-08-08,2016-09-20,1700.0,1300.0,1.3066871637202153
2016-08-15,2016-09-27,1550.0,1200.0,1.2905911740216487
2016-08-22,2016-10-04,1520.0,1200.0,1.2656119900083265
2016-08-29,2016-10-11,1520.0,1200.0,1.2656119900083265
