<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:407b41cf8971fea808db3eb0a938224614b3e6b0dd1a5f514cce15e95df2094f
size 11410
=======
STARTDATA,ENDDATA,MAX_PRICE,MIN_PRICE,MAXMINRATIO
2016-01-01,2016-02-13,1400.0,1400.0,1.0
2016-01-08,2016-02-20,1400.0,1400.0,1.0
2016-01-15,2016-02-27,1400.0,1400.0,1.0
2016-01-22,2016-03-05,1400.0,1400.0,1.0
2016-01-29,2016-03-12,1400.0,1400.0,1.0
2016-02-01,2016-03-15,1400.0,1400.0,1.0
2016-02-08,2016-03-22,1400.0,1400.0,1.0
2016-02-15,2016-03-29,1400.0,1400.0,1.0
2016-02-22,2016-04-05,1400.0,1400.0,1.0
2016-02-29,2016-04-12,1400.0,1400.0,1.0
2016-03-07,2016-04-19,1400.0,1400.0,1.0
2016-03-14,2016-04-26,1400.0,1400.0,1.0
2016-03-21,2016-05-03,1400.0,1400.0,1.0
2016-03-28,2016-05-10,1600.0,1400.0,1.1428571428571428
2016-04-04,2016-05-17,1600.0,1400.0,1.1428571428571428
2016-04-11,2016-05-24,1800.0,1400.0,1.2857142857142858
2016-04-18,2016-05-31,2000.0,1400.0,1.4285714285714286
2016-04-25,2016-06-07,2000.0,1400.0,1.4285714285714286
2016-05-02,2016-06-14,2000.0,1400.0,1.4285714285714286
2016-05-09,2016-06-21,2300.0,1600.0,1.4375
2016-05-16,2016-06-28,2300.0,1600.0,1.4375
2016-05-23,2016-07-05,2300.0,1800.0,1.2777777777777777
2016-05-30,2016-07-12,2300.0,2000.0,1.15
2016-06-06,2016-07-19,2300.0,2000.0,1.15
2016-06-13,2016-07-26,2300.0,2000.0,1.15
2016-06-20,2016-08-02,2300.0,2300.0,1.0
2016-06-27,2016-08-09,2300.0,2300.0,1.0
2016-07-04,2016-08-16,2300.0,2300.0,1.0
2016-07-11,2016-08-23,2300.0,2300.0,1.0
2016-07-18,2016-08-30,2300.0,2300.0,1.0
2016-07-25,2016-09-06,2300.0,2300.0,1.0
2016-08-01,2016-09-13,2300.0,2000.0,1.15
2016-08-08,2016-09-20,2300.0,2000.0,1.15
2016-08-15,2016-09-27,2300.0,2000.0,1.15
2016-08-22,2016-10-04,2300.0,2000.0,1.15
2016-08-29,2016-10-11,2300.0,2000.0,1.15
2016-09-05,2016-10-18,2300.0,2000.0,1.15
2016-09-12,2016-10-25,2000.0,1800.0,1.1111111111111112
2016-09-19,2016-11-01,2000.0,1500.0,1.3333333333333333
2016-09-26,2016-11-08,2000.0,1500.0,1.3333333333333333
2016-10-03,2016-11-15,2000.0,1500.0,1.3333333333333333
2016-10-10,2016-11-22,2000.0,1500.0,1.3333333333333333
2016-10-17,2016-11-29,2000.0,1500.0,1.3333333333333333
2016-10-24,2016-12-06,1800.0,1500.0,1.2
2016-10-31,2016-12-13,1500.0,1500.0,1.0
2016-11-07,2016-12-20,1500.0,1500.0,1.0
2016-11-14,2016-12-27,1500.0,1500.0,1.0
2016-11-21,2017-01-03,1500.0,1500.0,1.0
2016-11-28,2017-01-10,1500.0,1500.0,1.0
2016-12-05,2017-01-17,1500.0,1500.0,1.0
2016-12-12,2017-01-24,1500.0,1500.0,1.0
2016-12-19,2017-01-31,1500.0,1500.0,1.0
2016-12-26,2017-02-07,1500.0,1500.0,1.0
2017-01-01,2017-02-13,1500.0,1500.0,1.0
2017-01-08,2017-02-20,1500.0,1500.0,1.0
2017-01-15,2017-02-27,1500.0,1500.0,1.0
2017-01-22,2017-03-06,1500.0,1500.0,1.0
2017-01-29,2017-03-13,1500.0,1500.0,1.0
2017-02-05,2017-03-20,1500.0,1500.0,1.0
2017-02-12,2017-03-27,1500.0,1500.0,1.0
2017-02-19,2017-04-03,1500.0,1500.0,1.0
2017-02-26,2017-04-10,1500.0,1500.0,1.0
2017-03-05,2017-04-17,1500.0,1500.0,1.0
2017-03-12,2017-04-24,1500.0,1500.0,1.0
2017-03-19,2017-05-01,1500.0,1500.0,1.0
2017-03-26,2017-05-08,1500.0,1500.0,1.0
2017-04-02,2017-05-15,1500.0,1500.0,1.0
2017-04-09,2017-05-22,1500.0,1500.0,1.0
2017-04-16,2017-05-29,1500.0,1500.0,1.0
2017-04-23,2017-06-05,1500.0,1500.0,1.0
2017-04-30,2017-06-12,1500.0,1500.0,1.0
2017-05-07,2017-06-19,1500.0,1500.0,1.0
2017-05-14,2017-06-26,1500.0,1500.0,1.0
2017-05-21,2017-07-03,1800.0,1500.0,1.2
2017-05-28,2017-07-10,1800.0,1500.0,1.2
2017-06-04,2017-07-17,2000.0,1500.0,1.3333333333333333
2017-06-11,2017-07-24,2000.0,1500.0,1.3333333333333333
2017-06-18,2017-07-31,2000.0,1500.0,1.3333333333333333
2017-06-25,2017-08-07,2000.0,1500.0,1.3333333333333333
2017-07-02,2017-08-14,2000.0,1500.0,1.3333333333333333
2017-07-09,2017-08-21,2000.0,1800.0,1.1111111111111112
2017-07-16,2017-08-28,2000.0,2000.0,1.0
2017-07-23,2017-09-04,2000.0,2000.0,1.0
2017-07-30,2017-09-11,2000.0,2000.0,1.0
2017-08-06,2017-09-18,2000.0,2000.0,1.0
2017-08-13,2017-09-25,2000.0,2000.0,1.0
2017-08-20,2017-10-02,2000.0,2000.0,1.0
2017-08-27,2017-10-09,2000.0,2000.0,1.0
2017-09-03,2017-10-16,2000.0,2000.0,1.0
2017-09-10,2017-10-23,2000.0,2000.0,1.0
2017-09-17,2017-10-30,2000.0,2000.0,1.0
2017-09-24,2017-11-06,2000.0,2000.0,1.0
2017-10-01,2017-11-13,2000.0,2000.0,1.0
2017-10-08,2017-11-20,2000.0,2000.0,1.0
2017-10-15,2017-11-27,2000.0,2000.0,1.0
2017-10-22,2017-12-04,2000.0,2000.0,1.0
2017-10-29,2017-12-11,2000.0,2000.0,1.0
2017-11-05,2017-12-18,2000.0,2000.0,1.0
2017-11-12,2017-12-25,2000.0,1872.00000096,1.068376067828183
2017-11-19,2018-01-01,2000.0,1800.0,1.1111111111111112
2017-11-26,2018-01-08,2000.0,1800.0,1.1111111111111112
2017-12-03,2018-01-15,2000.0,1800.0,1.1111111111111112
2017-12-10,2018-01-22,2000.0,1800.0,1.1111111111111112
2017-12-17,2018-01-29,2000.0,1800.0,1.1111111111111112
2017-12-24,2018-02-05,1927.99999904,1800.0,1.0711111105777777
2017-12-31,2018-02-12,1800.0,1800.0,1.0
2018-01-07,2018-02-19,1800.0,1800.0,1.0
2018-01-14,2018-02-26,1800.0,1800.0,1.0
