<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:d34c7062f35a1c9bb31e7cea2009157b6b6519ebc4e7be8ad8c7da14bd96c408
size 17138
=======
STARTDATA,ENDDATA,MAX_PRICE,MIN_PRICE,MAXMINRATIO
2016-01-01,2016-02-13,880.0,571.1166260057022,1.5381479229922417
2016-01-08,2016-02-20,850.0,571.1166260057022,1.4857110619811427
2016-01-15,2016-02-27,920.0,571.1166260057022,1.6080637376737072
2016-01-22,2016-03-05,950.0,571.1166260057022,1.6605005986848065
2016-01-29,2016-03-12,1110.0,571.1166260057022,1.9401638574106685
2016-02-01,2016-03-15,1140.0,580.0,1.9621342512908777
2016-02-08,2016-03-22,1140.0,650.0,1.7511520737327189
2016-02-15,2016-03-29,1210.0,650.0,1.858678955453149
2016-02-22,2016-04-05,1260.0,880.0,1.4301929625425653
2016-02-29,2016-04-12,1263.888888875,900.0,1.402762362791343
2016-03-07,2016-04-19,1320.0,950.0,1.38801261829653
2016-03-14,2016-04-26,1370.0,1140.0,1.2007011393514462
2016-03-21,2016-05-03,1480.0,1140.0,1.297107800175285
2016-03-28,2016-05-10,1480.0,1180.0,1.2531752751905165
2016-04-04,2016-05-17,1480.0,1240.0,1.1925866236905722
2016-04-11,2016-05-24,1480.0,1261.999999991,1.1718131433179304
2016-04-18,2016-05-31,1480.0,1320.0,1.1203633610900832
2016-04-25,2016-06-07,1480.0,1360.0,1.0874357090374724
2016-05-02,2016-06-14,1480.0,1430.0,1.03424178895877
2016-05-09,2016-06-21,1500.0,1430.0,1.0482180293501049
2016-05-16,2016-06-28,1540.0,1430.0,1.0761705101327743
2016-05-23,2016-07-05,1600.0,1430.0,1.1180992313067786
2016-05-30,2016-07-12,1650.0,1430.0,1.1530398322851152
2016-06-06,2016-07-19,1650.0,1430.0,1.1530398322851152
2016-06-13,2016-07-26,1650.0,1430.0,1.1530398322851152
2016-06-20,2016-08-02,1650.0,1480.0,1.1141120864280891
2016-06-27,2016-08-09,1650.0,1520.0,1.0848126232741617
2016-07-04,2016-08-16,1650.0,1550.0,1.0638297872340425
2016-07-11,2016-08-23,1650.0,1550.0,1.0638297872340425
2016-07-18,2016-08-30,1650.0,1550.0,1.0638297872340425
2016-07-25,2016-09-06,1630.0,1530.0,1.0646636185499674
2016-08-01,2016-09-13,1630.0,1500.0,1.0859427048634245
2016-08-08,2016-09-20,1630.0,1480.0,1.100607697501688
2016-08-15,2016-09-27,1580.0,1400.0,1.1277658815132048
2016-08-22,2016-10-04,1580.0,1380.0,1.1440984793627806
2016-08-29,2016-10-11,1580.0,1380.0,1.1440984793627806
2016-09-05,2016-10-18,1540.0,1380.0,1.1151339608979
2016-09-12,2016-10-25,1510.0,1380.0,1.0934105720492397
2016-09-19,2016-11-01,1490.0,1270.0,1.1723052714398112
2016-09-26,2016-11-08,1450.0,1240.0,1.1684125705076551
2016-10-03,2016-11-15,1450.0,1100.0,1.3169845594913714
2016-10-10,2016-11-22,1450.0,1100.0,1.3169845594913714
2016-10-17,2016-11-29,1450.0,850.0,1.7038777908343126
2016-10-24,2016-12-06,1430.0,690.0,2.069464544138929
2016-10-31,2016-12-13,1400.0,560.0,2.4955436720142603
2016-11-07,2016-12-20,1250.0,500.0,2.4950099800399204
2016-11-14,2016-12-27,1200.0,500.0,2.395209580838323
2016-11-21,2017-01-03,1200.0,420.0,2.8503562945368173
2016-11-28,2017-01-10,1000.0,400.0,2.493765586034913
2016-12-05,2017-01-17,720.0,400.0,1.7955112219451372
2016-12-12,2017-01-24,580.0,350.0,1.6524216524216524
2016-12-19,2017-01-31,560.0,350.0,1.5954415954415955
2016-12-26,2017-02-07,530.0,350.0,1.5099715099715099
2017-01-01,2017-02-13,500.0,330.0,1.5105740181268883
2017-01-08,2017-02-20,400.0,300.0,1.3289036544850499
2017-01-15,2017-02-27,400.0,300.0,1.3289036544850499
2017-01-22,2017-03-06,380.0,300.0,1.2624584717607974
2017-01-29,2017-03-13,370.0,300.0,1.2292358803986712
2017-02-05,2017-03-20,390.0,300.0,1.2956810631229236
2017-02-12,2017-03-27,390.0,300.0,1.2956810631229236
2017-02-19,2017-04-03,400.0,320.0,1.2461059190031152
2017-02-26,2017-04-10,410.0,350.0,1.168091168091168
2017-03-05,2017-04-17,530.0,350.0,1.5099715099715099
2017-03-12,2017-04-24,560.0,370.0,1.509433962264151
2017-03-19,2017-05-01,580.0,370.0,1.5633423180592991
2017-03-26,2017-05-08,620.0,370.0,1.6711590296495957
2017-04-02,2017-05-15,620.0,400.0,1.546134663341646
2017-04-09,2017-05-22,620.0,410.0,1.508515815085158
2017-04-16,2017-05-29,620.0,530.0,1.167608286252354
2017-04-23,2017-06-05,620.0,560.0,1.1051693404634582
2017-04-30,2017-06-12,620.0,580.0,1.0671256454388984
2017-05-07,2017-06-19,620.0,590.0,1.0490693739424704
2017-05-14,2017-06-26,620.0,590.0,1.0490693739424704
2017-05-21,2017-07-03,600.0,590.0,1.015228426395939
2017-05-28,2017-07-10,600.0,580.0,1.0327022375215147
2017-06-04,2017-07-17,600.0,570.0,1.0507880910683012
2017-06-11,2017-07-24,600.0,570.0,1.0507880910683012
2017-06-18,2017-07-31,600.0,570.0,1.0507880910683012
2017-06-25,2017-08-07,600.0,570.0,1.0507880910683012
2017-07-02,2017-08-14,600.0,570.0,1.0507880910683012
2017-07-09,2017-08-21,600.0,570.0,1.0507880910683012
2017-07-16,2017-08-28,600.0,570.0,1.0507880910683012
2017-07-23,2017-09-04,600.0,570.0,1.0507880910683012
2017-07-30,2017-09-11,600.0,570.0,1.0507880910683012
2017-08-06,2017-09-18,600.0,550.0,1.0889292196007259
2017-08-13,2017-09-25,590.0,500.0,1.1776447105788423
2017-08-20,2017-10-02,590.0,500.0,1.1776447105788423
2017-08-27,2017-10-09,590.0,500.0,1.1776447105788423
2017-09-03,2017-10-16,570.0,480.0,1.185031185031185
2017-09-10,2017-10-23,570.0,480.0,1.185031185031185
2017-09-17,2017-10-30,600.0,480.0,1.2474012474012475
2017-09-24,2017-11-06,610.0,480.0,1.2681912681912682
2017-10-01,2017-11-13,610.0,480.0,1.2681912681912682
2017-10-08,2017-11-20,610.0,480.0,1.2681912681912682
2017-10-15,2017-11-27,610.0,500.0,1.217564870259481
2017-10-22,2017-12-04,610.0,510.0,1.1937377690802349
2017-10-29,2017-12-11,610.0,570.0,1.0683012259194395
2017-11-05,2017-12-18,610.0,520.0,1.1708253358925145
2017-11-12,2017-12-25,600.0,430.0,1.3921113689095128
2017-11-19,2018-01-01,600.0,420.0,1.4251781472684086
2017-11-26,2018-01-08,590.0,310.0,1.8971061093247588
