<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:670d93a6a627bed9b506e158a8e4029e88ac629ee012e83f3be6a8f780a6abe1
size 44778
=======
DATE,PRICE
2016-01-01,11500.0
2016-01-02,11500.0
2016-01-03,11500.0
2016-01-04,11500.0
2016-01-05,11500.0
2016-01-06,11500.0
2016-01-07,11500.0
2016-01-08,11500.0
2016-01-09,11500.0
2016-01-10,11500.0
2016-01-11,11500.0
2016-01-12,11500.0
2016-01-13,11500.0
2016-01-14,11500.0
2016-01-15,11500.0
2016-01-16,11500.0
2016-01-17,11500.0
2016-01-18,11500.0
2016-01-19,11500.0
2016-01-20,11500.0
2016-01-21,11500.0
2016-01-22,11500.0
2016-01-23,11500.0
2016-01-24,11500.0
2016-01-25,11500.0
2016-01-26,11500.0
2016-01-27,11500.0
2016-01-28,11500.0
2016-01-29,11500.0
2016-01-30,11500.0
2016-01-31,11500.0
2016-02-01,11500.0
2016-02-02,11500.0
2016-02-03,11500.0
2016-02-04,11500.0
2016-02-05,11500.0
2016-02-06,11500.0
2016-02-07,11500.0
2016-02-08,11500.0
2016-02-09,11500.0
2016-02-10,11500.0
2016-02-11,11500.0
2016-02-12,11500.0
2016-02-13,11500.0
2016-02-14,11500.0
2016-02-15,11500.0
2016-02-16,11500.0
2016-02-17,11500.0
2016-02-18,11000.0
2016-02-19,11000.0
2016-02-20,11000.0
2016-02-21,11000.0
2016-02-22,11000.0
2016-02-23,11000.0
2016-02-24,11000.0
2016-02-25,11000.0
2016-02-26,11000.0
2016-02-27,11000.0
2016-02-28,11000.0
2016-02-29,11000.0
2016-03-01,11000.0
2016-03-02,11000.0
2016-03-03,11000.0
2016-03-04,11000.0
2016-03-05,11000.0
2016-03-06,11000.0
2016-03-07,11000.0
2016-03-08,11000.0
2016-03-09,11000.0
2016-03-10,11000.0
2016-03-11,11000.0
2016-03-12,11000.0
2016-03-13,11000.0
2016-03-14,11000.0
2016-03-15,11000.0
2016-03-16,11000.0
2016-03-17,11000.0
2016-03-18,11000.0
2016-03-19,11000.0
2016-03-20,11000.0
2016-03-21,11000.0
2016-03-22,11000.0
2016-03-23,11000.0
2016-03-24,11000.0
2016-03-25,11000.0
2016-03-26,11000.0
2016-03-27,11000.0
2016-03-28,11000.0
2016-03-29,11000.0
2016-03-30,11000.0
2016-03-31,11000.0
2016-04-01,11000.0
2016-04-02,11000.0
2016-04-03,11000.0
2016-04-04,11000.0
2016-04-05,11000.0
2016-04-06,11000.0
2016-04-07,11000.0
2016-04-08,11000.0
2016-04-09,11000.0
2016-04-10,11000.0
2016-04-11,11000.0
2016-04-12,11000.0
2016-04-13,11000.0
2016-04-14,11000.0
2016-04-15,11000.0
2016-04-16,11000.0
2016-04-17,11000.0
2016-04-18,11000.0
2016-04-19,11000.0
2016-04-20,11000.0
2016-04-21,11000.0
2016-04-22,11000.0
2016-04-23,11000.0
2016-04-24,11000.0
2016-04-25,11000.0
2016-04-26,11000.0
2016-04-27,11000.0
2016-04-28,11000.0
2016-04-29,11000.0
2016-04-30,11000.0
2016-05-01,11000.0
2016-05-02,11000.0
2016-05-03,11000.0
2016-05-04,11000.0
2016-05-05,11000.0
2016-05-06,11000.0
2016-05-07,11000.0
2016-05-08,11000.0
2016-05-09,11000.0
2016-05-10,11000.0
2016-05-11,11000.0
2016-05-12,11000.0
2016-05-13,11000.0
2016-05-14,11000.0
2016-05-15,11000.0
2016-05-16,11000.0
2016-05-17,11000.0
2016-05-18,11000.0
2016-05-19,11000.0
2016-05-20,11000.0
2016-05-21,11000.0
2016-05-22,11000.0
2016-05-23,11000.0
2016-05-24,11000.0
2016-05-25,11000.0
2016-05-26,11000.0
2016-05-27,11000.0
2016-05-28,11000.0
2016-05-29,11000.0
2016-05-30,11000.0
2016-05-31,11000.0
2016-06-01,11000.0
2016-06-02,11000.0
2016-06-03,11000.0
2016-06-04,11000.0
2016-06-05,11000.0
2016-06-06,11000.0
2016-06-07,11000.0
2016-06-08,11000.0
2016-06-09,11000.0
2016-06-10,11000.0
2016-06-11,11000.0
2016-06-12,11000.0
2016-06-13,11000.0
2016-06-14,11000.0
2016-06-15,11000.0
2016-06-16,11000.0
2016-06-17,11000.0
2016-06-18,11000.0
2016-06-19,11000.0
2016-06-20,11000.0
2016-06-21,11000.0
2016-06-22,11000.0
2016-06-23,11000.0
2016-06-24,11000.0
2016-06-25,11000.0
2016-06-26,11000.0
2016-06-27,11000.0
2016-06-28,11000.0
2016-06-29,11000.0
2016-06-30,11000.0
2016-07-01,11000.0
2016-07-02,11000.0
2016-07-03,11000.0
2016-07-04,11000.0
2016-07-05,11000.0
2016-07-06,11000.0
2016-07-07,11000.0
2016-07-08,11000.0
2016-07-09,11000.0
2016-07-10,11000.0
2016-07-11,11000.0
2016-07-12,11000.0
2016-07-13,11000.0
2016-07-14,11000.0
2016-07-15,11000.0
2016-07-16,11000.0
2016-07-17,11000.0
2016-07-18,11000.0
2016-07-19,11000.0
2016-07-20,11000.0
2016-07-21,11000.0
2016-07-22,11000.0
2016-07-23,11000.0
2016-07-24,11000.0
2016-07-25,11000.0
2016-07-26,11000.0
2016-07-27,11000.0
2016-07-28,11000.0
2016-07-29,11000.0
2016-07-30,11000.0
2016-07-31,11000.0
2016-08-01,11000.0
2016-08-02,11000.0
2016-08-03,11000.0
2016-08-04,11000.0
2016-08-05,11000.0
2016-08-06,11000.0
2016-08-07,11000.0
2016-08-08,11000.0
2016-08-09,11000.0
2016-08-10,11000.0
2016-08-11,11000.0
2016-08-12,11000.0
2016-08-13,11000.0
2016-08-14,11000.0
2016-08-15,11000.0
2016-08-16,11000.0
2016-08-17,11000.0
2016-08-18,11000.0
2016-08-19,11000.0
2016-08-20,11000.0
2016-08-21,11000.0
2016-08-22,11000.0
2016-08-23,11000.0
2016-08-24,11000.0
2016-08-25,11000.0
2016-08-26,11000.0
2016-08-27,11000.0
2016-08-28,11000.0
2016-08-29,11000.0
2016-08-30,11000.0
2016-08-31,11000.0
2016-09-01,11000.0
2016-09-02,11000.0
2016-09-03,11000.0
2016-09-04,11000.0
2016-09-05,11000.0
2016-09-06,11000.0
2016-09-07,11000.0
2016-09-08,11000.0
2016-09-09,11000.0
2016-09-10,11000.0
2016-09-11,11000.0
2016-09-12,11000.0
2016-09-13,11000.0
2016-09-14,11000.0
2016-09-15,11000.0
2016-09-16,11000.0
2016-09-17,11000.0
2016-09-18,11000.0
2016-09-19,11000.0
2016-09-20,11000.0
2016-09-21,11000.0
2016-09-22,11000.0
2016-09-23,11000.0
2016-09-24,11000.0
2016-09-25,11000.0
2016-09-26,11000.0
2016-09-27,11000.0
2016-09-28,11000.0
2016-09-29,11000.0
2016-09-30,11000.0
2016-10-01,11000.0
2016-10-02,11000.0
2016-10-03,11000.0
2016-10-04,11000.0
2016-10-05,10700.0
2016-10-06,10700.0
2016-10-07,10700.0
2016-10-08,10700.0
2016-10-09,10700.0
2016-10-10,10700.0
2016-10-11,10700.0
2016-10-12,10700.0
2016-10-13,10700.0
2016-10-14,10700.0
2016-10-15,10700.0
2016-10-16,10700.0
2016-10-17,10700.0
2016-10-18,10700.0
2016-10-19,10700.0
2016-10-20,10700.0
2016-10-21,10700.0
2016-10-22,10700.0
2016-10-23,10700.0
2016-10-24,10700.0
2016-10-25,10700.0
2016-10-26,10700.0
2016-10-27,10700.0
2016-10-28,10700.0
2016-10-29,10700.0
2016-10-30,10700.0
2016-10-31,10700.0
2016-11-01,10700.0
2016-11-02,10700.0
2016-11-03,10300.0
2016-11-04,10300.0
2016-11-05,10300.0
2016-11-06,10300.0
2016-11-07,10300.0
2016-11-08,10300.0
2016-11-09,10300.0
2016-11-10,10300.0
2016-11-11,10300.0
2016-11-12,10300.0
2016-11-13,10300.0
2016-11-14,10300.0
2016-11-15,10300.0
2016-11-16,10300.0
2016-11-17,9800.0
2016-11-18,9800.0
2016-11-19,9800.0
2016-11-20,9800.0
2016-11-21,9800.0
2016-11-22,9800.0
2016-11-23,9800.0
2016-11-24,9800.0
2016-11-25,9800.0
2016-11-26,9300.0
2016-11-27,9300.0
2016-11-28,9300.0
2016-11-29,9300.0
2016-11-30,9300.0
2016-12-01,9300.0
2016-12-02,9300.0
2016-12-03,9300.0
2016-12-04,9300.0
2016-12-05,9300.0
2016-12-06,9300.0
2016-12-07,9300.0
2016-12-08,9300.0
2016-12-09,9300.0
2016-12-10,9300.0
2016-12-11,9300.0
2016-12-12,9300.0
2016-12-13,9300.0
2016-12-14,9300.0
2016-12-15,9300.0
2016-12-16,9300.0
2016-12-17,9300.0
2016-12-18,9300.0
2016-12-19,9300.0
2016-12-20,9300.0
2016-12-21,9300.0
2016-12-22,9300.0
2016-12-23,9300.0
2016-12-24,9300.0
2016-12-25,9300.0
2016-12-26,9300.0
2016-12-27,9300.0
2016-12-28,9300.0
2016-12-29,9300.0
2016-12-30,9300.0
2016-12-31,9293.956043956045
2017-01-01,9287.91208791209
2017-01-02,9281.868131868134
2017-01-03,9275.824175824178
2017-01-04,9269.780219780223
2017-01-05,9263.736263736268
2017-01-06,9257.692307692312
2017-01-07,9251.648351648357
2017-01-08,9245.604395604401
2017-01-09,9239.560439560446
2017-01-10,9233.51648351649
2017-01-11,9227.472527472535
2017-01-12,9221.42857142858
2017-01-13,9215.384615384624
2017-01-14,9209.340659340669
2017-01-15,9203.296703296714
2017-01-16,9197.252747252758
2017-01-17,9191.208791208803
2017-01-18,9185.164835164847
2017-01-19,9179.120879120892
2017-01-20,9173.076923076937
2017-01-21,9167.032967032981
2017-01-22,9160.989010989026
2017-01-23,9154.94505494507
2017-01-24,9148.901098901115
2017-01-25,9142.85714285716
2017-01-26,9136.813186813204
2017-01-27,9130.769230769249
2017-01-28,9124.725274725293
2017-01-29,9118.681318681338
2017-01-30,9294.416243654823
2017-01-31,9288.832487309646
2017-02-01,9283.24873096447
2017-02-02,9277.664974619292
2017-02-03,9272.081218274116
2017-02-04,9266.497461928939
2017-02-05,9260.913705583762
2017-02-06,9255.329949238585
2017-02-07,9249.746192893408
2017-02-08,9244.162436548231
2017-02-09,9238.578680203054
2017-02-10,9232.994923857877
2017-02-11,9227.4111675127
2017-02-12,9221.827411167524
2017-02-13,9216.243654822347
2017-02-14,9210.65989847717
2017-02-15,9205.076142131993
2017-02-16,9199.492385786816
2017-02-17,9193.90862944164
2017-02-18,9188.324873096462
2017-02-19,9182.741116751286
2017-02-20,9177.157360406109
2017-02-21,9171.573604060932
2017-02-22,9165.989847715755
2017-02-23,9160.406091370578
2017-02-24,9154.822335025401
2017-02-25,9149.238578680224
2017-02-26,9143.654822335047
2017-02-27,9138.07106598987
2017-02-28,9132.487309644694
2017-03-01,8793.632075471698
2017-03-02,8787.264150943396
2017-03-03,8780.896226415094
2017-03-04,8774.528301886792
2017-03-05,8768.16037735849
2017-03-06,8761.792452830188
2017-03-07,8755.424528301886
2017-03-08,8749.056603773584
2017-03-09,8742.688679245282
2017-03-10,8736.32075471698
2017-03-11,8729.952830188678
2017-03-12,8723.584905660377
2017-03-13,8717.216981132075
2017-03-14,8710.849056603773
2017-03-15,8704.48113207547
2017-03-16,8698.113207547169
2017-03-17,8691.745283018867
2017-03-18,8685.377358490565
2017-03-19,8679.009433962263
2017-03-20,8672.64150943396
2017-03-21,8666.273584905659
2017-03-22,8659.905660377357
2017-03-23,8653.537735849055
2017-03-24,8647.169811320753
2017-03-25,8640.801886792451
2017-03-26,8634.43396226415
2017-03-27,8628.066037735847
2017-03-28,8621.698113207545
2017-03-29,8615.330188679243
2017-03-30,8608.962264150941
2017-03-31,8794.052863436124
2017-04-01,8788.105726872247
2017-04-02,8782.15859030837
2017-04-03,8776.211453744494
2017-04-04,8770.264317180618
2017-04-05,8764.317180616741
2017-04-06,8758.370044052865
2017-04-07,8752.422907488988
2017-04-08,8746.475770925112
2017-04-09,8740.528634361235
2017-04-10,8734.581497797359
2017-04-11,8728.634361233482
2017-04-12,8722.687224669606
2017-04-13,8716.74008810573
2017-04-14,8710.792951541853
2017-04-15,8704.845814977976
2017-04-16,8698.8986784141
2017-04-17,8692.951541850223
2017-04-18,8687.004405286347
2017-04-19,8681.05726872247
2017-04-20,8675.110132158594
2017-04-21,8669.162995594717
2017-04-22,8663.21585903084
2017-04-23,8657.268722466964
2017-04-24,8651.321585903088
2017-04-25,8645.374449339211
2017-04-26,8639.427312775335
2017-04-27,8633.480176211458
2017-04-28,8627.533039647582
2017-04-29,8621.585903083705
2017-04-30,8794.421487603306
2017-05-01,8788.842975206611
2017-05-02,8783.264462809917
2017-05-03,8777.685950413223
2017-05-04,8772.107438016528
2017-05-05,8766.528925619834
2017-05-06,8760.95041322314
2017-05-07,8755.371900826445
2017-05-08,8749.79338842975
2017-05-09,8744.214876033056
2017-05-10,8738.636363636362
2017-05-11,8733.057851239668
2017-05-12,8727.479338842973
2017-05-13,8721.90082644628
2017-05-14,8716.322314049585
2017-05-15,8710.74380165289
2017-05-16,8705.165289256196
2017-05-17,8699.586776859502
2017-05-18,8694.008264462807
2017-05-19,8688.429752066113
2017-05-20,8682.851239669419
2017-05-21,8677.272727272724
2017-05-22,8671.69421487603
2017-05-23,8666.115702479336
2017-05-24,8660.537190082641
2017-05-25,8654.958677685947
2017-05-26,8649.380165289253
2017-05-27,8643.801652892558
2017-05-28,8638.223140495864
2017-05-29,8632.64462809917
2017-05-30,8794.747081712063
2017-05-31,8789.494163424126
2017-06-01,8784.241245136189
2017-06-02,8778.988326848252
2017-06-03,8773.735408560315
2017-06-04,8768.482490272378
2017-06-05,8763.22957198444
2017-06-06,8757.976653696503
2017-06-07,8752.723735408566
2017-06-08,8747.47081712063
2017-06-09,8742.217898832692
2017-06-10,8736.964980544755
2017-06-11,8731.712062256818
2017-06-12,8726.459143968881
2017-06-13,8721.206225680944
2017-06-14,8715.953307393007
2017-06-15,8710.70038910507
2017-06-16,8705.447470817133
2017-06-17,8700.194552529196
2017-06-18,8694.941634241259
2017-06-19,8689.688715953322
2017-06-20,8684.435797665385
2017-06-21,8679.182879377448
2017-06-22,8673.92996108951
2017-06-23,8668.677042801573
2017-06-24,8663.424124513636
2017-06-25,8658.1712062257
2017-06-26,8652.918287937762
2017-06-27,8647.665369649825
2017-06-28,8642.412451361888
2017-06-29,8795.036764705883
2017-06-30,8790.073529411766
2017-07-01,8785.110294117649
2017-07-02,8780.147058823532
