<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:ff0f46e433264a5376f5fb207eb789dbee9e6eb62dd5801b359b8492972a3902
size 49713
=======
DATE,STATENAME,MANDINAME,VOLATILITY,SAMEMONTH,LASTMONTH,LASTYEAR
2016-01-01,ANDHRA PRADESH,HYDERABAD,0.0,Normal,Normal,Normal
2016-01-01,ANDHRA PRADESH,KARIMNAGAR,0.013394353423628831,Normal,Normal,Normal
2016-01-01,ANDHRA PRADESH,TIRUPATHI,0.0,Normal,Normal,Normal
2016-01-01,ANDHRA PRADESH,VIJAYWADA,0.0,Normal,Normal,Normal
2016-01-01,ANDHRA PRADESH,VISAKHAPATNAM,0.0,Normal,Normal,Normal
2016-01-01,ODISHA,BALASORE,0.0,Normal,Normal,Normal
2016-01-01,ODISHA,BERHAMPUR,0.0,Normal,Normal,Normal
2016-01-01,ODISHA,BHUBANESHWAR,0.017821252611604072,Normal,Normal,Normal
2016-01-01,ODISHA,CUTTACK,0.02331775259767524,Anomaly,Normal,Normal
2016-01-01,ODISHA,SAMBALPUR,0.037163879396981285,Anomaly,Normal,Normal
2016-02-01,ANDHRA PRADESH,HYDERABAD,0.022191863222296482,Normal,Anomaly,Normal
2016-02-01,ANDHRA PRADESH,KARIMNAGAR,0.009441812543425913,Normal,Normal,Normal
2016-02-01,ANDHRA PRADESH,TIRUPATHI,0.0,Normal,Normal,Normal
2016-02-01,ANDHRA PRADESH,VIJAYWADA,0.04101661198183937,Anomaly,Anomaly,Normal
2016-02-01,ANDHRA PRADESH,VISAKHAPATNAM,0.0,Normal,Normal,Normal
2016-02-01,ODISHA,BALASORE,0.0,Normal,Normal,Normal
2016-02-01,ODISHA,BERHAMPUR,0.0,Normal,Normal,Normal
2016-02-01,ODISHA,BHUBANESHWAR,0.02264750345894312,Normal,Anomaly,Normal
2016-02-01,ODISHA,CUTTACK,0.028749741225865592,Anomaly,Anomaly,Normal
2016-02-01,ODISHA,SAMBALPUR,0.02246706456519362,Normal,Anomaly,Normal
2016-03-01,ANDHRA PRADESH,HYDERABAD,0.0,Normal,Normal,Normal
2016-03-01,ANDHRA PRADESH,KARIMNAGAR,0.0,Normal,Normal,Normal
2016-03-01,ANDHRA PRADESH,TIRUPATHI,0.0,Normal,Normal,Normal
