<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:3964cdf4ba17a4e04e6ce0936fe21a159a0dbb561cb93de28e09b3420b22e050
size 163971
=======
Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal),
Achalda,14/06/2019,2.1,Hybrid,2000,2300,2200,
Achnera,01/06/2019,1.5,Tomato,1700,1800,1750,
,02/06/2019,1.6,Tomato,1650,1750,1700,
,03/06/2019,1.5,Tomato,1720,1760,1740,
,04/06/2019,1.5,Tomato,1740,1820,1780,
,05/06/2019,1.6,Tomato,1700,1800,1750,
,07/06/2019,1.6,Tomato,1750,1850,1800,
,08/06/2019,1.6,Tomato,1800,1870,1830,
,09/06/2019,1.7,Tomato,1750,1850,1800,
,10/06/2019,1.6,Tomato,1750,1850,1800,
,11/06/2019,1.6,Tomato,1750,1850,1800,
,12/06/2019,1.7,Tomato,1800,1880,1840,
,14/06/2019,1.6,Tomato,1800,1900,1850,
,15/06/2019,1.6,Tomato,1750,1850,1800,
,16/06/2019,1.6,Tomato,1750,1850,1800,
,17/06/2019,1.6,Tomato,1800,1880,1840,
,18/06/2019,1.5,Tomato,1850,1950,1900,
,19/06/2019,1.5,Tomato,1800,1900,1850,
,21/06/2019,1.5,Tomato,1800,1880,1840,
,22/06/2019,1.5,Tomato,1800,1900,1850,
,24/06/2019,1.4,Tomato,1800,1880,1840,
,25/06/2019,1.5,Tomato,1800,1880,1840,
,26/06/2019,1.5,Tomato,1750,1850,1800,
,28/06/2019,1.5,Tomato,1800,1880,1840,
,29/06/2019,1.9,Tomato,1550,1650,1600,
,30/06/2019,1.7,Tomato,1550,1650,1600,
Agra,03/06/2019,79,Hybrid,1800,1950,1880,
,04/06/2019,82,Hybrid,1680,1850,1750,
,05/06/2019,85,Hybrid,1650,1850,1740,
,06/06/2019,90,Hybrid,1600,1800,1700,
,07/06/2019,96,Hybrid,1700,1900,1800,
,08/06/2019,97,Hybrid,1750,1980,1850,
,10/06/2019,84,Hybrid,1850,1980,1900,
,11/06/2019,98,Hybrid,1850,2000,1900,
,12/06/2019,104,Hybrid,1650,1850,1750,
,13/06/2019,106,Hybrid,1500,1700,1600,
,14/06/2019,108,Hybrid,1600,1740,1650,
,15/06/2019,115,Hybrid,1550,1700,1620,
,17/06/2019,110,Hybrid,1700,1880,1750,
