<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:c1deeacbaafb0160a44e1f24d984a22b4ed854bf6e94de316a568ed96407d450
size 5049
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
CHANDIGARH,30,22,21,43,67,54,78,58,35,35,105,98,68,88,96,108,38,225,15,23,58,40
DELHI,28,18,20,54,69,66,79,65,35,32,167,100,78,95,106,NR,41,205,16,21,58,38
HISAR,25,14,18,61,68,68,69,NR,34,42,145,87,85,80,95,NR,33,160,15,20,60,40
KARNAL,24,19,23,45,69,58,72,NR,36,40,143,74,68,81,97,NR,39,150,16,22,57,40
SHIMLA,32,NR,22,48,70,60,80,60,37,30,165,119,77,86,NR,NR,45,160,16,20,60,40
MANDI,25,NR,20,46,72,60,74,64,36,25,NR,108,75,77,NR,NR,38,285,16,18,56,30
SRINAGAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
JAMMU,33,18,20,46,74,72,74,66,38,38,170,115,76,95,115,77,40,210,16,20,60,35
AMRITSAR,35,19,21,46,69,48,72,62,38,38,142,94,67,92,95,NR,38,240,18,20,60,33
LUDHIANA,24,14,17,69,70,72,74,75,35,35,120,100,75,73,120,75,40,170,14,25,50,30
BATHINDA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
LUCKNOW,21,16,18,57,70,80,80,70,35,40,146,105,70,NR,NR,NR,46,229,16,16,50,35
KANPUR,19,16,18,50,70,60,76,58,38,40,115,85,80,NR,NR,NR,40,190,14,12,60,40
VARANASI,20,15,20,45,69,65,80,55,38,40,125,105,69,NR,NR,NR,36,230,16,14,50,35
AGRA,24,16,18,45,68,55,72,56,35,36,110,88,65,NR,NR,NR,33,250,14,12,50,30
DEHRADUN,20,16,20,49,66,55,80,NR,35,35,127,82,66,90,NR,NR,40,240,16,18,56,30
RAIPUR,22,22,23,43,75,50,72,60,35,31,130,90,72,85,100,80,50,200,8,14,50,18
PANAJI,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
AHMEDABAD,19,19,16,46,65,55,72,42,35,40,104,86,65,86,87,60,48,250,15,18,32,28
