<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:06df9d471a96b566f44e3b0c208daec4f42fda456d78ba6f3317bd4926467712
size 14940
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
CHANDIGARH,37,20,24,70,115,110,115,95,37,56,175,190,140,150,175,129,48,233,21,18,27,57
DELHI,32,NR,26,73,105,123,103,97,40,48,192,203,148,159,189,137,50,242,21,20,32,60
HISAR,30,21,25,70,110,100,95,95,40,50,170,180,135,155,170,125,40,240,20,20,25,30
KARNAL,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
PANCHKULA,32,22,26,75,91,92,95,82,40,54,195,198,151,165,184,140,47,250,20,26,36,55
GURGAON,35,22,28,65,97,86,90,87,42,56,176,172,140,143,153,143,40,297,15,25,40,90
SHIMLA,35,NR,28,75,105,113,103,97,45,50,186,188,152,156,NR,NR,50,295,22,28,31,70
MANDI,36,NR,25,75,107,101,98,102,43,42,183,200,142,143,168,136,42,256,21,23,34,55
DHARAMSHALA,25,NR,25,70,110,101,97,92,43,40,NR,184,150,150,NR,NR,43,280,21,25,42,49
SOLAN,34,25,25,74,107,107,95,99,43,40,185,191,143,140,162,NR,46,253,21,22,25,47
UNA,34,NR,24,69,102,98,89,98,41,58,174,172,147,146,167,134,44,216,20,19,34,55
BILASPUR-HP,40,NR,24,70,109,102,98,99,42,51,NR,183,143,138,NR,NR,39,340,20,16,26,65
CHAMBA,24,NR,25,69,113,100,94,98,43,55,195,201,170,153,NR,139,40,301,21,16,40,60
HAMIRPUR,27,NR,24,70,105,100,97,97,44,60,NR,184,144,NR,NR,NR,44,260,20,11,32,72
SRINAGAR,32,32,38,85,120,117,107,107,47,43,NR,210,150,167,200,NR,52,310,22,32,47,87
JAMMU,38,25,28,70,110,110,110,108,45,45,NR,212,152,158,170,137,40,297,24,25,35,60
POONCH,36,25,30,80,113,117,107,100,47,64,NR,182,150,170,215,NR,43,300,24,30,50,70
KUPWARA,28,28,26,90,127,112,117,117,52,45,173,192,153,183,192,210,52,350,22,30,31,90
AMRITSAR,33,20,33,115,140,125,143,128,41,54,NR,188,145,153,190,NR,55,300,20,22,32,83
LUDHIANA,35,22,27,78,105,110,102,105,43,50,185,177,139,150,175,NR,50,280,26,25,35,70
BATHINDA,40,21,25,78,110,120,108,103,42,49,193,167,140,146,177,128,45,287,26,30,37,58
LUCKNOW,28,22,25,72,100,110,95,91,41,56,240,200,183,183,194,176,50,455,18,23,28,65
KANPUR,29,17,24,67,103,108,85,88,41,56,160,192,114,150,156,115,46,156,18,25,45,40
VARANASI,37,28,32,78,105,113,111,96,49,65,211,199,139,161,192,142,59,250,25,17,30,50
AGRA,30,22,24,75,105,102,100,96,42,57,185,180,135,155,157,130,45,350,22,20,35,55
JHANSI,31,19,22,71,97,96,91,86,43,51,167,180,136,147,147,125,43,240,18,20,32,39
MEERUT,36,26,28,79,109,109,107,103,39,56,183,171,162,170,180,139,46,433,20,28,51,72
ALLAHABAD,28,25,28,75,106,105,104,73,43,54,195,178,141,155,175,129,44,263,20,23,30,53
GORAKHPUR,24,20,22,68,89,87,105,94,44,48,169,186,126,153,159,130,39,188,20,19,32,69
SAHARANPUR,50,31,34,72,102,98,93,96,43,60,182,187,170,165,198,140,47,422,31,28,35,52
BAREILLY,46,NR,28,93,113,117,113,117,41,55,182,183,142,155,188,138,43,402,20,23,37,62
AYODHYA,28,22,26,71,95,91,93,98,42,55,183,195,129,161,179,132,47,220,22,16,31,58
MORADABAD,31,22,27,64,95,95,88,93,42,55,250,185,145,143,180,135,40,250,21,27,37,58
ALIGARH,32,21,24,70,110,110,100,110,40,56,175,170,115,135,160,122,50,230,20,20,30,80
MIRZAPUR (VINDHYANCHAL),35,22,24,75,94,105,97,77,41,43,196,181,141,148,189,149,54,209,19,23,27,38
BANDA,34,19,25,69,89,99,101,86,42,59,195,181,150,150,210,132,53,238,21,13,29,41
AZAMGARH,21,21,25,69,99,109,109,109,43,60,163,189,118,149,153,122,53,295,21,28,39,76
GONDA (DEVIPATAN),NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
DEHRADUN,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
HALDWANI,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
RUDRAPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
