<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:2281377335889419825eb0815ef1d576c8d5ad09a9131ee89c1f3220f63200c7
size 4339
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
CHANDIGARH,22,15,17,48,65,62,70,50,35,35,107,94,64,80,90,107,30,265,13,8,9,15
DELHI,24,16,17,49,69,69,69,51,33,29,136,92,77,88,101,NR,35,165,14,10,15,20
HISAR,22,14,18,48,62,61,63,NR,35,36,119,80,69,79,80,NR,30,150,14,7,11,12
KARNAL,19,13,15,43,57,54,NR,NR,35,35,112,73,70,80,82,NR,27,140,12,5,10,15
SHIMLA,28,NR,18,55,65,62,65,52,35,26,126,121,79,88,NR,NR,37,130,14,8,10,20
MANDI,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
SRINAGAR,22,20,20,62,60,NR,NR,NR,35,29,NR,108,88,NR,NR,NR,NR,296,13,10,10,NR
JAMMU,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
AMRITSAR,21,14,16,46,67,44,62,44,33,33,115,106,79,88,98,NR,32,158,13,7,8,11
LUDHIANA,24,14,17,51,65,60,61,48,34,34,128,94,71,88,96,70,35,180,14,8,13,15
BATHINDA,26,14,15,52,74,60,64,53,35,32,126,113,77,88,102,NR,34,180,14,7,12,14
LUCKNOW,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
KANPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
VARANASI,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
AGRA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
DEHRADUN,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
RAIPUR,19,17,19,52,60,46,55,38,30,24,110,88,75,77,90,NR,35,180,8,10,10,8
AHMEDABAD,18,16,15,42,57,52,55,38,30,36,126,72,64,81,82,66,38,230,13,7,7,10
RAJKOT,20,14,16,52,60,60,55,45,32,38,124,80,68,82,80,65,48,260,12,10,10,10
BHOPAL,18,14,16,41,70,54,66,44,29,35,115,72,58,70,73,56,35,165,12,10,10,10
INDORE,23,14,16,52,60,52,60,45,32,31,143,NR,71,82,98,NR,35,180,8,7,10,12
MUMBAI,22,21,22,55,70,68,72,54,33,36,121,96,88,84,90,67,44,200,14,13,13,19
NAGPUR,22,19,22,44,59,60,63,44,33,29,121,82,78,79,92,73,38,140,13,10,9,13
JAIPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
JODHPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
KOTA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
PATNA,25,14,15,49,60,54,58,39,31,28,NR,95,65,89,87,71,NR,150,9,8,9,10
BHAGALPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
RANCHI,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
BHUBANESHWAR,19,15,16,50,54,52,57,42,32,24,NR,95,65,80,90,71,31,120,13,8,10,12
CUTTACK,19,15,15,48,56,43,53,43,33,24,NR,93,65,NR,92,70,32,160,14,8,10,10
SAMBALPUR,19,14,16,50,54,50,58,40,34,24,NR,90,66,84,90,70,33,150,14,9,10,10
KOLKATA,19,NR,17,48,65,62,75,44,34,26,120,95,62,82,95,65,NR,120,8,6,12,12
SILIGURI,17,14,15,50,60,72,60,46,33,26,NR,97,64,82,99,NR,NR,100,5,7,10,10
ITANAGAR,18,13,18,55,65,65,65,60,35,40,99,104,80,104,149,NR,45,NR,10,10,15,40
