<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:7053a137a4acb6a212a51c3d7313de6d2522f5f4313887d1da9a1a4d238478a2
size 10159
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
CHANDIGARH,36,22,23,75,109,109,110,76,37,52,160,140,120,128,138,110,36,213,21,13,46,22
DELHI,29,20,24,70,105,110,110,78,37,46,176,149,121,136,158,114,50,243,20,18,52,23
HISAR,30,22,26,75,100,95,100,85,40,55,155,125,100,105,115,95,38,230,20,18,30,25
KARNAL,28,21,24,70,100,100,102,75,36,50,165,130,117,122,145,112,35,245,19,8,36,18
PANCHKULA,34,24,28,68,103,104,110,91,40,58,159,145,110,137,140,110,50,227,19,24,36,22
GURGAON,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
SHIMLA,35,NR,26,78,105,110,110,78,39,47,166,145,111,120,NR,NR,41,297,20,19,37,28
MANDI,35,NR,24,67,100,101,106,73,39,40,170,155,118,130,148,114,34,249,21,12,40,32
DHARAMSHALA,26,NR,25,70,110,110,105,75,41,40,123,163,115,116,140,NR,40,280,21,17,40,30
SOLAN,38,NR,26,70,100,110,100,80,38,40,NR,155,120,120,NR,NR,45,240,21,15,45,30
UNA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
SRINAGAR,54,30,30,80,120,120,100,80,40,42,NR,160,125,130,165,NR,50,300,21,40,50,40
JAMMU,35,22,24,68,112,107,105,77,40,45,NR,163,127,142,150,120,40,280,21,18,42,28
POONCH,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
AMRITSAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,187,165,132,137,121,NR,NR,NR,NR,NR,NR,NR
LUDHIANA,32,22,27,65,102,90,97,75,38,50,170,145,115,123,145,NR,50,247,18,18,40,28
BATHINDA,35,21,30,70,103,100,102,77,38,47,170,130,115,127,135,110,43,263,18,14,45,28
LUCKNOW,21,22,23,64,100,150,100,66,38,52,172,156,139,138,145,139,43,380,18,14,45,25
KANPUR,26,18,24,65,99,105,87,64,40,56,122,123,87,124,132,94,43,150,20,10,25,20
