<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:49f2fb80742c66b2940ac674f3f435463e799c4e8f2cabce4cdd985d9bd67d4f
size 4624
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
CHANDIGARH,23,15,18,54,65,62,66,56,36,35,107,100,72,82,85,107,32,265,14,12,10,20
DELHI,24,15,17,63,71,65,68,52,35,29,166,102,84,92,105,NR,38,174,16,18,13,15
HISAR,23,13,14,51,71,68,70,NR,34,40,108,85,69,80,90,NR,30,150,14,15,14,11
KARNAL,20,13,15,52,60,54,NR,NR,35,36,124,87,75,85,94,NR,27,140,12,11,13,12
SHIMLA,28,NR,19,60,65,62,63,55,36,26,143,123,86,91,NR,NR,37,130,14,15,12,16
MANDI,22,NR,16,60,64,59,63,52,35,20,118,115,80,86,NR,NR,36,280,14,15,12,10
SRINAGAR,21,20,20,60,70,NR,NR,NR,32,30,NR,112,82,NR,NR,NR,NR,300,13,21,16,NR
JAMMU,26,14,15,55,65,63,64,53,37,28,NR,NR,75,93,99,82,38,195,14,20,14,15
AMRITSAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
LUDHIANA,24,14,17,55,63,62,61,51,34,34,130,90,75,85,110,73,35,180,14,14,13,20
BATHINDA,26,14,16,60,71,59,69,59,36,32,132,110,85,92,109,NR,37,176,NR,15,10,15
LUCKNOW,19,13,15,58,65,70,72,52,33,40,126,97,77,NR,NR,NR,38,200,15,15,10,26
KANPUR,15,13,14,55,60,55,62,50,34,38,115,95,74,NR,NR,NR,36,140,14,14,10,12
VARANASI,15,11,14,52,58,56,65,40,33,40,125,90,66,NR,NR,NR,30,200,16,15,10,20
AGRA,17,12,14,53,57,53,53,49,33,34,87,84,73,NR,NR,NR,30,200,12,12,10,15
DEHRADUN,16,14,16,55,60,60,72,NR,35,36,90,90,72,91,NR,NR,32,150,14,15,12,12
RAIPUR,19,17,20,58,65,50,60,50,32,30,140,100,85,84,93,76,35,160,8,16,10,16
PANAJI,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
AHMEDABAD,19,17,17,52,58,50,58,44,31,36,141,86,73,78,79,67,40,250,14,13,11,15
RAJKOT,18,16,17,60,62,52,62,47,32,40,140,84,73,78,78,64,45,260,14,15,10,16
BHOPAL,19,14,16,46,70,54,62,44,32,35,120,74,58,72,73,58,36,165,12,12,6,18
INDORE,24,15,17,62,65,55,60,50,32,32,154,NR,82,82,99,NR,37,185,7,15,6,20
MUMBAI,27,24,27,64,71,73,69,60,33,36,132,96,92,82,90,73,47,200,14,20,14,30
NAGPUR,23,19,20,52,60,53,59,44,33,29,132,91,79,85,96,75,39,152,13,14,13,20
JAIPUR,22,15,15,52,57,44,52,44,33,26,132,89,63,82,80,NR,30,130,12,12,8,14
JODHPUR,27,12,15,51,50,42,46,NR,31,30,136,107,67,NR,NR,NR,24,220,15,12,7,15
KOTA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
PATNA,25,15,16,50,59,55,54,42,33,30,NR,94,75,93,93,75,NR,155,11,13,10,18
BHAGALPUR,21,15,16,48,62,47,59,39,33,30,NR,94,69,79,81,54,31,230,10,16,10,32
RANCHI,27,16,16,55,62,NR,NR,NR,34,NR,150,101,75,NR,NR,NR,NR,225,14,15,9,15
BHUBANESHWAR,19,15,17,57,55,48,51,54,33,24,NR,94,73,89,93,72,36,120,15,14,12,20
CUTTACK,19,15,16,57,57,43,46,48,33,24,NR,94,75,NR,94,72,36,160,14,13,11,28
SAMBALPUR,19,14,16,55,54,50,55,45,33,24,NR,94,77,88,90,74,32,150,16,15,10,20
KOLKATA,20,NR,16,60,68,60,72,46,34,28,140,98,76,86,100,65,NR,120,8,14,14,28
SILIGURI,18,15,15,54,60,72,55,54,33,30,NR,103,77,91,101,NR,NR,100,5,15,12,20
PORT BLAIR,40,25,30,69,72,NR,NR,58,39,44,105,110,100,NR,96,78,48,180,14,22,18,32
ITANAGAR,18,NR,18,65,65,65,65,60,35,40,99,110,80,104,159,NR,45,NR,14,20,15,30
GUWAHATI,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
SHILLONG,17,NR,16,60,55,65,64,48,36,NR,90,104,72,NR,96,82,NR,200,16,15,23,20
AIZAWL,26,NR,17,NR,NR,75,65,57,40,NR,NR,88,NR,NR,107,NR,NR,248,17,25,30,60
DIMAPUR,15,16,17,55,65,45,65,60,35,NR,100,99,75,NR,NR,NR,NR,160,10,20,20,40
AGARTALA,19,NR,21,51,65,75,57,63,36,29,NR,108,56,NR,NR,NR,34,140,12,19,15,23
VIJAYWADA,22,23,21,58,60,51,63,49,34,31,122,84,71,NR,82,67,44,183,9,19,10,15
