<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:297229c21e8e6a592fa1a7698190f402cf8d4bdad1a114964a3dbb7c4123d162
size 2621
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
CHANDIGARH,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,NR,NR,NR,NR,NR
DELHI,23,15,17,36,71,67,76,59,39,22,115,69,56,56,67,NR,,158,12,8,17,17
SHIMLA,26,NR,20,33,72,68,80,NR,40,20,83,75,51,NR,NR,NR,,150,12,10,20,NR
SRINAGAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,NR,NR,NR,NR,NR
JAMMU,24,14,16,32,70,NR,NR,NR,40,22,90,74,52,NR,NR,NR,,292,12,8,17,NR
AMRITSAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,NR,NR,NR,NR,NR
LUDHIANA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,NR,NR,NR,NR,NR
LUCKNOW,17,14,15,28,63,NR,NR,NR,38,NR,59,62,47,NR,NR,NR,,191,11,5,16,NR
DEHRADUN,16,15,16,34,66,60,88,NR,39,24,80,57,48,56,NR,NR,,145,12,8,18,18
RAIPUR,19,20,22,30,70,55,75,49,36,22,85,76,50,55,60,NR,,180,10,8,20,NR
AHMEDABAD,17,16,16,29,54,61,79,46,38,26,74,52,46,NR,NR,NR,,180,12,10,18,13
BHOPAL,17,16,17,30,58,58,68,51,39,26,77,65,53,55,64,48,,150,10,8,10,8
MUMBAI,21,20,21,36,70,69,89,53,38,23,100,75,56,62,65,47,,165,12,11,12,13
JAIPUR,22,14,15,26,60,46,70,44,37,21,78,54,43,55,64,NR,,120,11,9,16,12
PATNA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,NR,NR,NR,NR,NR
RANCHI,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,NR,NR,NR,NR,NR
BHUBANESHWAR,16,16,18,31,63,54,77,48,38,22,NR,63,45,NR,60,50,,180,11,5,16,NR
KOLKATA,17,NR,17,34,62,60,90,52,38,21,90,62,40,52,58,43,,100,8,4,15,NR
GUWAHATI,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,NR,NR,NR,NR,NR
SHILLONG,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,NR,NR,NR,NR,NR
AIZAWL,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,NR,NR,NR,NR,NR
KOHIMA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,NR,NR,NR,NR,NR
AGARTALA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,NR,NR,NR,NR,NR
BENGALURU,17,20,19,28,56,60,82,NR,35,16,64,NR,44,51,54,46,,240,12,10,12,8
T.PURAM,22,21,21,42,70,75,72,59,40,20,66,75,50,62,60,46,,141,8,28,28,27
CHENNAI,20,22,23,32,65,65,80,NR,36,21,75,69,54,NR,57,42,,330,12,12,14,6
HYDERABAD,17,17,20,28,55,60,78,51,38,26,65,70,51,NR,NR,NR,,140,10,8,9,NR
Average Price,19.44,17.14,18.31,31.81,64.06,61.29,78.86,51.2,38.06,22.13,80.07,66.53,49.13,56,60.9,46,,178.88,10.94,9.5,16.13,13.56
Maximum Price,26,22,23,42,72,75,90,59,40,26,115,76,56,62,67,50,,330,12,28,28,27
Minimum Price,16,14,15,26,54,46,68,44,35,16,59,52,40,51,54,42,,100,8,4,9,6
Modal Price,17,16.6666666666667,16.5,28,70,60,80,55,38,22,90,75,52.3333333333333,55,60,46,,180,12,8,16,10.5
>>>>>>> 6ac9248b3ef33a88bcb4b748e11d3743f40f9979
