<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:b0de2777db1bf9e928d9285d5da7e444093c6b2849252247c6d5aa70721002c3
size 9176
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/ Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Ground- nut Oil *,Must- ard Oil *,Vanas- pati *,Soya Oil *,Sun- flower Oil *,Palm Oil *,Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
AGRA,22,17,22,71,61,56,54,48,42,48,118,82,73,78,94,70,38,200,18,8,40,40
ALLAHABAD,20,18,20,75,65,62,52,60,42,40,125,92,78,83,95,65,45,190,17,10,25,30
AMRITSAR,30,19,22,85,85,80,85,85,43,44,140,98,85,85,100,NR,50,210,18,15,20,60
BATHINDA,30,19,22,NR,85,NR,NR,NR,43,NR,NR,NR,NR,NR,NR,NR,NR,NR,18,15,20,NR
CHANDIGARH,28,23,25,77,66,71,68,60,42,44,128,105,75,85,92,NR,37,220,16,12,30,35
DEHRADUN,23,21,24,75,105,115,105,85,43,42,136,95,77,85,105,NR,38,230,18,22,25,40
DELHI,32,20,23,87,86,94,83,78,43,42,164,120,88,96,108,77,56,228,17,23,43,48
DHARAMSHALA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
GORAKHPUR,21,18,21,80,68,60,76,55,43,42,153,120,69,87,126,76,44,180,20,10,40,40
GURGAON,38,20,23,70,78,84,65,60,42,42,92,82,78,82,94,70,45,260,18,20,27,40
HALDWANI,23,22,25,74,114,115,107,90,43,42,132,100,75,87,105,NR,37,230,18,20,24,50
HARIDWAR,25,22,25,76,115,117,107,88,43,43,136,96,80,86,108,NR,38,210,18,20,26,50
HISAR,34,20,24,85,80,80,80,65,42,40,120,100,80,95,95,64,42,230,18,10,30,40
JAMMU,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
JHANSI,25,18,20,75,72,70,70,65,43,50,NR,90,70,90,NR,NR,40,180,12,8,30,28
KANPUR,25,18,21,74,70,65,58,57,42,52,132,100,82,98,109,82,46,170,14,10,23,25
KARNAL,25,21,27,78,84,78,75,58,44,47,156,98,80,85,105,75,41,210,20,15,40,40
