<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:c963a630095d7c8e1ef4fe91fc9f2c2a1769daf6373445639034004df6743c1b
size 13048
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
CHANDIGARH,37,23,24,69,108,105,109,88,39,51,170,150,130,143,142,115,47,235,20,15,27,18
DELHI,30,NR,24,75,115,118,103,88,38,46,202,184,146,164,194,133,50,223,20,20,31,18
HISAR,32,21,25,75,110,95,95,90,38,50,187,155,138,156,183,138,40,240,20,15,20,10
KARNAL,32,23,25,74,112,110,101,90,39,54,NR,NR,NR,NR,NR,NR,37,258,20,18,27,12
PANCHKULA,34,22,26,72,110,110,105,95,38,52,220,187,154,176,209,143,45,245,20,16,22,16
GURGAON,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
SHIMLA,35,NR,26,78,110,114,109,78,40,50,179,164,140,148,NR,NR,45,300,21,20,31,20
MANDI,35,NR,25,77,108,105,108,82,39,40,185,179,145,148,177,129,38,245,21,16,27,18
DHARAMSHALA,27,NR,25,82,111,111,108,86,41,40,NR,178,150,150,190,NR,42,280,21,15,20,20
SOLAN,33,NR,24,78,117,113,100,85,40,40,180,175,142,148,150,NR,43,260,20,15,25,18
UNA,31,NR,24,72,106,100,94,81,37,50,180,167,140,153,180,139,42,250,21,15,30,13
BILASPUR-HP,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
SRINAGAR,35,30,40,100,130,140,130,120,50,45,NR,200,155,190,175,NR,55,300,21,40,40,30
JAMMU,35,22,25,75,115,110,110,90,44,45,NR,192,153,170,182,142,44,293,21,20,30,20
POONCH,31,25,30,80,113,113,103,90,45,64,NR,168,143,160,170,NR,40,300,21,23,40,30
AMRITSAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
LUDHIANA,35,22,27,75,105,115,102,87,39,50,192,172,139,162,185,NR,50,280,25,14,28,17
BATHINDA,35,21,29,79,110,110,106,89,39,49,NR,151,148,160,173,131,43,287,25,18,28,16
LUCKNOW,35,23,24,74,107,147,100,85,38,52,222,205,193,183,205,189,46,410,18,18,28,20
KANPUR,30,18,24,74,115,100,90,75,40,56,145,147,102,149,155,105,45,155,20,20,25,20
VARANASI,36,29,32,83,116,115,115,93,44,62,209,180,129,170,177,119,56,250,25,21,27,22
AGRA,30,22,24,80,110,105,108,90,38,55,190,170,132,154,156,130,40,250,20,15,26,10
JHANSI,34,18,22,71,102,100,97,82,39,51,182,173,131,158,184,142,35,225,18,17,19,11
MEERUT,36,25,27,88,109,103,109,97,38,55,172,180,171,170,181,144,39,437,19,20,27,12
ALLAHABAD,29,23,29,74,104,144,102,73,42,53,196,171,143,156,181,135,45,260,20,22,30,21
GORAKHPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
SAHARANPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
BAREILLY,34,18,27,95,118,123,117,110,39,55,187,167,138,165,177,NR,43,317,20,11,25,22
AYODHYA,28,22,24,77,102,102,102,89,39,52,197,175,123,162,187,129,45,NR,20,18,27,17
MORADABAD,47,21,33,85,117,110,95,98,38,55,130,153,137,133,143,137,40,138,28,18,19,18
ALIGARH,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
MIRZAPUR (VINDHYANCHAL),NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
DEHRADUN,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
HALDWANI,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
RUDRAPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
HARIDWAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
RAIPUR,38,37,34,93,120,108,112,86,41,42,185,185,112,162,175,142,41,290,18,16,28,20
DURG,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
AMBIKAPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
BILASPUR-CG,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
JAGDALPUR,32,25,32,73,75,91,95,76,39,62,175,178,108,147,158,133,32,282,19,18,26,16
PANAJI,39,36,32,92,110,130,118,95,38,48,195,175,155,155,175,145,58,307,18,35,32,28
AHMEDABAD,25,22,25,67,100,92,97,80,39,52,172,117,85,109,130,95,51,243,17,20,35,22
RAJKOT,37,26,27,65,90,92,88,71,37,52,171,168,110,112,173,126,39,253,13,18,16,18
SURAT,32,28,27,68,104,104,96,84,38,52,152,149,92,124,131,104,49,338,16,23,30,25
BHUJ,28,26,26,71,98,110,100,80,38,52,170,155,140,155,175,140,52,275,15,22,22,20
BHOPAL,44,24,26,93,110,109,108,81,41,55,181,173,131,160,185,100,47,320,17,22,21,15
INDORE,43,24,27,90,108,108,112,90,40,52,182,172,135,151,177,100,43,294,18,21,20,19
GWALIOR,34,26,34,75,109,92,97,78,45,56,180,175,150,158,197,NR,43,300,20,18,21,15
JABALPUR,35,20,28,90,125,100,95,88,40,58,155,120,125,120,160,100,36,270,15,20,25,12
REWA,31,19,31,72,105,73,107,83,40,45,180,148,118,140,143,NR,42,387,14,19,20,19
SAGAR,29,28,26,76,102,98,97,95,39,48,150,145,135,142,145,115,38,250,19,17,18,17
JHABUA,30,21,25,80,110,100,107,90,38,45,180,170,150,160,190,NR,50,280,20,20,20,30
HOSHANGABAD,32,19,25,70,108,105,98,80,38,50,90,156,120,150,165,140,40,320,10,20,20,20
SHAHDOL,26,25,22,72,98,97,95,77,37,65,175,175,129,160,176,NR,36,290,19,19,25,18
UJJAIN,33,21,29,78,120,75,120,85,40,48,180,170,120,158,160,110,45,250,15,32,27,32
MORENA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
MUMBAI,35,35,39,81,115,129,135,90,38,47,183,166,144,142,160,122,67,284,21,24,30,39
NAGPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
PUNE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
