<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:2086901e4e271d5ae1e9be0efbb9a0a745206875f7aae7af20ed2c13cda739fa
size 5578
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
CHANDIGARH,29,18,21,46,75,60,88,70,36,38,145,90,76,85,100,NR,40,225,15,26,24,26
DELHI,30,18,20,48,80,79,96,79,35,38,146,105,80,88,99,NR,36,200,16,30,31,21
HISAR,24,16,19,38,67,67,77,62,38,44,130,77,85,77,92,NR,35,170,16,22,21,19
KARNAL,24,19,21,41,72,74,91,70,36,41,143,79,87,98,98,NR,38,160,17,27,25,24
PANCHKULA,25,19,24,48,74,70,80,NR,37,45,130,90,75,90,106,NR,48,180,20,25,25,30
GURGAON,28,18,21,46,68,62,74,NR,34,48,143,91,74,87,92,NR,36,180,17,30,25,20
SHIMLA,32,NR,22,46,85,80,105,70,36,30,173,126,95,95,NR,NR,38,180,17,30,25,25
MANDI,30,NR,20,44,82,81,102,82,36,28,NR,115,81,83,NR,NR,33,NR,17,28,25,20
SRINAGAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
JAMMU,30,18,20,43,86,80,98,80,40,40,148,114,78,115,126,89,38,232,17,30,25,20
AMRITSAR,30,18,21,50,72,65,90,66,40,40,134,96,70,92,100,NR,42,240,18,33,25,25
LUDHIANA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
BATHINDA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
LUCKNOW,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
KANPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
VARANASI,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
AGRA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
DEHRADUN,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
RAIPUR,26,22,27,40,65,60,85,60,34,38,110,100,80,85,90,80,40,180,10,30,26,18
PANAJI,35,30,27,53,78,85,110,80,33,44,NR,139,96,93,101,64,48,165,16,40,28,28
AHMEDABAD,22,20,22,37,71,73,95,70,34,42,95,84,68,78,77,67,48,250,15,20,22,30
RAJKOT,24,21,22,41,81,80,110,75,30,44,94,70,64,75,70,56,46,260,15,28,17,16
BHOPAL,25,18,20,37,70,70,80,66,35,38,95,78,66,71,80,60,35,250,14,28,14,12
INDORE,26,17,22,40,82,70,93,81,32,37,106,87,68,80,85,NR,37,210,9,35,16,10
GWALIOR,27,16,17,37,64,64,76,62,34,37,145,81,79,76,103,60,32,190,15,30,20,15
JABALPUR,25,17,20,43,65,60,66,55,33,44,106,86,71,78,91,64,32,207,12,29,21,10
REWA,28,16,20,42,70,52,90,64,33,36,125,82,80,82,100,60,38,230,16,30,25,15
SAGAR,35,20,20,35,75,85,95,70,38,40,87,93,76,82,104,65,40,200,16,35,25,10
MUMBAI,30,27,31,52,78,81,94,78,38,41,127,97,98,87,81,61,48,250,17,32,30,22
NAGPUR,27,22,24,39,71,63,87,62,34,31,115,100,78,90,100,77,44,220,13,21,22,28
JAIPUR,25,17,21,38,71,63,84,68,33,34,NR,78,64,73,NR,NR,30,160,16,25,22,20
JODHPUR,28,17,21,35,68,65,85,66,35,35,95,82,70,80,90,NR,33,220,15,25,20,15
KOTA,31,18,20,44,70,70,92,60,35,30,92,86,75,86,90,80,34,160,15,20,22,18
PATNA,25,18,20,40,74,72,89,66,35,36,NR,90,61,80,96,65,NR,220,16,27,20,20
BHAGALPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
PURNIA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
RANCHI,27,20,20,45,75,75,90,65,36,38,120,96,75,91,153,73,38,250,17,28,22,20
BHUBANESHWAR,26,NR,22,44,73,72,94,73,33,32,NR,90,64,84,82,65,38,180,16,26,24,16
CUTTACK,26,NR,23,40,74,70,95,75,34,32,NR,95,65,NR,84,66,36,160,16,28,25,20
SAMBALPUR,25,NR,22,42,75,69,96,73,34,32,NR,85,63,77,88,65,36,200,16,26,24,20
ROURKELA,25,21,24,45,77,69,98,74,35,32,NR,91,65,76,85,65,36,160,16,25,23,20
KOLKATA,23,NR,22,46,76,72,110,75,34,34,110,98,66,80,84,62,38,120,9,22,25,30
SILIGURI,27,19,22,39,68,70,98,71,36,30,189,112,71,82,101,NR,NR,120,10,23,25,40
PORT BLAIR,37,27,44,54,86,NR,NR,86,43,56,131,137,120,NR,112,81,58,240,16,30,36,50
ITANAGAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
GUWAHATI,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
SHILLONG,21,26,25,46,72,92,120,80,38,57,NR,91,NR,90,122,96,NR,250,17,27,35,35
AIZAWL,35,NR,33,NR,NR,78,92,83,49,NR,NR,106,NR,92,87,NR,100,NR,20,45,47,79
DIMAPUR,24,18,22,55,85,NR,90,80,40,NR,110,93,100,NR,NR,NR,NR,230,12,35,40,50
AGARTALA,33,NR,25,50,56,70,70,75,39,38,NR,108,83,90,NR,NR,34,140,16,28,32,48
VIJAYWADA,27,26,27,46,78,86,100,69,38,39,100,109,70,NR,79,65,42,183,12,32,25,14
VISAKHAPATNAM,25,25,26,48,78,86,98,62,39,36,100,98,64,NR,85,68,42,213,12,34,24,16
BENGALURU,31,27,28,48,82,95,105,NR,32,29,87,NR,64,71,81,61,47,300,14,26,20,18
DHARWAD,29,30,37,47,76,98,100,NR,33,41,104,NR,71,76,79,64,39,235,16,33,13,14
T.PURAM,35,29,29,72,71,76,91,60,35,38,152,132,90,NR,96,74,52,165,12,40,36,29
ERNAKULAM,36,28,28,68,83,75,103,65,35,38,109,127,80,NR,101,68,56,155,14,40,42,30
KOZHIKODE,35,32,45,47,88,93,104,63,35,36,145,135,92,NR,108,70,49,160,12,33,39,18
PUDUCHERRY,30,32,26,50,88,88,115,70,32,26,102,119,86,NR,77,57,50,230,16,34,19,16
