<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:babb98c21a072122610a0b2006c76a95c30a37983f193ff80c5016e08fdd0912
size 14556
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
CHANDIGARH,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
DELHI,32,NR,26,73,110,118,103,100,44,48,201,208,154,165,198,139,55,233,20,25,44,60
HISAR,30,21,24,70,100,95,85,95,42,50,175,180,140,155,175,130,45,240,20,18,35,25
KARNAL,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
PANCHKULA,34,22,26,75,110,100,100,100,40,54,192,203,159,170,192,143,52,258,20,21,35,35
GURGAON,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
SHIMLA,35,NR,28,75,111,112,97,97,45,50,187,187,152,158,NR,NR,50,295,22,27,38,57
MANDI,34,NR,26,74,107,99,94,100,42,42,182,200,144,145,173,140,42,254,21,20,42,51
DHARAMSHALA,25,NR,25,72,108,100,97,91,42,40,NR,185,150,150,NR,NR,42,280,21,20,43,44
SOLAN,34,26,24,72,111,109,93,89,43,40,182,184,144,153,162,NR,47,260,21,30,40,45
UNA,35,NR,24,69,107,99,88,101,42,59,175,172,148,147,168,134,51,228,20,20,40,52
BILASPUR-HP,40,NR,24,70,108,99,93,99,43,51,NR,185,145,146,NR,NR,41,340,19,20,38,52
CHAMBA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
HAMIRPUR,27,NR,25,71,106,102,94,100,43,60,NR,186,143,NR,NR,NR,47,260,20,15,38,61
SRINAGAR,32,30,35,85,120,113,112,113,47,45,NR,197,163,170,193,NR,50,293,22,30,53,73
JAMMU,35,25,27,75,113,113,110,105,47,45,NR,212,152,162,172,137,47,280,22,25,40,60
POONCH,36,25,30,87,115,115,103,90,47,64,NR,185,155,182,210,NR,50,290,21,30,57,62
KUPWARA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
AMRITSAR,30,20,26,85,117,107,113,105,42,54,NR,182,148,153,188,NR,55,307,20,20,50,55
LUDHIANA,35,22,27,78,105,110,103,105,43,50,195,192,140,160,175,NR,52,280,26,30,45,70
BATHINDA,38,21,24,78,110,118,105,102,42,50,195,171,139,151,180,131,48,283,25,26,45,55
LUCKNOW,30,21,25,75,100,110,95,92,43,56,246,213,189,189,205,183,50,450,18,28,36,65
KANPUR,29,18,24,66,102,105,86,90,41,56,162,195,114,150,156,115,46,156,18,25,45,40
VARANASI,37,28,32,79,108,113,111,97,49,59,211,201,139,164,194,142,60,250,25,16,35,51
AGRA,30,22,24,75,105,102,100,96,42,57,185,182,135,155,157,130,45,350,22,20,40,60
JHANSI,31,19,22,70,97,96,87,86,43,51,168,180,134,151,153,127,43,240,18,20,37,42
MEERUT,36,25,27,77,113,113,113,103,42,56,183,171,162,170,180,139,46,433,20,26,57,70
ALLAHABAD,27,24,26,74,104,104,103,72,44,54,195,180,143,156,177,132,45,271,20,23,39,54
GORAKHPUR,24,20,22,67,89,87,97,94,44,48,169,186,142,153,159,130,39,188,20,29,39,59
SAHARANPUR,60,42,45,80,110,105,105,100,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
BAREILLY,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
AYODHYA,28,21,26,72,103,88,90,99,43,55,180,195,128,157,175,136,52,225,22,22,41,67
MORADABAD,27,21,26,66,100,105,98,93,42,55,249,182,145,142,180,136,39,270,22,24,33,40
ALIGARH,32,21,24,70,110,110,100,110,42,56,170,180,135,140,160,140,50,230,20,30,45,60
MIRZAPUR (VINDHYANCHAL),37,19,22,75,97,105,95,78,40,45,194,177,134,146,187,147,50,210,19,21,49,59
BANDA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
AZAMGARH,24,22,28,77,103,123,121,103,49,60,181,191,137,156,151,132,43,285,21,26,35,47
GONDA (DEVIPATAN),NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
DEHRADUN,32,21,26,79,106,105,106,90,42,56,185,181,135,148,174,NR,45,265,21,20,43,55
HALDWANI,31,21,25,78,104,106,105,88,41,56,182,186,138,148,170,NR,46,262,21,21,44,54
RUDRAPUR,30,20,24,77,102,101,101,87,39,54,180,179,130,142,168,NR,43,260,20,20,40,50
HARIDWAR,34,22,28,80,108,109,105,91,43,58,190,188,140,150,178,NR,48,270,21,22,45,54
RAIPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
DURG,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
AMBIKAPUR,26,24,27,89,103,104,101,92,38,40,177,180,131,154,159,131,40,278,15,26,35,28
BILASPUR-CG,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
JAGDALPUR,28,25,33,68,67,88,88,88,39,62,175,191,112,138,143,125,32,308,19,18,42,45
DANTEWADA,41,32,37,82,108,111,104,100,44,66,221,200,124,149,164,135,61,298,20,23,42,45
PANAJI,39,36,34,79,108,115,115,105,41,48,185,175,165,155,165,132,58,307,20,28,42,51
AHMEDABAD,28,26,26,72,95,95,95,90,40,52,166,175,120,150,160,110,45,280,12,30,55,60
RAJKOT,39,28,28,68,104,87,87,84,43,50,165,190,130,152,146,126,46,253,15,30,34,38
SURAT,32,29,28,68,107,104,91,84,38,54,165,160,92,124,138,104,49,338,16,22,32,31
BHUJ,28,27,27,72,120,110,100,95,43,52,178,160,140,155,175,135,52,275,15,22,37,25
SELAMBA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
WAGHAI,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
BODELI,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
