<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:f45c60a802f775d09444a4936580666c5e1856faad6165ea68df628c87267dde
size 2931
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
CHANDIGARH,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,NR,NR,NR,NR,NR
DELHI,23,14,16,35,71,72,80,54,31,24,121,71,63,66,79,NR,,149,12,11,17,33
SHIMLA,27,16,18,35,74,70,75,50,32,20,87,75,58,NR,NR,NR,,140,12,16,17,NR
SRINAGAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,NR,NR,NR,NR,NR
JAMMU,23,15,17,34,67,NR,NR,NR,32,22,95,80,58,NR,NR,NR,,294,12,10,16,NR
AMRITSAR,18,13,15,32,67,69,82,46,30,28,80,75,55,63,65,NR,,255,11,12,14,24
LUDHIANA,18,12,15,29,59,65,82,51,31,28,80,72,55,62,60,52,,255,11,11,14,23
LUCKNOW,16,13,15,34,61,63,86,48,30,30,94,65,55,NR,NR,NR,,195,12,10,14,NR
KANPUR,14,13,12,32,62,62,60,42,30,29,115,62,50,NR,NR,NR,,140,12,8,10,NR
DEHRADUN,15,13,14,32,66,58,92,NR,30,24,81,61,58,58,NR,NR,,150,12,10,18,25
RAIPUR,19,16,19,32,62,65,78,46,30,23,97,75,55,64,69,NR,,170,10,10,10,NR
AHMEDABAD,17,16,16,30,65,71,83,39,28,30,91,57,54,52,60,53,,180,12,14,12,38
RAJKOT,18,14,13,32,65,78,75,45,28,24,94,60,50,54,63,50,,160,12,12,12,25
BHOPAL,19,13,17,30,60,57,75,45,28,30,78,55,50,48,NR,46,,160,10,10,9,32
MUMBAI,20,19,19,34,64,74,78,50,29,26,81,67,58,NR,NR,NR,,156,12,12,13,NR
JAIPUR,22,14,15,28,58,63,54,43,29,23,89,58,50,56,63,NR,,120,11,7,10,25
PATNA,21,14,15,33,61,65,67,42,30,24,NR,66,57,62,79,58,,150,9,8,11,NR
RANCHI,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,NR,NR,NR,NR,NR
BHUBANESHWAR,17,14,15,33,55,70,65,48,29,22,NR,65,52,58,65,56,,160,12,7,14,20
KOLKATA,20,NR,16,32,58,68,80,48,30,21,110,65,53,56,65,51,,100,8,7,14,NR
GUWAHATI,17,16,17,33,51,75,71,44,30,26,NR,58,50,48,60,45,,110,NR,8,13,NR
SHILLONG,19,NR,18,35,60,70,90,52,33,NR,68,66,62,58,57,55,,200,12,8,12,35
AIZAWL,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,NR,NR,NR,NR,NR
KOHIMA,18,16,16,35,75,NR,80,45,31,NR,NR,70,70,NR,NR,NR,,140,8,10,19,NR
AGARTALA,20,NR,21,35,64,75,NR,56,33,26,NR,74,56,NR,NR,NR,,180,11,12,18,NR
VIJAYWADA,18,21,20,32,60,74,68,46,30,29,92,74,53,NR,NR,NR,,194,9,13,15,17
BENGALURU,20,19,18,31,60,67,77,NR,28,19,76,NR,56,58,66,54,,300,13,11,13,7
T.PURAM,26,21,23,48,58,77,77,55,30,23,72,78,55,64,66,53,,134,7,18,30,24
CHENNAI,21,22,24,34,67,78,78,45,29,21,90,72,61,NR,64,48,,240,12,13,15,19
DINDIGUL,21,21,25,35,64,75,74,NR,28,22,83,NR,57,NR,65,48,,210,9,16,16,12
HYDERABAD,19,20,21,32,60,72,84,46,32,29,94,75,55,62,74,55,,163,8,12,14,14
Average Price,19.48,16.04,17.41,33.22,62.74,69.32,76.44,47.22,30.04,24.92,89.45,67.84,55.78,58.18,65.88,51.71,,177.96,10.73,10.96,14.44,23.31
Maximum Price,27,22,25,48,75,78,92,56,33,30,121,80,70,66,79,58,,300,13,18,30,38
Minimum Price,14,12,12,28,51,57,54,39,28,19,68,55,50,48,57,45,,100,7,7,9,7
Modal Price,18,14.3333333333333,15,32,60,70,77.6666666666667,45.5,30,24,94,75,55,58,65,52,,150,12,10,14,25
>>>>>>> 6ac9248b3ef33a88bcb4b748e11d3743f40f9979
