<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:215b5a2f25bbc1ef44f1eb68ad0842d68d3d373cd9b9e7adf7bc5d82aa79779e
size 4372
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
CHANDIGARH,22,15,17,35,64,66,66,45,31,31,103,65,65,NR,NR,NR,36,140,14,8,12,15
DELHI,23,15,16,38,69,71,72,53,33,27,128,78,77,83,93,NR,35,154,14,14,15,22
HISAR,19,12,15,31,65,58,55,NR,31,28,108,73,75,77,88,NR,25,140,11,12,10,18
KARNAL,19,12,15,31,65,61,61,NR,32,28,113,68,74,77,88,NR,27,140,13,11,12,17
SHIMLA,25,NR,18,38,67,64,67,48,33,NR,108,85,70,NR,NR,NR,35,130,14,NR,15,20
MANDI,22,NR,16,41,60,56,63,42,33,16,95,86,65,68,NR,NR,31,NR,12,10,12,15
SRINAGAR,22,20,19,60,65,NR,NR,NR,35,24,NR,88,82,NR,NR,NR,NR,292,14,15,15,NR
JAMMU,27,14,15,38,63,NR,NR,NR,35,26,102,98,81,NR,NR,NR,NR,294,14,12,14,NR
AMRITSAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
LUDHIANA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
BATHINDA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
LUCKNOW,16,13,14,40,61,67,76,47,32,36,97,79,68,NR,NR,NR,38,180,14,12,15,30
KANPUR,14,12,14,38,56,65,60,42,31,36,115,72,68,NR,NR,NR,30,140,14,10,14,21
VARANASI,15,12,14,34,55,53,65,38,32,34,94,78,70,NR,NR,NR,35,180,14,10,12,28
AGRA,15,13,14,37,54,54,53,43,31,33,78,71,66,NR,NR,NR,31,200,12,12,14,15
DEHRADUN,15,14,15,40,61,58,70,NR,32,32,87,72,70,82,NR,NR,37,150,14,10,15,20
RAIPUR,18,17,20,42,60,55,65,42,29,24,110,80,71,74,88,NR,32,160,8,12,12,20
AHMEDABAD,20,13,15,36,58,62,62,39,29,30,103,69,64,72,81,59,33,200,12,7,8,15
RAJKOT,18,13,16,35,65,70,70,40,30,34,108,75,69,75,78,60,45,280,12,12,12,20
BHOPAL,17,14,16,32,65,54,66,41,30,34,93,69,55,68,73,54,28,160,12,7,10,12
INDORE,23,13,15,39,60,60,60,45,30,29,105,75,66,70,88,NR,32,190,8,11,11,24
MUMBAI,21,21,25,44,68,76,79,55,32,32,115,88,79,75,86,65,43,203,14,16,16,21
NAGPUR,20,19,23,40,64,69,69,43,32,29,105,87,69,76,89,69,39,140,13,11,11,18
JAIPUR,20,13,14,35,55,51,51,41,32,26,83,64,62,73,76,NR,26,120,12,6,10,21
JODHPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
KOTA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
PATNA,22,13,14,39,59,58,59,36,31,26,NR,79,65,78,96,65,NR,150,9,10,11,22
BHAGALPUR,20,15,16,32,61,60,62,42,33,25,NR,78,62,75,88,62,30,220,8,10,10,22
RANCHI,25,16,16,38,60,NR,NR,NR,32,NR,NR,82,65,NR,NR,NR,NR,160,14,12,12,30
BHUBANESHWAR,19,16,17,40,56,57,52,47,31,22,NR,77,63,75,80,65,31,160,13,10,16,20
CUTTACK,19,15,16,40,52,52,53,40,32,22,NR,76,63,NR,84,64,35,160,14,9,15,20
SAMBALPUR,19,15,16,40,54,55,54,42,31,22,NR,80,67,NR,82,68,36,200,14,10,15,10
KOLKATA,21,NR,16,38,54,58,70,42,32,22,105,75,66,69,85,64,NR,100,8,8,14,24
SILIGURI,17,13,15,35,66,84,66,48,30,23,NR,77,66,77,97,NR,NR,100,5,10,14,25
ITANAGAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
GUWAHATI,18,17,19,36,54,60,61,41,32,31,NR,80,79,80,99,73,NR,140,NR,11,14,35
SHILLONG,18,NR,18,38,50,66,70,42,33,NR,84,78,79,81,63,60,NR,200,14,8,18,17
AIZAWL,25,NR,20,NR,NR,85,85,80,45,NR,NR,80,NR,NR,78,NR,NR,NR,12,18,25,60
DIMAPUR,16,16,17,36,65,50,75,50,32,NR,NR,77,70,NR,NR,NR,NR,160,8,13,20,25
AGARTALA,20,NR,19,40,65,75,63,50,35,28,NR,89,56,NR,NR,NR,34,140,11,13,19,48
VIJAYWADA,18,22,21,42,54,57,65,46,33,29,100,82,62,NR,81,61,39,184,9,12,14,12
BENGALURU,22,19,19,39,69,70,59,NR,30,21,83,NR,66,64,81,61,31,300,14,12,14,13
DHARWAD,23,23,28,40,68,79,71,NR,30,24,104,NR,75,72,92,61,36,180,12,14,11,14
T.PURAM,24,21,25,56,64,66,68,59,33,24,82,103,76,73,90,68,34,132,8,19,34,20
ERNAKULAM,23,23,25,39,67,64,71,50,30,25,72,92,65,65,83,68,33,116,7,18,21,19
CHENNAI,22,22,23,40,62,68,65,45,31,21,98,77,78,NR,82,59,35,260,14,11,11,6
DINDIGUL,20,21,24,39,58,69,60,NR,30,22,94,NR,69,NR,80,60,32,236,10,15,12,10
THIRUCHIRAPALLI,20,21,24,39,57,64,56,NR,30,24,85,NR,67,NR,77,58,32,235,10,15,15,12
HYDERABAD,21,21,21,37,57,63,65,43,34,32,101,88,72,80,84,58,30,193,9,13,13,10
Average Price,20.07,16.32,18.02,38.74,60.76,63.25,64.5,45.67,31.98,27.16,98.65,79.23,68.98,74.36,84.33,62.82,33.52,178.51,11.62,11.64,14.26,20.63
Maximum Price,27,23,28,60,69,85,85,80,45,36,128,103,82,83,99,73,45,300,14,19,34,60
Minimum Price,14,12,14,31,50,50,51,36,29,16,72,64,55,64,63,54,25,100,5,6,8,6
Modal Price,20,13,16,40,65,58,65,42,32,23,106.5,78.3333333333333,65.5,75,88,63.5,35,140,14,11,13.6666666666667,20
>>>>>>> 6ac9248b3ef33a88bcb4b748e11d3743f40f9979
