<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:905d651b87af29f58edffe42ab5467b504963a758a75a680d40d9ef04a1c6687
size 2917
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
CHANDIGARH,15,12,14,27,60,60,80,40,31,25,75,60,52,NR,NR,NR,,245,11,10,12,25
DELHI,22,14,16,35,71,74,84,55,30,24,114,68,56,64,77,NR,,148,12,11,14,39
SHIMLA,27,16,18,33,78,72,82,52,33,20,87,73,52,NR,NR,NR,,140,12,16,15,NR
SRINAGAR,23,NR,17,40,86,NR,NR,NR,42,22,NR,68,55,NR,NR,NR,,292,11,20,20,NR
JAMMU,23,15,16,32,72,NR,NR,NR,33,22,92,80,56,NR,NR,NR,,293,12,12,15,NR
AMRITSAR,18,13,15,28,68,60,69,52,32,28,73,72,50,57,59,NR,,248,11,10,14,36
LUDHIANA,18,13,15,36,67,82,95,66,32,28,90,65,50,50,56,52,,255,11,9,13,35
LUCKNOW,16,13,15,34,63,65,88,48,30,30,94,65,50,NR,NR,NR,,195,12,10,12,NR
KANPUR,14,13,14,32,64,65,68,45,30,29,115,58,45,NR,NR,NR,,140,12,8,10,NR
DEHRADUN,15,14,14,32,71,55,94,NR,31,24,78,59,52,56,NR,NR,,150,12,10,14,26
RAIPUR,19,15,19,32,64,65,80,48,30,23,95,75,55,59,69,NR,,170,10,12,12,NR
AHMEDABAD,19,14,16,30,62,74,85,45,30,30,90,57,50,NR,NR,NR,,180,12,14,12,30
RAJKOT,20,15,16,33,60,75,80,46,30,24,92,NR,49,NR,NR,NR,,160,12,12,12,30
BHOPAL,20,12,17,28,60,57,75,45,32,30,78,55,50,48,NR,46,,160,10,15,7,33
MUMBAI,20,19,19,34,65,77,87,51,31,26,77,68,55,NR,NR,NR,,153,12,12,12,NR
JAIPUR,22,14,15,28,60,67,64,45,31,23,89,55,45,54,61,NR,,120,11,7,8,28
PATNA,18,14,14,32,66,65,79,44,31,24,NR,64,52,60,73,52,,150,9,8,10,NR
RANCHI,15,13,15,31,56,NR,NR,NR,32,NR,NR,68,52,NR,NR,NR,,140,5,7,10,NR
BHUBANESHWAR,17,NR,15,32,62,65,76,48,30,22,NR,60,52,58,64,52,,180,12,8,13,24
KOLKATA,20,NR,16,32,60,68,85,46,31,21,100,60,50,50,58,47,,100,8,6,13,NR
GUWAHATI,17,16,17,31,55,62,78,46,30,26,NR,57,50,48,60,50,,110,NR,8,10,NR
SHILLONG,18,NR,19,35,63,70,96,52,32,NR,68,57,54,55,58,48,,200,12,8,10,35
AIZAWL,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,NR,NR,NR,NR,NR
KOHIMA,19,16,17,38,80,70,90,50,33,NR,NR,70,75,NR,NR,NR,,140,8,12,25,NR
AGARTALA,20,NR,20,35,62,72,NR,56,33,26,NR,64,56,NR,NR,NR,,180,11,14,18,NR
VIJAYWADA,18,22,21,33,63,74,79,48,31,29,90,72,50,NR,NR,NR,,194,9,11,12,16
BENGALURU,19,19,17,28,62,74,81,NR,29,19,77,NR,47,51,57,46,,267,12,11,10,24
T.PURAM,25,20,22,44,60,75,75,55,31,23,71,78,53,65,66,51,,130,7,16,33,26
CHENNAI,20,22,23,34,70,80,80,50,29,21,88,68,58,NR,59,45,,240,12,14,12,14
DINDIGUL,20,21,23,32,66,80,72,NR,29,22,82,NR,53,NR,57,43,,220,9,16,22,15
HYDERABAD,19,20,21,32,63,82,86,47,31,29,82,65,50,51,57,46,,151,8,11,11,21
Average Price,19.2,15.8,17.2,32.77,65.3,69.81,81.08,49.17,31.33,24.81,86.83,65.22,52.47,55.07,62.07,48.17,,181.7,10.52,11.27,13.7,26.88
Maximum Price,27,22,23,44,86,82,96,66,42,30,115,80,75,65,77,52,,293,12,20,33,39
Minimum Price,14,12,14,27,55,55,64,40,29,19,68,55,45,48,56,43,,100,5,6,7,14
Modal Price,20,13.5,15,32,60,65,80,46.5,31,23,90,68,50,49.6666666666667,57,49,,140,12,10,12,28.75
>>>>>>> 6ac9248b3ef33a88bcb4b748e11d3743f40f9979
