<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:b7ec56a0d78f007b57c86fbc8bde4f3460f0e3d6746605528938ac3324789cf3
size 11197
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
CHANDIGARH,37,21,22,75,108,108,110,75,37,52,160,140,120,128,138,110,36,213,21,11,45,22
DELHI,31,NR,24,71,108,118,108,80,37,46,174,147,123,135,161,117,49,240,20,14,42,23
HISAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
KARNAL,35,21,24,72,100,100,102,74,36,56,162,130,102,110,115,90,38,252,19,8,40,16
PANCHKULA,34,22,27,63,104,104,110,91,39,54,167,146,121,137,141,110,50,270,20,20,45,30
GURGAON,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
SHIMLA,35,NR,26,74,105,112,110,78,40,47,176,148,123,130,NR,NR,44,310,21,15,40,29
MANDI,35,NR,24,68,105,103,106,72,38,40,175,158,126,130,153,120,33,249,21,14,40,31
DHARAMSHALA,25,NR,25,72,110,110,110,75,40,40,NR,164,129,128,151,NR,40,280,21,15,50,30
SOLAN,33,NR,26,69,104,112,102,73,38,40,180,156,123,129,138,NR,38,243,20,13,37,27
UNA,49,NR,23,65,107,100,99,75,36,50,168,136,122,125,150,119,38,235,21,10,32,22
SRINAGAR,29,29,33,77,113,110,107,122,43,45,NR,163,127,143,152,NR,45,300,21,27,47,33
JAMMU,35,22,25,70,115,117,115,80,40,45,NR,163,132,142,150,127,39,280,21,18,38,28
POONCH,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
