<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:032d8dd25684ed327dea9ef54354a8f3588c84193dbb6598af988ba76cb911da
size 10946
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
CHANDIGARH,36,22,23,75,110,109,111,76,36,51,160,140,120,128,138,110,35,212,21,10,38,22
DELHI,30,NR,24,70,110,123,110,80,37,46,184,152,131,142,171,121,50,238,20,15,33,20
HISAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
KARNAL,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
PANCHKULA,34,22,27,63,104,104,110,91,39,54,167,146,121,137,141,110,50,270,20,20,45,30
GURGAON,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
SHIMLA,35,NR,26,74,105,111,110,78,40,50,175,153,122,131,NR,NR,45,320,21,15,35,25
MANDI,35,NR,24,68,105,103,106,72,38,40,175,158,127,130,155,120,33,249,21,14,37,27
DHARAMSHALA,25,NR,25,71,110,110,110,75,40,40,NR,164,127,126,159,NR,40,280,21,15,40,30
SOLAN,35,NR,24,75,108,110,104,77,38,40,183,158,123,137,150,NR,37,263,20,17,35,25
UNA,31,NR,23,65,107,100,99,75,36,50,161,136,125,127,163,119,38,235,21,13,28,18
SRINAGAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
JAMMU,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
POONCH,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
AMRITSAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
LUDHIANA,35,22,27,70,102,125,105,85,38,50,177,145,119,135,157,NR,50,247,18,20,43,25
BATHINDA,35,21,30,70,112,113,103,83,38,50,170,142,141,141,152,113,43,263,18,14,43,25
LUCKNOW,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
KANPUR,25,19,24,66,107,101,92,67,40,56,130,135,97,129,140,99,43,150,20,10,45,20
VARANASI,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
AGRA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
JHANSI,32,22,24,62,98,105,96,68,37,52,169,146,129,129,153,120,33,225,20,13,30,12
MEERUT,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
ALLAHABAD,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
GORAKHPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
