<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:a6809c04544a7bb650dbf7b5ccbad8e5775c8df969fa2b5458ee259976311c95
size 13051
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
CHANDIGARH,37,20,24,70,107,111,109,84,39,54,174,157,141,138,157,115,47,235,21,18,26,17
DELHI,31,NR,24,73,110,114,100,87,38,48,186,166,136,156,188,125,48,233,20,18,35,31
HISAR,28,21,23,65,100,90,90,85,38,50,180,150,138,140,180,130,40,240,20,15,28,20
KARNAL,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
PANCHKULA,34,22,26,75,100,95,100,90,40,52,214,176,154,176,198,132,50,245,20,16,22,26
GURGAON,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
SHIMLA,35,NR,26,75,105,107,104,74,40,50,179,169,142,144,NR,NR,45,300,21,20,35,21
MANDI,35,NR,24,71,108,94,95,82,39,40,188,179,137,139,183,138,40,249,21,16,34,18
DHARAMSHALA,27,NR,25,75,111,106,105,85,41,40,NR,180,150,150,190,NR,41,280,21,20,30,20
SOLAN,33,NR,24,73,110,113,98,85,39,40,180,172,142,147,150,NR,41,260,21,22,33,20
UNA,31,NR,24,70,107,102,94,94,38,50,159,173,130,145,170,120,43,270,21,15,35,25
BILASPUR-HP,40,NR,23,67,104,90,88,85,38,51,NR,160,140,141,NR,NR,39,340,19,20,32,19
SRINAGAR,31,29,35,90,117,107,100,90,43,43,NR,182,150,167,182,NR,50,287,20,33,37,43
JAMMU,35,22,25,73,112,110,103,90,43,45,NR,187,147,160,177,132,44,300,21,20,30,27
POONCH,36,25,30,87,113,113,100,90,43,64,NR,173,150,NR,200,NR,40,300,21,23,40,30
AMRITSAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
LUDHIANA,35,22,27,72,98,110,100,87,38,50,195,165,137,152,185,NR,50,280,26,18,33,25
BATHINDA,38,21,29,73,108,108,105,88,38,49,NR,144,134,149,182,124,45,287,25,16,32,25
LUCKNOW,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
KANPUR,28,NR,24,70,100,98,88,73,40,56,142,157,102,149,152,105,45,155,20,20,25,30
VARANASI,36,29,32,81,111,116,114,94,43,60,209,173,125,164,181,121,54,250,25,22,32,36
AGRA,30,20,24,75,108,100,105,87,38,57,175,155,130,150,152,128,40,350,20,15,30,30
JHANSI,34,18,22,67,97,100,83,82,39,51,182,170,150,151,184,134,35,225,18,17,22,13
MEERUT,34,25,27,95,107,110,107,99,38,56,170,173,172,170,180,143,38,437,20,16,27,32
ALLAHABAD,26,22,25,74,105,143,105,74,45,54,198,173,140,156,180,134,46,269,20,22,34,31
GORAKHPUR,26,20,24,75,100,90,100,85,41,48,180,165,95,100,115,90,45,200,20,20,30,40
SAHARANPUR,60,42,40,75,105,109,95,75,39,58,190,195,180,160,210,135,37,300,25,18,28,25
BAREILLY,40,18,24,79,108,117,110,108,37,55,185,163,139,152,188,137,42,385,20,12,23,30
AYODHYA,28,19,23,72,102,102,102,83,39,57,198,177,119,159,182,127,47,232,20,19,32,31
MORADABAD,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
ALIGARH,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
MIRZAPUR (VINDHYANCHAL),36,20,22,71,103,104,103,83,39,44,192,173,140,163,199,167,53,194,19,16,34,34
DEHRADUN,30,22,27,80,104,105,106,88,40,52,170,165,134,145,160,NR,43,245,21,18,25,17
HALDWANI,29,21,25,81,105,106,107,87,41,45,172,166,136,146,162,NR,44,250,21,50,25,18
RUDRAPUR,29,21,25,79,102,103,103,85,39,44,168,160,130,141,158,NR,41,244,20,17,24,16
HARIDWAR,31,23,28,82,107,110,107,92,42,56,173,169,140,148,165,NR,44,256,21,20,26,18
RAIPUR,40,37,34,95,124,116,112,93,41,43,190,188,132,162,180,147,41,317,18,17,27,23
DURG,27,30,26,63,96,91,90,80,36,58,171,154,120,162,161,136,47,260,9,18,28,25
AMBIKAPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
BILASPUR-CG,25,26,30,62,95,80,100,70,34,40,91,154,123,133,163,112,40,455,19,26,28,28
JAGDALPUR,32,25,32,NR,63,88,93,77,39,62,175,168,108,138,NR,118,32,282,19,18,26,28
PANAJI,39,36,32,82,108,125,115,95,38,48,188,175,165,155,165,128,58,307,18,28,32,28
AHMEDABAD,25,22,25,66,100,92,97,80,39,54,165,115,85,107,130,95,48,243,17,20,35,22
RAJKOT,35,26,27,65,90,92,83,71,38,54,171,166,110,112,171,124,39,253,13,17,18,16
SURAT,32,28,27,68,107,104,91,84,38,54,165,160,92,124,138,104,49,338,16,18,24,20
BHUJ,28,26,26,68,98,110,90,80,38,53,165,155,140,155,175,126,48,263,13,22,20,20
BHOPAL,42,26,26,91,112,109,105,86,40,56,177,178,131,152,177,97,47,312,18,22,32,26
INDORE,41,23,26,91,107,107,113,91,41,54,177,177,135,151,178,102,45,298,20,22,25,22
GWALIOR,35,24,34,76,106,85,92,80,41,56,188,170,148,150,184,NR,44,250,20,20,22,32
JABALPUR,35,21,30,90,118,94,88,84,40,60,154,117,120,118,158,95,35,265,15,22,28,22
REWA,31,18,31,72,105,73,107,83,40,45,180,152,118,148,145,NR,50,387,14,18,30,27
SAGAR,47,25,32,82,104,99,97,87,40,57,156,148,148,152,159,118,38,255,20,19,22,23
JHABUA,30,21,25,80,110,100,100,90,38,45,170,170,140,150,170,NR,50,280,20,20,30,30
HOSHANGABAD,31,20,25,72,100,98,85,85,35,50,175,158,164,158,168,140,41,380,10,20,30,40
SHAHDOL,25,24,22,75,96,96,94,75,NR,NR,178,174,126,164,176,NR,NR,NR,NR,20,25,22
UJJAIN,33,21,29,78,120,75,120,85,40,48,180,170,120,158,160,110,45,250,15,32,27,32
MORENA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
MUMBAI,33,36,40,72,107,117,118,92,39,47,173,162,139,148,166,127,68,288,21,22,26,31
NAGPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
PUNE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
NASHIK,40,30,29,77,102,110,108,96,37,47,174,212,153,150,175,148,39,280,19,17,23,17
JAIPUR,38,24,28,66,96,93,86,83,39,44,195,165,115,160,181,NR,39,260,15,18,28,30
JODHPUR,50,22,26,70,110,95,95,69,38,NR,170,145,NR,143,140,NR,40,300,NR,16,27,17
KOTA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
UDAIPUR,27,24,27,63,100,90,92,76,40,42,183,195,127,100,NR,116,62,246,21,16,30,30
BHARATPUR,30,19,24,70,110,110,100,90,37,58,185,153,130,145,NR,NR,35,280,20,25,30,25
AJMER,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
BIKANER,39,32,30,66,121,111,103,103,39,40,185,183,135,171,227,143,42,247,24,32,33,30
PATNA,32,20,24,70,96,93,92,83,41,46,NR,160,120,150,200,140,44,300,18,22,32,40
BHAGALPUR,30,20,24,65,96,90,87,81,42,46,NR,175,120,170,190,140,44,255,10,22,35,35
PURNIA,30,22,22,64,96,103,93,82,39,46,NR,158,118,157,NR,133,40,403,12,16,28,42
DARBHANGA,28,20,22,68,92,109,103,82,38,46,NR,150,123,150,NR,119,38,155,15,18,28,34
GAYA,30,22,24,74,102,102,101,87,41,46,NR,166,131,163,187,153,39,360,19,21,26,19
MUZZAFARPUR,31,18,24,71,101,111,101,87,38,46,NR,162,129,156,196,126,39,275,18,19,29,14
