<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:a89038f3d5240d8a8f336a25baad1e98ce0585e786a7dd9fe07c3454d0ffe29a
size 4375
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
CHANDIGARH,22,15,17,48,65,62,70,50,33,35,107,94,64,82,90,107,30,265,14,6,18,12
DELHI,24,15,17,56,74,75,74,53,36,29,136,88,80,88,108,NR,33,163,14,10,14,11
HISAR,20,13,15,40,60,60,58,NR,36,36,119,71,68,77,80,NR,30,140,12,10,18,20
KARNAL,20,13,15,40,60,60,60,NR,36,36,119,71,68,70,80,NR,30,140,12,10,18,20
SHIMLA,28,NR,18,50,67,62,63,48,37,26,137,110,77,88,NR,77,37,130,14,16,15,15
MANDI,23,NR,15,50,60,62,65,44,37,16,109,101,73,77,NR,NR,29,265,13,10,12,15
SRINAGAR,21,19,20,60,60,NR,NR,NR,35,29,NR,97,77,NR,NR,NR,NR,300,13,15,20,NR
JAMMU,27,13,15,50,65,NR,NR,NR,38,28,115,104,76,NR,NR,NR,NR,314,14,10,18,NR
AMRITSAR,18,13,12,46,64,42,54,40,35,34,112,90,77,92,91,NR,35,160,13,6,9,12
LUDHIANA,23,13,16,47,73,65,56,45,33,33,121,90,65,80,91,63,38,190,14,7,15,20
BATHINDA,30,13,16,56,76,72,65,51,37,32,136,92,75,88,114,57,36,175,14,8,14,1
LUCKNOW,19,13,14,58,63,73,72,54,36,40,120,82,68,NR,NR,NR,37,185,14,10,20,20
KANPUR,14,12,14,50,52,50,62,40,35,38,115,80,65,NR,NR,NR,30,140,14,6,12,12
VARANASI,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
AGRA,16,12,14,45,57,53,52,45,34,32,94,74,59,NR,NR,NR,28,200,12,6,13,10
