<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:2893d53780ad5d98f86b192d09a02eb9eee22dabe8d29c89770fe55ff5531f09
size 9161
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/ Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Ground- nut Oil *,Must- ard Oil *,Vanas- pati *,Soya Oil *,Sun- flower Oil *,Palm Oil *,Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
AGRA,22,17,23,65,60,56,58,47,39,48,118,85,73,82,92,70,30,200,18,8,45,30
ALLAHABAD,20,18,20,60,60,55,56,50,42,40,138,100,78,88,98,70,40,190,17,12,45,40
AMRITSAR,30,19,22,80,82,75,80,80,42,44,140,90,75,80,100,NR,45,200,18,20,45,70
BATHINDA,29,19,23,80,88,91,80,70,42,50,153,104,90,98,104,NR,50,210,18,15,50,60
CHANDIGARH,28,23,25,68,64,64,65,55,42,44,128,105,75,85,92,NR,37,220,16,12,38,42
DEHRADUN,23,21,24,80,95,90,80,85,42,42,138,84,85,80,108,NR,44,220,18,21,35,40
DELHI,34,20,23,82,83,89,85,77,41,42,165,121,88,103,110,78,53,231,17,18,55,37
DHARAMSHALA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
GORAKHPUR,21,18,21,70,67,58,75,52,42,42,153,120,69,91,126,76,35,180,20,7,50,40
GURGAON,38,20,25,68,67,70,61,52,37,42,115,105,75,92,96,70,45,280,18,18,55,62
HALDWANI,23,22,25,78,95,90,85,90,43,43,132,100,85,85,105,NR,40,205,18,22,32,45
HARIDWAR,25,22,25,75,90,90,82,85,43,43,140,100,80,85,105,NR,40,200,18,22,33,42
HISAR,34,20,24,70,80,80,70,65,42,40,120,100,80,95,95,64,40,230,18,10,50,50
JAMMU,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
JHANSI,26,18,20,70,70,60,65,52,42,50,90,90,75,90,100,NR,40,180,12,10,42,20
KANPUR,24,18,20,69,68,63,56,52,42,52,131,100,NR,NR,NR,NR,45,160,14,12,34,36
KARNAL,27,22,27,71,75,69,69,52,42,47,156,98,80,85,105,75,39,210,20,13,45,60
LUCKNOW,24,18,20,72,60,72,72,50,41,52,120,115,90,96,104,83,38,230,18,10,42,40
LUDHIANA,34,19,24,77,78,72,80,70,42,46,153,93,81,84,102,NR,47,195,18,15,40,42
MANDI,31,NR,24,67,70,68,70,52,42,28,NR,116,85,86,NR,NR,34,180,17,12,50,32
MEERUT,32,19,23,76,72,72,72,72,40,53,NR,92,90,NR,NR,NR,35,210,10,8,40,25
PANCHKULA,25,22,25,72,77,70,63,61,42,46,152,96,78,85,100,76,44,220,18,20,55,65
RUDRAPUR,22,21,23,76,92,100,84,85,42,43,129,90,85,85,105,NR,40,200,18,20,35,40
SHIMLA,32,NR,24,75,70,75,70,61,44,30,150,126,91,91,NR,NR,50,180,17,12,50,35
SOLAN,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
SRINAGAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
VARANASI,25,20,25,83,76,84,86,65,43,50,151,132,92,101,125,80,48,225,18,10,40,40
AHMEDABAD,26,21,24,70,63,62,65,52,41,48,107,94,72,80,79,67,54,210,17,20,34,37
AMBIKAPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
BHOPAL,25,20,25,72,70,65,65,52,42,48,118,86,63,70,83,68,44,250,16,8,32,26
BHUJ,22,21,24,73,83,75,70,65,41,50,102,85,74,75,87,73,58,195,15,7,40,38
BILASPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
DURG,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
GWALIOR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
INDORE,23,19,21,77,66,72,65,53,40,46,123,89,63,71,83,NR,45,220,16,10,38,36
JABALPUR,24,19,20,64,68,74,59,52,42,50,119,90,62,80,80,62,34,214,16,15,40,40
JAGDALPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
JAIPUR,27,18,22,58,51,57,57,47,39,38,116,84,69,82,90,NR,31,150,17,9,45,35
JODHPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
KOTA,26,17,20,74,63,60,60,50,42,40,125,120,64,80,88,NR,36,243,16,15,45,42
MUMBAI,30,31,32,77,72,80,83,67,41,43,132,129,93,86,86,68,53,251,18,20,51,40
NAGPUR,28,22,34,80,65,74,73,55,45,41,120,106,80,90,104,76,47,216,18,23,35,32
NASHIK,29,24,23,76,70,75,74,56,40,37,115,109,76,71,87,70,45,250,13,17,38,48
