<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:8c37681dd1b3271c25a379be110fa78dc410f8a5bd290b247d44d60ad8029f98
size 2876
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
CHANDIGARH,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,NR,NR,NR,NR,NR
DELHI,23,13,16,35,76,67,88,60,33,23,111,65,55,60,71,NR,,156,12,9,14,16
SHIMLA,27,15,18,35,80,68,90,52,36,21,87,75,52,NR,NR,NR,,150,12,8,14,NR
SRINAGAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,NR,NR,NR,NR,NR
JAMMU,24,13,14,33,74,NR,NR,NR,34,22,92,74,52,NR,NR,NR,,292,12,8,12,NR
AMRITSAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,NR,NR,NR,NR,NR
LUDHIANA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,NR,NR,NR,NR,NR
LUCKNOW,16,11,15,32,65,52,81,47,33,30,95,62,45,NR,NR,NR,,170,11,7,10,NR
KANPUR,14,12,15,30,65,58,80,50,33,29,115,54,45,NR,NR,NR,,145,12,8,8,NR
DEHRADUN,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,NR,NR,NR,NR,NR
RAIPUR,19,15,19,30,60,58,82,45,34,23,92,71,55,60,69,NR,,170,10,7,10,NR
AHMEDABAD,17,13,16,30,68,73,88,49,32,26,73,51,48,NR,NR,NR,,180,12,10,14,12
RAJKOT,19,14,16,30,65,65,85,52,32,26,76,NR,45,NR,NR,NR,,240,12,8,10,10
BHOPAL,17,11,17,28,58,52,68,50,32,26,75,55,50,48,NR,46,,150,10,6,5,8
MUMBAI,20,19,18,33,70,68,91,53,33,25,69,63,52,NR,NR,NR,,153,12,12,13,NR
JAIPUR,22,14,15,28,66,62,78,48,32,21,79,54,43,55,61,NR,,120,11,7,8,10
PATNA,17,13,14,32,73,62,84,47,32,24,NR,65,52,61,66,52,,150,9,6,10,NR
RANCHI,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,NR,NR,NR,NR,NR
BHUBANESHWAR,15,NR,15,30,65,54,83,47,34,22,NR,60,45,NR,60,49,,180,11,4,10,NR
KOLKATA,17,NR,14,32,60,60,85,54,34,21,85,NR,40,52,NR,43,,100,8,4,8,NR
GUWAHATI,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,NR,NR,NR,NR,NR
SHILLONG,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,NR,NR,NR,NR,NR
AIZAWL,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,NR,NR,NR,NR,NR
KOHIMA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,NR,NR,NR,NR,NR
AGARTALA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,NR,NR,NR,NR,NR
VIJAYWADA,17,17,22,30,67,61,91,47,32,28,76,NR,42,NR,55,42,,173,9,10,10,8
BENGALURU,18,18,17,29,62,67,90,NR,31,19,66,NR,47,51,55,45,,267,12,8,9,8
T.PURAM,21,21,22,45,62,79,76,66,36,20,68,78,64,65,64,47,,132,6,20,18,13
CHENNAI,20,21,22,32,72,70,90,50,31,21,73,68,55,NR,56,42,,240,12,10,10,18
DINDIGUL,19,22,24,37,69,68,88,NR,31,22,70,NR,51,NR,57,42,,320,12,12,12,8
HYDERABAD,19,19,21,31,62,67,80,52,34,27,66,64,43,NR,54,44,,148,8,9,9,10
Average Price,19.05,15.61,17.5,32.1,66.95,63.74,84.11,51.12,32.95,23.8,81.56,63.93,49.05,56.5,60.73,45.2,,181.8,10.65,8.65,10.7,11
Maximum Price,27,22,24,45,80,79,91,66,36,30,115,78,64,65,71,52,,320,12,20,18,18
Minimum Price,14,11,14,28,58,52,68,45,31,19,66,51,40,48,54,42,,100,6,4,5,8
Modal Price,17,13,15,30,65,67.5,89,47,32,21,76.75,59.5,48.5,60,55,42,,150,12,8,10,8
>>>>>>> 6ac9248b3ef33a88bcb4b748e11d3743f40f9979
