<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:806de373451412f1b507950f75a17dee38fd789fc44922fd6c442cd0ae2f3d83
size 4627
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
CHANDIGARH,23,15,18,54,65,62,66,56,36,35,107,100,72,82,85,107,32,265,14,20,15,20
DELHI,24,15,17,59,70,62,68,57,34,29,166,101,84,92,105,NR,39,172,16,19,14,28
HISAR,24,13,14,55,71,71,72,NR,36,40,108,85,69,80,90,NR,31,150,14,15,17,17
KARNAL,20,13,15,50,61,54,NR,NR,35,36,124,88,76,84,94,NR,27,140,12,13,13,14
SHIMLA,28,NR,19,65,70,62,63,55,36,26,143,123,86,90,NR,NR,40,160,16,24,14,20
MANDI,23,NR,16,62,65,60,65,52,35,20,118,114,81,86,NR,NR,35,280,14,15,12,10
SRINAGAR,21,20,20,60,65,NR,NR,NR,33,30,NR,112,82,NR,NR,NR,NR,300,13,21,17,NR
JAMMU,26,14,15,56,65,63,62,54,37,28,NR,NR,75,90,96,80,40,195,14,18,15,15
AMRITSAR,23,13,16,55,60,60,70,60,33,37,129,96,81,102,111,NR,36,180,13,18,9,8
LUDHIANA,24,14,17,55,64,63,62,52,34,34,130,95,75,85,110,75,35,180,14,14,13,20
BATHINDA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
LUCKNOW,19,13,15,62,65,70,72,52,33,40,126,98,77,NR,NR,NR,38,200,15,16,10,30
KANPUR,15,12,14,60,60,55,62,50,33,38,115,95,74,NR,NR,NR,40,140,14,14,10,30
VARANASI,16,11,14,55,58,56,65,40,33,40,125,90,68,NR,NR,NR,32,200,16,15,10,25
AGRA,17,12,14,55,64,57,57,53,33,34,90,85,76,NR,NR,NR,31,200,12,14,10,25
DEHRADUN,16,14,16,54,62,60,72,NR,35,36,90,90,72,90,NR,NR,35,150,14,15,12,20
RAIPUR,21,17,20,62,70,50,60,50,32,30,140,100,85,85,93,75,40,160,8,18,10,27
PANAJI,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
AHMEDABAD,18,14,16,55,60,54,60,45,33,36,138,86,73,80,79,68,39,250,14,13,12,17
RAJKOT,19,16,17,63,65,60,67,50,32,40,136,87,73,80,78,67,45,260,14,15,11,21
BHOPAL,19,14,16,46,70,54,62,44,32,35,120,74,58,72,73,58,36,165,12,12,6,18
INDORE,24,15,17,63,68,55,61,50,32,32,154,93,82,88,99,NR,37,185,7,15,7,20
MUMBAI,27,24,26,64,71,73,69,60,33,36,134,96,92,84,87,73,47,200,14,20,15,22
NAGPUR,23,19,20,52,60,53,59,44,33,29,134,95,79,88,95,74,39,154,13,13,13,23
JAIPUR,22,15,15,55,61,45,53,46,33,26,132,89,63,82,NR,NR,30,130,12,12,8,15
JODHPUR,27,13,15,52,49,41,46,NR,31,32,137,107,67,96,NR,NR,24,220,15,14,10,15
KOTA,NR,NR,15,54,60,NR,NR,NR,32,28,NR,NR,NR,NR,NR,NR,40,200,7,15,5,15
PATNA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
BHAGALPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
RANCHI,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
BHUBANESHWAR,20,15,17,58,56,48,52,54,33,24,NR,97,75,90,93,76,36,130,15,15,12,24
CUTTACK,20,NR,16,60,65,48,54,49,34,24,NR,97,75,NR,94,75,35,160,14,16,12,22
SAMBALPUR,19,14,16,58,50,52,56,46,34,24,NR,95,76,88,90,75,36,150,16,16,12,25
KOLKATA,20,NR,17,62,70,60,72,48,34,28,140,105,76,86,100,69,NR,120,8,14,14,28
SILIGURI,18,14,15,58,60,72,60,60,33,30,NR,103,77,91,101,NR,NR,100,5,16,14,35
PORT BLAIR,40,25,30,69,74,NR,NR,59,39,44,115,121,100,NR,105,86,49,180,14,22,22,40
ITANAGAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
GUWAHATI,17,15,17,55,51,53,57,49,35,35,NR,95,79,NR,95,76,NR,140,NR,18,13,40
SHILLONG,17,NR,16,63,55,66,66,52,36,NR,90,105,77,NR,NR,96,NR,200,16,18,23,20
AIZAWL,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
DIMAPUR,15,16,17,55,65,45,65,60,35,NR,100,99,75,NR,NR,NR,NR,160,10,25,25,25
AGARTALA,19,NR,21,61,58,54,56,64,36,29,NR,108,56,NR,NR,NR,34,140,12,21,15,22
VIJAYWADA,22,23,22,59,60,53,62,49,35,31,121,84,71,NR,82,67,36,183,9,18,11,22
BENGALURU,27,19,19,64,75,72,68,NR,34,24,85,NR,63,63,83,70,37,300,14,21,14,15
DHARWAD,23,25,28,55,70,71,69,NR,31,28,108,NR,74,79,100,70,33,185,12,19,11,21
T.PURAM,26,21,24,52,64,65,65,72,34,27,129,120,95,69,93,68,37,136,7,17,26,28
ERNAKULAM,31,21,20,64,66,60,65,52,32,31,95,119,77,74,93,71,41,126,9,25,26,26
PUDUCHERRY,24,24,22,68,78,66,68,50,33,26,132,112,79,NR,82,68,40,190,15,20,12,17
CHENNAI,25,22,26,64,70,58,66,50,32,27,138,108,88,NR,89,70,36,260,16,18,11,21
DINDIGUL,25,22,24,64,65,63,61,NR,32,28,131,NR,81,NR,90,68,34,238,12,22,12,25
THIRUCHIRAPALLI,22,22,24,64,68,60,62,NR,32,28,130,NR,80,NR,90,69,35,255,12,20,12,24
HYDERABAD,23,23,20,60,62,61,63,48,33,34,115,92,77,80,79,66,40,192,10,19,10,22
Average Price,22.09,17.03,18.4,58.58,64.02,58.74,62.93,52.34,33.69,31.37,122.92,98.95,76.61,84.14,92.06,73.73,36.59,186.24,12.57,17.29,13.22,22.2
Maximum Price,40,25,30,69,78,73,72,72,39,44,166,123,100,102,111,107,49,300,16,25,26,40
Minimum Price,15,11,14,46,49,41,46,40,31,20,85,74,56,63,73,58,24,100,5,12,5,8
Modal Price,23,14,16.5,55,65,60,62,50,33,28,102.5,95,76,85,91.5,71.5,40,200,14,15,12,20
>>>>>>> 6ac9248b3ef33a88bcb4b748e11d3743f40f9979
