<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:d8baa3198617805901c1f9867bcba512ecca62570fa1b706dae6ca749615561a
size 9816
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
CHANDIGARH,31,21,25,55,85,88,95,61,37,48,153,105,90,100,105,NR,34,220,20,25,20,45
DELHI,35,21,25,72,97,106,108,80,38,46,179,138,105,118,128,100,57,243,20,32,21,61
HISAR,30,20,24,60,96,98,100,80,37,55,160,105,90,100,110,85,38,210,19,25,18,40
KARNAL,27,22,25,60,96,102,105,74,36,46,135,94,86,101,104,84,36,185,18,23,18,37
PANCHKULA,34,22,26,60,105,110,105,90,40,56,170,120,104,115,120,93,45,210,19,25,20,50
GURGAON,30,25,27,62,100,100,112,72,36,56,150,120,100,109,131,85,40,220,20,30,20,70
SHIMLA,33,NR,27,64,96,95,110,70,40,40,158,131,101,104,NR,NR,42,180,20,36,20,50
MANDI,32,NR,24,60,96,90,95,76,40,50,140,133,93,92,NR,NR,46,285,20,25,18,42
DHARAMSHALA,29,NR,26,57,90,100,100,78,41,40,120,140,100,100,120,85,43,200,20,30,20,45
SOLAN,34,NR,24,59,90,82,98,76,39,40,NR,146,104,102,NR,NR,39,210,20,30,20,40
SRINAGAR,32,30,35,80,85,85,110,80,45,40,NR,145,100,120,150,NR,50,260,20,30,25,65
JAMMU,35,23,26,64,98,104,100,82,42,45,NR,155,150,130,155,135,46,260,20,25,20,40
AMRITSAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
LUDHIANA,30,21,25,62,90,95,105,80,38,45,145,110,95,105,110,NR,40,210,19,25,20,50
