<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:0bc28af6c469d457c8c559323a4d632c2f4ddeb87a1ffec2e4a2039437438ca5
size 5034
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
CHANDIGARH,27,21,21,50,70,62,70,50,35,35,108,98,64,87,92,108,35,200,15,10,20,10
DELHI,27,19,20,56,78,67,81,58,37,30,158,109,76,96,106,NR,38,210,16,13,21,31
HISAR,24,16,18,61,68,68,69,NR,35,42,145,87,85,80,95,NR,33,150,15,9,27,15
KARNAL,21,16,19,45,56,43,71,NR,37,38,120,NR,75,95,109,NR,31,140,12,10,21,14
SHIMLA,30,NR,22,55,70,60,75,55,38,28,176,132,75,91,NR,NR,40,160,16,10,20,25
MANDI,25,NR,20,53,70,55,76,53,38,24,NR,126,70,75,NR,NR,32,255,14,10,20,20
SRINAGAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
JAMMU,33,18,19,48,70,64,75,58,39,35,165,126,68,95,108,71,36,220,16,15,20,30
AMRITSAR,34,19,22,47,67,47,78,63,43,38,145,103,64,89,99,NR,36,232,19,11,17,15
LUDHIANA,24,14,19,65,71,72,70,69,36,35,NR,105,75,90,105,75,40,180,14,10,20,25
BATHINDA,28,16,18,57,68,NR,NR,54,39,33,153,112,74,93,108,NR,37,185,16,7,19,15
LUCKNOW,18,17,18,70,70,68,80,57,36,40,148,110,68,NR,NR,NR,43,230,16,10,20,22
KANPUR,15,16,17,55,65,60,70,55,38,38,115,90,70,NR,NR,NR,36,NR,14,8,20,10
VARANASI,16,17,21,60,58,65,80,50,38,40,125,100,69,NR,NR,NR,36,200,16,10,22,12
AGRA,20,16,18,58,65,55,66,52,36,36,110,95,70,NR,NR,NR,29,240,14,10,20,15
DEHRADUN,18,17,20,51,65,52,77,NR,36,34,123,96,68,95,NR,NR,34,220,16,10,25,15
RAIPUR,22,21,22,68,70,55,65,50,36,30,130,100,78,85,94,78,40,180,8,14,17,8
PANAJI,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
AHMEDABAD,20,15,16,55,60,55,67,41,35,38,140,88,61,88,89,57,48,250,14,16,19,9
RAJKOT,22,21,21,52,65,57,78,53,35,42,137,83,56,81,86,57,50,260,14,10,12,18
BHOPAL,20,14,16,63,70,54,62,44,38,35,127,76,60,74,77,59,36,165,12,15,12,12
INDORE,25,17,20,50,70,50,70,52,35,34,155,99,65,92,105,NR,42,180,9,14,16,13
GWALIOR,30,16,18,58,62,48,62,43,35,35,150,88,82,84,109,60,32,182,16,18,20,20
JABALPUR,20,13,18,52,70,40,58,45,37,39,150,98,78,82,90,65,31,182,10,10,28,10
MUMBAI,26,28,32,73,78,72,89,56,38,36,142,92,74,88,95,66,47,280,16,20,20,20
NAGPUR,30,25,27,64,71,59,65,58,40,30,164,130,95,101,112,82,41,218,13,13,17,12
JAIPUR,24,17,18,49,63,44,67,48,35,26,133,85,62,81,95,NR,31,150,12,10,20,12
JODHPUR,35,17,18,50,59,43,62,NR,35,42,140,118,70,99,NR,NR,26,235,15,10,20,10
KOTA,24,17,18,50,65,40,65,41,37,28,165,90,85,83,140,NR,40,200,7,10,20,12
PATNA,25,18,20,59,67,47,72,44,36,30,NR,92,51,94,89,65,NR,160,13,8,16,13
BHAGALPUR,25,20,22,54,64,57,60,52,36,32,NR,98,60,74,91,60,30,240,12,9,18,8
RANCHI,27,20,20,56,64,NR,NR,NR,38,NR,155,103,60,NR,NR,NR,NR,240,16,10,18,20
BHUBANESHWAR,22,NR,21,48,60,49,70,50,35,28,NR,95,55,94,96,66,35,150,15,8,18,14
CUTTACK,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
SAMBALPUR,21,NR,21,47,62,47,72,46,36,28,NR,87,56,89,98,66,33,150,16,8,18,16
ROURKELA,21,21,23,51,62,45,76,49,36,28,176,97,57,92,93,66,34,160,15,11,18,16
KOLKATA,22,NR,21,62,65,52,85,50,37,28,140,104,56,86,95,56,NR,120,8,8,18,12
SILIGURI,21,18,21,48,60,70,72,65,36,30,NR,92,NR,93,108,NR,NR,100,8,7,20,12
PORT BLAIR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
ITANAGAR,20,NR,24,60,75,75,85,85,40,40,121,121,110,121,115,NR,45,250,12,10,35,30
GUWAHATI,18,21,23,51,56,55,75,48,38,38,NR,90,74,NR,107,76,NR,140,NR,8,18,10
SHILLONG,18,NR,23,66,63,66,79,51,42,NR,105,103,70,NR,NR,96,NR,200,16,18,33,35
AIZAWL,35,NR,27,NR,NR,80,75,70,45,NR,NR,115,NR,NR,108,NR,NR,280,20,30,35,80
DIMAPUR,17,16,22,55,70,50,65,60,40,NR,90,104,NR,NR,NR,NR,NR,160,10,NR,NR,NR
AGARTALA,17,NR,19,64,58,54,73,70,41,29,NR,107,56,NR,NR,NR,34,140,13,12,23,10
VIJAYWADA,25,26,25,52,63,56,76,54,37,33,123,103,57,NR,89,59,40,183,8,15,17,7
VISAKHAPATNAM,25,23,27,52,64,53,77,49,38,34,135,108,62,NR,92,63,38,187,10,10,22,7
BENGALURU,31,22,25,54,70,69,73,NR,36,27,81,NR,61,62,80,59,38,300,14,18,19,12
DHARWAD,31,29,31,75,82,82,74,NR,36,NR,118,NR,74,83,90,66,37,178,17,21,23,12
T.PURAM,32,26,30,77,56,61,69,50,39,35,124,134,105,68,103,63,48,181,10,27,41,18
ERNAKULAM,42,25,27,70,72,62,74,59,38,34,89,112,79,NR,96,68,45,118,13,23,39,18
KOZHIKODE,27,29,36,66,68,59,67,59,34,35,145,137,90,NR,93,65,38,138,9,20,40,15
PUDUCHERRY,30,30,32,60,75,65,80,50,33,29,152,119,77,NR,89,58,40,210,15,20,18,6
CHENNAI,32,27,26,60,72,63,80,52,34,27,143,121,82,NR,96,59,40,260,16,15,13,7
DINDIGUL,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
THIRUCHIRAPALLI,35,27,27,62,67,63,76,NR,33,28,134,NR,79,NR,95,59,37,258,12,18,20,6
HYDERABAD,25,29,29,71,77,68,77,55,41,34,118,99,70,71,86,58,46,192,10,18,20,12
Average Price,25.04,20.23,22.27,57.55,66.78,58.06,72.6,53.93,37.15,33.36,135.07,103.69,70.98,87.17,98.08,66.87,37.68,196.06,13.39,13.04,21.43,16.2
Maximum Price,42,30,36,77,82,82,89,85,45,42,176,137,110,121,140,108,50,300,20,30,41,80
Minimum Price,15,13,16,45,56,40,58,41,33,24,81,76,51,62,77,56,26,100,7,7,12,6
Modal Price,25,16.5,18,54.25,70,55,70,50,36,31.5,142.5,103,70,95,95,62.5,40,170,16,10,20,12
>>>>>>> 6ac9248b3ef33a88bcb4b748e11d3743f40f9979
