<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:00655f06fd903c2a52e5e4eb8f3840064174fe2bcd7cff5de02727d8b6021581
size 4848
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
CHANDIGARH,25,18,20,49,72,62,72,50,40,35,108,95,68,87,95,108,32,265,14,9,14,12
DELHI,26,19,20,70,80,70,80,60,38,30,160,108,77,97,108,NR,37,198,16,10,21,16
HISAR,24,15,17,61,68,68,70,NR,39,42,145,87,77,88,95,NR,33,150,15,9,20,15
KARNAL,22,17,19,54,64,52,NR,NR,38,38,132,95,68,86,99,NR,31,140,12,10,20,16
SHIMLA,30,NR,22,60,72,65,75,52,40,28,176,132,77,91,NR,NR,40,160,16,10,22,20
MANDI,24,NR,20,63,74,58,77,53,38,24,140,126,71,75,NR,NR,32,255,14,16,17,15
SRINAGAR,20,19,20,60,65,NR,NR,NR,40,30,NR,119,84,NR,NR,NR,NR,340,15,20,20,NR
JAMMU,31,18,20,56,78,65,76,56,43,35,154,126,63,95,107,73,38,220,16,15,20,20
AMRITSAR,33,17,20,52,69,42,74,55,37,36,140,99,71,90,95,NR,32,235,17,10,22,12
LUDHIANA,24,14,19,63,72,71,78,73,38,35,NR,115,75,90,115,75,40,180,14,10,25,10
BATHINDA,26,15,18,68,67,75,82,54,43,32,116,115,76,89,96,NR,45,190,16,15,18,18
LUCKNOW,18,15,18,70,70,68,80,57,39,40,146,110,68,NR,NR,NR,43,228,16,10,18,23
KANPUR,15,16,17,65,65,60,70,65,40,38,115,100,70,NR,NR,NR,38,190,14,8,20,10
VARANASI,16,15,17,60,65,65,80,50,38,36,125,100,69,NR,NR,NR,36,200,16,10,20,12
AGRA,19,15,19,65,70,58,60,52,40,36,115,95,80,NR,NR,NR,30,240,14,8,12,15
DEHRADUN,17,16,20,59,64,56,73,NR,38,34,108,95,65,93,NR,NR,33,220,16,10,22,18
RAIPUR,21,22,22,70,70,55,65,50,36,30,132,100,79,85,94,78,40,180,8,16,15,10
PANAJI,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
AHMEDABAD,20,15,16,55,60,55,67,41,36,38,148,89,60,83,85,57,48,250,14,18,12,10
RAJKOT,21,19,21,62,66,60,78,47,35,40,145,89,60,82,85,55,50,260,14,11,15,6
BHOPAL,20,14,16,63,70,54,62,44,38,35,125,74,58,74,75,58,36,165,12,15,12,12
INDORE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
GWALIOR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
JABALPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
MUMBAI,26,28,32,85,80,76,87,56,38,36,140,90,74,80,96,62,47,280,16,20,18,18
NAGPUR,30,25,27,63,71,59,64,56,40,30,162,130,92,102,112,84,41,218,13,15,18,8
JAIPUR,23,17,18,55,63,46,65,49,38,26,132,89,63,82,NR,NR,33,150,12,10,18,10
JODHPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
KOTA,24,16,18,55,75,52,65,53,37,28,167,100,85,85,NR,NR,40,200,7,7,8,4
PATNA,25,15,17,57,66,54,69,44,37,30,NR,100,50,93,88,60,NR,150,11,13,18,16
BHAGALPUR,24,18,20,60,68,60,64,NR,NR,32,NR,98,64,80,90,62,NR,240,12,8,NR,8
RANCHI,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
BHUBANESHWAR,21,NR,21,57,60,50,72,46,36,26,NR,100,54,93,96,65,34,150,15,12,20,12
CUTTACK,20,NR,21,54,60,45,73,46,36,26,NR,100,56,NR,93,64,35,160,15,12,19,10
SAMBALPUR,21,NR,21,55,61,48,72,45,36,26,NR,94,58,88,98,65,35,150,16,12,18,10
KOLKATA,20,NR,21,68,70,60,80,50,39,28,144,106,55,88,94,54,NR,NR,8,10,20,15
SILIGURI,20,18,20,55,62,70,76,68,37,30,NR,92,77,91,108,NR,NR,100,8,10,20,20
PORT BLAIR,48,27,39,76,76,NR,NR,NR,NR,44,NR,NR,NR,NR,NR,NR,NR,NR,15,24,34,NR
ITANAGAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
GUWAHATI,18,20,24,62,60,58,76,50,40,38,NR,95,82,NR,105,78,NR,140,NR,12,22,30
SHILLONG,18,NR,24,69,63,66,79,51,43,NR,105,101,70,NR,NR,96,NR,200,16,18,26,35
AIZAWL,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
DIMAPUR,17,16,17,55,60,45,65,60,45,NR,100,99,75,NR,NR,NR,NR,160,10,20,30,20
AGARTALA,17,NR,19,64,58,54,73,71,43,29,NR,109,56,NR,NR,NR,34,140,13,17,24,39
VIJAYWADA,24,26,25,63,64,57,75,54,39,33,127,95,57,NR,91,60,43,183,8,15,16,7
BENGALURU,26,21,24,61,70,69,73,NR,36,24,81,NR,60,61,79,56,38,300,14,21,18,12
DHARWAD,26,27,29,73,80,81,71,NR,36,28,110,NR,72,83,90,66,37,185,12,15,23,11
T.PURAM,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
ERNAKULAM,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
KOZHIKODE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
PUDUCHERRY,29,28,30,72,75,62,80,50,34,29,130,130,77,NR,89,57,40,210,15,20,20,9
CHENNAI,34,26,26,65,74,62,78,52,35,27,144,121,88,NR,93,58,39,260,16,20,16,15
DINDIGUL,32,27,28,66,68,66,77,NR,34,28,132,NR,78,NR,94,55,37,258,12,25,18,12
THIRUCHIRAPALLI,33,27,27,66,69,66,76,NR,34,28,132,NR,77,NR,93,57,36,258,12,19,16,10
HYDERABAD,24,28,29,73,77,68,74,55,41,34,121,97,70,71,86,58,45,192,10,18,18,10
Average Price,23.91,19.69,21.77,62.59,68.43,60.31,73.24,53.38,38.29,32.19,132.03,102.95,69.91,85.79,94.8,66.44,37.94,203.57,13.37,13.93,19.14,14.55
Maximum Price,48,28,39,85,80,81,87,73,45,44,176,132,92,102,115,108,50,340,17,25,34,39
Minimum Price,15,14,16,49,58,42,60,41,34,24,81,74,50,61,75,54,30,100,7,7,8,4
Modal Price,24,15,20,55,70,60,80,50,38,29,132,100,77,90.5,94.5,57.5,40,150,16,10,19,10
>>>>>>> 6ac9248b3ef33a88bcb4b748e11d3743f40f9979
