<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:b494486703ef1411c36016dbe8d7979421c5b24655f1fa5fcf0d38e3460f6089
size 9325
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/ Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Ground- nut Oil *,Must- ard Oil *,Vanas- pati *,Soya Oil *,Sun- flower Oil *,Palm Oil *,Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
AGRA,18,18,20,99,138,140,75,76,39,48,122,90,75,75,95,66,37,200,18,20,10,50
ALLAHABAD,20,18,20,72,122,97,110,73,40,40,150,111,75,85,109,67,32,190,15,15,10,30
AMRITSAR,28,19,22,87,138,135,95,85,36,43,135,100,73,85,99,NR,33,185,18,19,13,65
BATHINDA,26,19,24,86,160,180,92,90,43,42,169,103,74,90,115,NR,44,210,18,17,18,50
CHANDIGARH,28,18,22,78,145,135,92,76,36,44,122,100,72,86,100,NR,35,225,17,22,15,36
DEHRADUN,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
DELHI,30,20,22,106,155,159,98,94,40,38,156,127,81,88,105,NR,49,212,17,28,22,63
DHARAMSHALA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
GORAKHPUR,20,19,22,95,130,90,90,70,39,40,NR,115,60,80,115,62,38,180,20,19,14,65
GURGAON,28,18,21,83,135,142,93,NR,34,48,118,85,74,92,92,70,36,180,18,20,18,42
HALDWANI,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
HARIDWAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
HISAR,33,17,20,86,140,150,80,74,38,46,110,98,68,78,85,NR,36,180,17,20,10,40
JAMMU,32,18,21,100,150,162,90,86,45,40,NR,134,80,NR,NR,NR,48,240,18,25,18,60
JHANSI,25,20,22,80,150,145,90,85,39,50,NR,90,77,75,NR,NR,38,180,16,20,8,40
KANPUR,20,18,22,95,150,150,95,85,41,50,150,100,75,85,105,70,45,190,14,22,20,60
KARNAL,25,18,21,90,150,140,85,85,40,45,135,90,68,75,91,65,40,180,17,20,15,42
LUCKNOW,23,18,20,110,120,155,95,90,40,50,135,105,60,85,92,75,45,230,16,20,14,55
LUDHIANA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
MANDI,30,NR,22,95,146,155,84,85,40,28,NR,137,76,79,NR,NR,34,180,17,20,15,45
MEERUT,30,19,23,86,140,150,95,91,40,NR,NR,96,80,NR,NR,NR,40,180,NR,21,14,50
PANCHKULA,25,19,23,90,160,150,110,100,35,45,130,95,75,84,103,NR,40,180,20,20,15,35
RUDRAPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
SHIMLA,30,NR,22,107,154,147,95,85,40,30,148,136,80,83,NR,NR,38,180,17,21,16,42
SOLAN,32,NR,21,91,139,142,85,78,41,NR,138,137,80,80,98,73,44,170,18,20,16,40
SRINAGAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
VARANASI,22,18,22,98,157,134,111,85,41,45,128,113,78,86,110,67,45,200,18,20,15,60
