<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:ebfb4f76169384dc915d7e6a2d0c47b16dd382798d18f91b3f684932a2874a6d
size 31431
=======
DATE,MANDINAME,STATENAME,VOLATILITY
2016-01-01,DURGAPUR,WEST BENGAL,0.0430838723998523
2016-01-01,KASIPUR,WEST BENGAL,0.0182404950485567
2016-01-01,FATEHPUR,UTTAR PRADESH,0.0145905266994056
2016-01-01,AVERAGE,,0.009021869359516689
2016-01-01,RAATH,UTTAR PRADESH,0.0052819300878356
2016-01-01,CHHIBRAMAU(KANNUJ),UTTAR PRADESH,0.0
2016-01-01,KAYAMGANJ,UTTAR PRADESH,0.0
2016-01-01,PRATAPGARH,UTTAR PRADESH,0.0
2016-01-01,SAFDARGANJ,UTTAR PRADESH,0.0
2016-01-01,KATWA,WEST BENGAL,0.0
2016-02-01,KATWA,WEST BENGAL,0.032909301421945
2016-02-01,KASIPUR,WEST BENGAL,0.0217346938643315
2016-02-01,RAATH,UTTAR PRADESH,0.0130228377395224
2016-02-01,AVERAGE,,0.008395062423483646
2016-02-01,FATEHPUR,UTTAR PRADESH,0.0078887287855539
2016-02-01,CHHIBRAMAU(KANNUJ),UTTAR PRADESH,0.0
2016-02-01,KAYAMGANJ,UTTAR PRADESH,0.0
2016-02-01,PRATAPGARH,UTTAR PRADESH,0.0
2016-02-01,SAFDARGANJ,UTTAR PRADESH,0.0
2016-02-01,DURGAPUR,WEST BENGAL,0.0
2016-03-01,RAATH,UTTAR PRADESH,0.2650239538306185
2016-03-01,AVERAGE,,0.035843046296616735
2016-03-01,KATWA,WEST BENGAL,0.0179216538468397
2016-03-01,KASIPUR,WEST BENGAL,0.0174544763736727
2016-03-01,DURGAPUR,WEST BENGAL,0.0136946940189019
2016-03-01,FATEHPUR,UTTAR PRADESH,0.0084926385995178
2016-03-01,CHHIBRAMAU(KANNUJ),UTTAR PRADESH,0.0
2016-03-01,KAYAMGANJ,UTTAR PRADESH,0.0
2016-03-01,PRATAPGARH,UTTAR PRADESH,0.0
2016-03-01,SAFDARGANJ,UTTAR PRADESH,0.0
2016-04-01,KATWA,WEST BENGAL,0.0231378221161298
2016-04-01,KASIPUR,WEST BENGAL,0.0102583307381732
2016-04-01,FATEHPUR,UTTAR PRADESH,0.0088672105037134
2016-04-01,RAATH,UTTAR PRADESH,0.0070501915649496
2016-04-01,DURGAPUR,WEST BENGAL,0.007034203698677
2016-04-01,AVERAGE,,0.006327748649268345
2016-04-01,PRATAPGARH,UTTAR PRADESH,0.0006019792217721
2016-04-01,CHHIBRAMAU(KANNUJ),UTTAR PRADESH,0.0
2016-04-01,KAYAMGANJ,UTTAR PRADESH,0.0
2016-04-01,SAFDARGANJ,UTTAR PRADESH,0.0
2016-05-01,KATWA,WEST BENGAL,0.1083567792700198
2016-05-01,AVERAGE,,0.013691824124520576
2016-05-01,FATEHPUR,UTTAR PRADESH,0.0076409652517552
2016-05-01,RAATH,UTTAR PRADESH,0.003324438678474
2016-05-01,KASIPUR,WEST BENGAL,0.0026144277185481
2016-05-01,PRATAPGARH,UTTAR PRADESH,0.0012898062018881
2016-05-01,CHHIBRAMAU(KANNUJ),UTTAR PRADESH,0.0
2016-05-01,KAYAMGANJ,UTTAR PRADESH,0.0
2016-05-01,SAFDARGANJ,UTTAR PRADESH,0.0
2016-05-01,DURGAPUR,WEST BENGAL,0.0
2016-06-01,KASIPUR,WEST BENGAL,0.0120317936281895
2016-06-01,FATEHPUR,UTTAR PRADESH,0.0053709139627007
2016-06-01,RAATH,UTTAR PRADESH,0.002984219032621
2016-06-01,AVERAGE,,0.0024524809573952555
2016-06-01,PRATAPGARH,UTTAR PRADESH,0.0016854019930461
2016-06-01,CHHIBRAMAU(KANNUJ),UTTAR PRADESH,0.0
2016-06-01,KAYAMGANJ,UTTAR PRADESH,0.0
2016-06-01,SAFDARGANJ,UTTAR PRADESH,0.0
2016-06-01,DURGAPUR,WEST BENGAL,0.0
2016-06-01,KATWA,WEST BENGAL,0.0
2016-07-01,RAATH,UTTAR PRADESH,0.1270232056560963
2016-07-01,KASIPUR,WEST BENGAL,0.0246456404604292
2016-07-01,AVERAGE,,0.018439009636019667
2016-07-01,DURGAPUR,WEST BENGAL,0.0087532356633348
2016-07-01,FATEHPUR,UTTAR PRADESH,0.0042134988807945
2016-07-01,PRATAPGARH,UTTAR PRADESH,0.0013155060635222
2016-07-01,CHHIBRAMAU(KANNUJ),UTTAR PRADESH,0.0
2016-07-01,KAYAMGANJ,UTTAR PRADESH,0.0
2016-07-01,SAFDARGANJ,UTTAR PRADESH,0.0
2016-07-01,KATWA,WEST BENGAL,0.0
2016-08-01,DURGAPUR,WEST BENGAL,0.0096448544335613
2016-08-01,KATWA,WEST BENGAL,0.0072763878421909
2016-08-01,RAATH,UTTAR PRADESH,0.0040899438550657
2016-08-01,FATEHPUR,UTTAR PRADESH,0.0035153372165564
2016-08-01,KASIPUR,WEST BENGAL,0.0034657628652709
2016-08-01,AVERAGE,,0.0032305026767520664
2016-08-01,PRATAPGARH,UTTAR PRADESH,0.0010822378781234
2016-08-01,CHHIBRAMAU(KANNUJ),UTTAR PRADESH,0.0
2016-08-01,KAYAMGANJ,UTTAR PRADESH,0.0
2016-08-01,SAFDARGANJ,UTTAR PRADESH,0.0
2016-09-01,PRATAPGARH,UTTAR PRADESH,0.0195884563124509
2016-09-01,DURGAPUR,WEST BENGAL,0.0088655015461656
2016-09-01,KASIPUR,WEST BENGAL,0.0052553498427388
2016-09-01,AVERAGE,,0.004388557143030811
2016-09-01,RAATH,UTTAR PRADESH,0.0029752676260642
2016-09-01,FATEHPUR,UTTAR PRADESH,0.0028124389598578
2016-09-01,CHHIBRAMAU(KANNUJ),UTTAR PRADESH,0.0
2016-09-01,KAYAMGANJ,UTTAR PRADESH,0.0
2016-09-01,SAFDARGANJ,UTTAR PRADESH,0.0
2016-09-01,KATWA,WEST BENGAL,0.0
2016-10-01,CHHIBRAMAU(KANNUJ),UTTAR PRADESH,0.0411330806637822
2016-10-01,PRATAPGARH,UTTAR PRADESH,0.031918010395063
2016-10-01,AVERAGE,,0.010149588388168677
