<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:61eb5087addac73b86faad4256d74ec699497cfb491f8d7aa8c33adff57185c5
size 3973
=======
DATE,VOLATILITY,VOLATILITY_SAMEMONTH,VOLATILITY_LASTMONTH,VOLATILITY_LASTYEAR,VOLATILITY_SUM,PRICE_SAMEMONTH,PRICE_LASTMONTH,PRICE_LASTYEAR,PRICE_SUM,SUM
2016-01-01,0.0186625617176723,1.0,0.0,0.0,1.0,0,0,0,0,1.0
2016-02-01,0.012925768530823,2.0,0.0,0.0,2.0,0,0,0,0,2.0
2016-03-01,0.0039717665841619,2.0,0.0,0.0,2.0,0,0,0,0,2.0
2016-04-01,0.0146528533746629,2.0,1.0,0.0,3.0,0,0,0,0,3.0
2016-05-01,0.0058877287480575,2.0,1.0,0.0,3.0,0,0,0,0,3.0
2016-06-01,0.0095947956713485,2.0,1.0,0.0,3.0,0,0,0,0,3.0
2016-07-01,0.0080185195969182,2.0,1.0,0.0,3.0,0,0,0,0,3.0
2016-08-01,0.0184929960294929,2.0,2.0,0.0,4.0,0,0,0,0,4.0
2016-09-01,0.0045187142062904,2.0,2.0,0.0,4.0,0,0,0,0,4.0
2016-10-01,0.013868165478688,2.0,2.0,0.0,4.0,0,0,0,0,4.0
2016-11-01,0.0038315383669344,2.0,2.0,0.0,4.0,0,0,0,0,4.0
2016-12-01,0.0050877190451337,2.0,2.0,0.0,4.0,0,0,0,0,4.0
2017-01-01,0.0149434405587813,1.0,2.0,0.0,3.0,0,0,0,0,3.0
2017-02-01,0.0266999360286043,1.0,3.0,1.0,5.0,0,0,0,0,5.0
2017-03-01,0.0056092915644274,1.0,3.0,1.0,5.0,0,0,0,0,5.0
2017-04-01,0.0050446971697805,1.0,2.0,1.0,4.0,0,0,0,0,4.0
2017-05-01,0.0015085547009166,1.0,2.0,1.0,4.0,0,0,0,0,4.0
2017-06-01,0.005741797494601,1.0,2.0,1.0,4.0,0,0,0,0,4.0
2017-07-01,0.0037286327820247,1.0,2.0,1.0,4.0,0,0,0,0,4.0
2017-08-01,0.0030773430438781,1.0,1.0,1.0,3.0,0,0,0,0,3.0
2017-09-01,0.0092962472036571,1.0,1.0,1.0,3.0,0,0,0,0,3.0
2017-10-01,0.0154982508870593,1.0,1.0,1.0,3.0,0,0,0,0,3.0
2017-11-01,0.0096249299983068,1.0,1.0,1.0,3.0,0,0,0,0,3.0
2017-12-01,0.0045914658538579,1.0,1.0,1.0,3.0,0,0,0,0,3.0
2018-01-01,0.0115602168600124,1.0,1.0,1.0,3.0,0,0,0,0,3.0
2018-02-01,0.0033382811956529,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2018-03-01,0.0079241497385495,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2018-04-01,0.0140899236425739,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2018-05-01,0.0051886807949561,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2018-06-01,0.006110912613405,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2018-07-01,0.0072963283060033,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2018-08-01,0.0114669913917387,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2018-09-01,0.012441990093502,1.0,0.0,0.0,1.0,0,0,0,0,1.0
2018-10-01,0.0057092016342724,1.0,0.0,0.0,1.0,0,0,0,0,1.0
2018-11-01,0.0104817624819782,1.0,0.0,0.0,1.0,0,0,0,0,1.0
2018-12-01,0.0059334526135681,1.0,0.0,0.0,1.0,0,0,0,0,1.0
2019-01-01,0.0157979316929654,1.0,1.0,0.0,2.0,0,0,0,0,2.0
2019-02-01,0.0015248873687428,1.0,1.0,0.0,2.0,0,0,0,0,2.0
2019-03-01,0.0040223442742314,1.0,1.0,0.0,2.0,0,0,0,0,2.0
2019-04-01,0.0126450940674569,1.0,1.0,0.0,2.0,0,0,0,0,2.0
2019-05-01,0.009365993139481,1.0,1.0,0.0,2.0,0,0,0,0,2.0
2019-06-01,0.013126542150639,2.0,1.0,0.0,3.0,0,0,0,0,3.0
2019-07-01,0.0045156755193645,2.0,1.0,0.0,3.0,0,0,0,0,3.0
2019-08-01,0.0115395916528842,2.0,1.0,0.0,3.0,0,0,0,0,3.0
2019-09-01,0.0107319535392831,1.0,1.0,0.0,2.0,0,0,0,0,2.0
2019-10-01,0.0075174105374691,1.0,1.0,0.0,2.0,0,0,0,0,2.0
2019-11-01,0.0035390531971379,1.0,1.0,0.0,2.0,0,0,0,0,2.0
2019-12-01,0.0046491496953523,1.0,1.0,0.0,2.0,0,0,0,0,2.0
2020-01-01,0.0056573197787536,1.0,0.0,0.0,1.0,0,0,0,0,1.0
2020-02-01,0.0094000019790973,1.0,0.0,0.0,1.0,0,0,0,0,1.0
2020-03-01,0.0674879800900397,2.0,1.0,1.0,4.0,0,0,0,0,4.0
2020-04-01,0.0655649198945738,3.0,2.0,2.0,7.0,0,0,0,0,7.0
2020-05-01,0.0057980847027147,3.0,2.0,2.0,7.0,0,0,0,0,7.0
2020-06-01,0.0265605150341922,2.0,3.0,3.0,8.0,0,0,0,0,8.0
2020-07-01,0.0038773730132973,2.0,3.0,3.0,8.0,0,0,0,0,8.0
2020-08-01,0.0033603910896556,2.0,3.0,3.0,8.0,0,0,0,0,8.0
2020-09-01,0.0081483700952297,2.0,3.0,3.0,8.0,0,0,0,0,8.0
2020-10-01,0.0105895965128712,2.0,3.0,3.0,8.0,0,0,0,0,8.0
2020-11-01,0.0129239953846164,2.0,3.0,3.0,8.0,0,0,0,0,8.0
2020-12-01,0.003305409574504,2.0,3.0,3.0,8.0,0,0,0,0,8.0
2021-01-01,0.0104295591485773,2.0,3.0,3.0,8.0,0,0,0,0,8.0
2021-02-01,0.052653768235702,2.0,3.0,4.0,9.0,0,0,0,0,9.0
2021-03-01,0.0083364493517877,1.0,2.0,3.0,6.0,0,0,0,0,6.0
2021-04-01,0.0093705218739414,0.0,1.0,2.0,3.0,0,0,0,0,3.0
2021-05-01,0.0155324834587675,0.0,1.0,2.0,3.0,0,0,0,0,3.0
2021-06-01,0.0003044301247355,0.0,0.0,1.0,1.0,0,0,0,0,1.0
>>>>>>> 6ac9248b3ef33a88bcb4b748e11d3743f40f9979
