<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:cbb71ff4e79d4abdba12923d93ff5ab7ef0ec83929484e9325fa390635636d71
size 17401
=======
STARTDATE,ENDDATE,MEDIAN,MAD,VALUE,TYPE
2017-04-02,2017-05-15,7600.0,1138.1944445987651,6000.0,Normal
2017-04-09,2017-05-22,7500.0,1114.5833333333333,6000.0,Normal
2017-04-16,2017-05-29,7500.0,1068.75,5500.0,Anomaly
2017-04-23,2017-06-05,7500.0,1068.75,5500.0,Anomaly
2017-04-30,2017-06-12,7550.0,1062.5,5500.0,Anomaly
2017-05-07,2017-06-19,7550.0,1053.125,5500.0,Anomaly
2017-05-14,2017-06-26,7800.0,1003.1249999999999,5500.0,Anomaly
2017-05-21,2017-07-03,7800.0,992.1875,5500.0,Anomaly
2017-05-28,2017-07-10,7900.0,965.6249999999999,5500.0,Anomaly
2017-06-04,2017-07-17,7900.0,955.6134255531846,5800.0,Anomaly
2017-06-11,2017-07-24,7900.0,1009.3749999999999,5800.0,Anomaly
2017-06-18,2017-07-31,7900.0,997.9166666666665,5800.0,Anomaly
2017-06-25,2017-08-07,7900.0,997.9166666666665,5800.0,Anomaly
2017-07-02,2017-08-14,7900.0,1039.5833333333333,5500.0,Anomaly
2017-07-09,2017-08-21,7900.0,1039.5833333333333,5500.0,Anomaly
2017-07-16,2017-08-28,7900.0,1147.4232456148143,5500.0,Anomaly
2017-07-23,2017-09-04,7900.0,1241.6666666666667,5500.0,Anomaly
2017-07-30,2017-09-11,7900.0,1241.6666666666667,5500.0,Anomaly
2017-08-06,2017-09-18,7900.0,1247.9166666666665,5500.0,Anomaly
2017-08-13,2017-09-25,7500.0,1357.2916666666667,5500.0,Normal
2017-08-20,2017-10-02,7500.0,1323.9583333333333,5500.0,Normal
2017-08-27,2017-10-09,7500.0,1222.9166666666667,5500.0,Normal
2017-09-03,2017-10-16,7500.0,1222.9166666666667,5500.0,Normal
2017-09-10,2017-10-23,7500.0,1221.2540417288826,5500.0,Normal
2017-09-17,2017-10-30,7500.0,1207.7380952238063,5300.0,Anomaly
2017-09-24,2017-11-06,7500.0,1182.0693709668844,5300.0,Anomaly
2017-10-01,2017-11-13,7550.0,1185.7632764948805,5300.0,Anomaly
2017-10-08,2017-11-20,7500.0,1244.2239859592396,5300.0,Anomaly
2017-10-15,2017-11-27,7500.0,1263.888888888889,5300.0,Normal
2017-10-22,2017-12-04,7500.0,1263.888888888889,5300.0,Normal
2017-10-29,2017-12-11,7500.0,1263.888888888889,5300.0,Normal
2017-11-05,2017-12-18,7500.0,1259.8765433470508,5200.0,Anomaly
2017-11-12,2017-12-25,7450.0,1266.6666666666667,5200.0,Anomaly
2017-11-19,2018-01-01,7450.0,1301.6666666666667,5200.0,Normal
2017-11-26,2018-01-08,7250.0,1338.2664608891557,5200.0,Normal
2017-12-03,2018-01-15,7200.0,1372.2222222222224,5200.0,Normal
2017-12-10,2018-01-22,7000.0,1525.0,5200.0,Normal
2017-12-17,2018-01-29,7000.0,1536.111111111111,5200.0,Normal
2017-12-24,2018-02-05,7000.0,1536.111111111111,5200.0,Normal
2017-12-31,2018-02-12,7000.0,1541.6666666666667,5200.0,Normal
2018-01-07,2018-02-19,7000.0,1541.6666666666667,5200.0,Normal
2018-01-14,2018-02-26,7000.0,1549.3434343201006,5200.0,Normal
2018-01-21,2018-03-05,6500.0,1479.1666666666667,5200.0,Normal
2018-01-28,2018-03-12,6500.0,1482.2916666666667,5200.0,Normal
2018-02-04,2018-03-19,6500.0,1496.8750000732423,5200.0,Normal
2018-02-11,2018-03-26,6500.0,1512.5,5200.0,Normal
2018-02-18,2018-04-02,6500.0,1553.125,5200.0,Normal
2018-02-25,2018-04-09,6500.0,1553.125,5200.0,Normal
2018-03-04,2018-04-16,6500.0,1556.25,5200.0,Normal
2018-03-11,2018-04-23,6500.0,1596.875,5200.0,Normal
2018-03-18,2018-04-30,6500.0,1618.75,5200.0,Normal
2018-03-25,2018-05-07,6500.0,1618.75,5200.0,Normal
2018-04-01,2018-05-14,6500.0,1520.8333333333333,5200.0,Normal
2018-04-08,2018-05-21,6500.0,1528.7828946695136,5200.0,Normal
2018-04-15,2018-05-28,6500.0,1595.8333333333333,5000.0,Normal
2018-04-22,2018-06-04,6400.0,1658.9583333933333,5000.0,Normal
2018-04-29,2018-06-11,6375.304877267996,1720.4649390786115,5000.0,Normal
2018-05-06,2018-06-18,6375.304877267996,1720.4649390786115,5000.0,Normal
2018-05-13,2018-06-25,6375.304877267996,1672.5482724119447,5000.0,Normal
2018-05-20,2018-07-02,6375.304877267996,1639.2149390786115,5000.0,Normal
2018-05-27,2018-07-09,6450.0,1635.956790037723,5000.0,Normal
2018-06-03,2018-07-16,6450.0,1625.5401233710563,5000.0,Normal
2018-06-10,2018-07-23,6400.0,1507.9861111339505,6000.0,Normal
2018-06-17,2018-07-30,6386.111109876544,1474.8263889660493,6000.0,Normal
2018-06-24,2018-08-06,6350.0,1451.0416666666667,6000.0,Normal
2018-07-01,2018-08-13,6300.0,1421.875,6000.0,Normal
2018-07-08,2018-08-20,6300.0,1453.953598387999,6000.0,Normal
2018-07-15,2018-08-27,6300.0,1302.7777778444442,6000.0,Normal
2018-07-22,2018-09-03,6250.0,1190.9722222222224,6000.0,Normal
2018-07-29,2018-09-10,6250.0,1169.0972222222222,6000.0,Normal
2018-08-05,2018-09-17,6250.0,1166.6666666666667,6000.0,Normal
2018-08-12,2018-09-24,6300.0,1144.9266976251715,5600.0,Normal
2018-08-19,2018-10-01,6300.0,1124.4341681840654,5600.0,Normal
2018-08-26,2018-10-08,6300.0,1127.9938342437727,5600.0,Normal
2018-09-02,2018-10-15,6300.0,1140.2777777777776,5600.0,Normal
2018-09-09,2018-10-22,6300.0,1140.2777777777776,5600.0,Normal
2018-09-16,2018-10-29,6300.0,1167.013888888889,5800.0,Normal
2018-09-23,2018-11-05,6300.0,890.5285747710965,5800.0,Normal
2018-09-30,2018-11-12,6350.0,916.4440266160536,5800.0,Normal
2018-10-07,2018-11-19,5900.0,906.25,5800.0,Normal
2018-10-14,2018-11-26,5900.0,927.0833333333334,5800.0,Normal
2018-10-21,2018-12-03,5900.0,966.6666666666666,5800.0,Normal
2018-10-28,2018-12-10,5900.0,958.3333333333334,5800.0,Normal
2018-11-04,2018-12-17,5550.0,970.486111111111,5800.0,Normal
2018-11-11,2018-12-24,5550.0,976.2152777777777,5800.0,Normal
2018-11-18,2018-12-31,5550.0,969.4444444444443,5800.0,Normal
2018-11-25,2019-01-07,5550.0,969.4444444444443,5800.0,Normal
2018-12-02,2019-01-14,5550.0,969.548611111111,5800.0,Normal
2018-12-09,2019-01-21,5550.0,969.548611111111,5800.0,Normal
2018-12-16,2019-01-28,5650.0,961.9097222222223,5800.0,Normal
2018-12-23,2019-02-04,5650.0,961.9097222222223,5800.0,Normal
2018-12-30,2019-02-11,5650.0,961.9097222222223,5800.0,Normal
2019-01-06,2019-02-18,5650.0,961.8214749112653,5800.0,Normal
2019-01-13,2019-02-25,5650.0,961.0069444444443,5800.0,Normal
2019-01-20,2019-03-04,5650.0,888.634548505317,5800.0,Normal
2019-01-27,2019-03-11,5250.0,908.7954059762682,5800.0,Normal
2019-02-03,2019-03-18,5250.0,908.3757548147778,5800.0,Normal
2019-02-10,2019-03-25,5250.0,911.3905912704317,5800.0,Normal
2019-02-17,2019-04-01,5250.0,905.2083333333334,5800.0,Normal
2019-02-24,2019-04-08,5250.0,904.8361582953748,5800.0,Normal
2019-03-03,2019-04-15,5250.0,903.3436214372808,5800.0,Normal
2019-03-10,2019-04-22,5200.0,925.8294753943759,5800.0,Normal
2019-03-17,2019-04-29,5200.0,914.7569444444445,5800.0,Normal
2019-03-24,2019-05-06,5300.0,907.5885107113066,5800.0,Normal
2019-03-31,2019-05-13,5400.0,873.5807092051309,5800.0,Normal
2019-04-07,2019-05-20,5400.0,871.2935568558911,5800.0,Normal
2019-04-14,2019-05-27,5400.0,888.8888888888888,5800.0,Normal
2019-04-21,2019-06-03,5400.0,888.5375575534723,5800.0,Normal
2019-04-28,2019-06-10,5250.0,895.1388888888888,5800.0,Normal
2019-05-05,2019-06-17,5250.0,901.5046295156972,5800.0,Normal
2019-05-12,2019-06-24,5250.0,942.0138888888888,5800.0,Normal
2019-05-19,2019-07-01,5250.0,942.0138888888888,5800.0,Normal
2019-05-26,2019-07-08,5250.0,942.0138888888888,5800.0,Normal
2019-06-02,2019-07-15,5250.0,980.9027777777778,5800.0,Normal
2019-06-09,2019-07-22,5480.0,951.8765434508505,5800.0,Normal
2019-06-16,2019-07-29,5580.0,956.9097222222223,5800.0,Normal
2019-06-23,2019-08-05,5580.0,935.0694444444445,5800.0,Normal
2019-06-30,2019-08-12,5800.0,806.4930555555557,5800.0,Normal
2019-07-07,2019-08-19,5800.0,782.8819444444443,5800.0,Normal
2019-07-14,2019-08-26,5900.0,793.6458333333334,5800.0,Normal
2019-07-21,2019-09-02,5730.0,774.5833333333334,5800.0,Normal
2019-07-28,2019-09-09,5730.0,753.75,5800.0,Normal
2019-08-04,2019-09-16,5730.0,745.4166666666666,5800.0,Normal
2019-08-11,2019-09-23,5630.0,757.2569444444443,5800.0,Normal
2019-08-18,2019-09-30,5630.1832944343305,734.9628502879813,5800.0,Normal
2019-08-25,2019-10-07,5738.837153838853,730.5220738939648,5800.0,Normal
2019-09-01,2019-10-14,5759.332876083725,727.1771923512069,5800.0,Normal
2019-09-08,2019-10-21,5790.192551972584,729.7372854095744,5800.0,Normal
2019-09-15,2019-10-28,5800.0,705.7505505125877,5500.0,Normal
2019-09-22,2019-11-04,5500.0,734.0093288380264,5500.0,Normal
2019-09-29,2019-11-11,5500.0,739.813332946976,5500.0,Normal
2019-10-06,2019-11-18,5500.0,740.9959983683383,5500.0,Normal
2019-10-13,2019-11-25,5500.0,746.2093214141909,5500.0,Normal
2019-10-20,2019-12-02,5500.0,737.2822725468528,5500.0,Normal
2019-10-27,2019-12-09,5500.0,736.1453534584679,6000.0,Normal
2019-11-03,2019-12-16,5538.016528495321,739.5105743373286,6000.0,Normal
2019-11-10,2019-12-23,5650.0,791.4566037902472,6000.0,Normal
2019-11-17,2019-12-30,5650.0,797.9605664094184,6000.0,Normal
2019-11-24,2020-01-06,5650.0,799.8378600974187,6000.0,Normal
2019-12-01,2020-01-13,5650.0,804.0922084547898,6000.0,Normal
2019-12-08,2020-01-20,5650.0,807.4479570613631,6000.0,Normal
2019-12-15,2020-01-27,5650.0,830.5880345830432,6000.0,Normal
2019-12-22,2020-02-03,5650.0,821.7179633053041,6000.0,Normal
2019-12-29,2020-02-10,5650.0,821.7179633053041,6000.0,Normal
2020-01-05,2020-02-17,5650.0,821.7179633053041,6000.0,Normal
2020-01-12,2020-02-24,5650.0,815.0110294468514,6000.0,Normal
2020-01-19,2020-03-02,5650.0,813.7152777777777,6000.0,Normal
2020-01-26,2020-03-09,5650.0,818.4606480195476,6000.0,Normal
2020-02-02,2020-03-16,5650.0,793.4172452450349,6000.0,Normal
2020-02-09,2020-03-23,5650.0,760.6770833333334,6000.0,Normal
2020-02-16,2020-03-30,5600.0,596.3541666666666,6000.0,Normal
2020-02-23,2020-04-06,5675.0,572.2222222222223,6000.0,Normal
2020-03-01,2020-04-13,5800.0,581.25,6000.0,Normal
2020-03-08,2020-04-20,5800.0,577.0833333333334,6000.0,Normal
2020-03-15,2020-04-27,5800.0,577.0833333333334,6000.0,Normal
2020-03-22,2020-05-04,5800.0,577.0833333333334,6000.0,Normal
2020-03-29,2020-05-11,5850.0,570.6597222222222,6500.0,Normal
2020-04-05,2020-05-18,5850.0,604.5138888888888,6500.0,Normal
2020-04-12,2020-05-25,5900.0,601.25,6500.0,Normal
2020-04-19,2020-06-01,5900.0,601.25,6500.0,Normal
2020-04-26,2020-06-08,5900.0,615.8333333333334,6500.0,Normal
2020-05-03,2020-06-15,5900.0,613.672839460448,6500.0,Normal
2020-05-10,2020-06-22,5900.0,608.5802471079105,6500.0,Normal
2020-05-17,2020-06-29,5900.0,692.5462962620027,6500.0,Normal
2020-05-24,2020-07-06,6000.0,679.8611111111112,7200.0,Anomaly
2020-05-31,2020-07-13,5950.0,683.3333333333334,7200.0,Anomaly
2020-06-07,2020-07-20,5900.0,674.3055555555555,7200.0,Anomaly
2020-06-14,2020-07-27,5900.0,670.3125,7200.0,Anomaly
2020-06-21,2020-08-03,5950.0,712.8472222222222,7200.0,Anomaly
2020-06-28,2020-08-10,5950.0,702.4305555555555,7200.0,Anomaly
2020-07-05,2020-08-17,5950.0,702.4305555555555,7200.0,Anomaly
2020-07-12,2020-08-24,5900.0,709.375,7600.0,Anomaly
2020-07-19,2020-08-31,6150.0,706.25,8000.0,Anomaly
2020-07-26,2020-09-07,5900.0,723.4375,8000.0,Anomaly
2020-08-02,2020-09-14,5900.0,708.5069444444443,8000.0,Anomaly
2020-08-09,2020-09-21,5824.999999986111,705.248291400685,8000.0,Anomaly
2020-08-16,2020-09-28,5800.0,681.7708333333334,8000.0,Anomaly
2020-08-23,2020-10-05,5800.0,695.3125,8000.0,Anomaly
2020-08-30,2020-10-12,5950.0,680.0347222222223,8000.0,Anomaly
2020-09-06,2020-10-19,5950.0,680.0347222222223,8000.0,Anomaly
2020-09-13,2020-10-26,5950.0,691.4930555555557,7600.0,Anomaly
2020-09-20,2020-11-02,5950.0,691.4930555555557,7600.0,Anomaly
2020-09-27,2020-11-09,5950.0,691.4930555555557,7600.0,Anomaly
2020-10-04,2020-11-16,5950.0,923.2638888888888,8000.0,Anomaly
2020-10-11,2020-11-23,5950.0,923.2638888888888,8000.0,Anomaly
2020-10-18,2020-11-30,5950.0,918.3333334333335,8000.0,Anomaly
2020-10-25,2020-12-07,6250.0,833.0729166666666,8000.0,Anomaly
2020-11-01,2020-12-14,6300.0,827.7804486676529,8000.0,Anomaly
2020-11-08,2020-12-21,6300.0,819.5000001200002,8000.0,Anomaly
2020-11-15,2020-12-28,6150.0,1079.5277778911113,8000.0,Normal
2020-11-22,2021-01-04,6150.0,1079.3359376383457,8000.0,Normal
2020-11-29,2021-01-11,6193.749998828124,1077.0008680311419,8000.0,Normal
2020-12-06,2021-01-18,6400.0,1072.2222222222224,8000.0,Normal
2020-12-13,2021-01-25,6450.0,939.2361111111112,8200.0,Anomaly
2020-12-20,2021-02-01,6450.0,848.9583333333334,8200.0,Anomaly
2020-12-27,2021-02-08,6450.0,848.9583333333334,8200.0,Anomaly
2021-01-03,2021-02-15,6450.0,888.1944444444445,7800.0,Normal
2021-01-10,2021-02-22,6450.0,881.9444444444445,7700.0,Normal
2021-01-17,2021-03-01,6450.0,877.7777777777777,7700.0,Normal
2021-01-24,2021-03-08,6450.0,886.111111111111,7700.0,Normal
2021-01-31,2021-03-15,6400.0,761.111111111111,7700.0,Normal
2021-02-07,2021-03-22,6400.0,761.111111111111,7700.0,Normal
2021-02-14,2021-03-29,6400.0,763.888888888889,8000.0,Anomaly
2021-02-21,2021-04-05,6400.0,773.6503928252218,8200.0,Anomaly
2021-02-28,2021-04-12,6400.0,783.3333333333334,8200.0,Anomaly
2021-03-07,2021-04-19,6400.0,1014.919600632578,8300.0,Anomaly
2021-03-14,2021-04-26,6450.0,1229.5619358329848,8500.0,Normal
2021-03-21,2021-05-03,6450.0,1222.8491512716134,8500.0,Normal
2021-03-28,2021-05-10,6500.0,1230.7291666666667,8500.0,Normal
2021-04-04,2021-05-17,6500.0,1241.1458333333333,8500.0,Normal
2021-04-11,2021-05-24,6500.0,1241.1458333333335,8500.0,Normal
2021-04-18,2021-05-31,6750.0,1195.8333333333333,8200.0,Normal
2021-04-25,2021-06-07,6750.0,1200.3472222222222,8200.0,Normal
2021-05-02,2021-06-14,6750.0,1207.1180555555554,8200.0,Normal
2021-05-09,2021-06-21,6750.0,1177.0254627400548,8200.0,Normal
2021-05-16,2021-06-28,6500.0,1118.7499999999998,8200.0,Normal
2021-05-23,2021-07-05,6650.0,1068.0555555555554,8300.0,Normal
2021-05-30,2021-07-12,6650.0,1064.5833333333333,8400.0,Normal
2021-06-06,2021-07-19,6650.0,1064.5833333333333,8400.0,Normal
2021-06-13,2021-07-26,6500.0,1113.1944444444446,8400.0,Normal
2021-06-20,2021-08-02,6500.0,1150.6944444444446,8500.0,Normal
2021-06-27,2021-08-09,6500.0,1140.972222222222,8600.0,Anomaly
2021-07-04,2021-08-16,6500.0,1144.4444444444446,8600.0,Anomaly
2021-07-11,2021-08-23,7000.0,1233.8888890190974,8600.0,Normal
2021-07-18,2021-08-30,7100.0,1251.5625,7600.0,Normal
2021-07-25,2021-09-06,7100.0,1248.4375,7600.0,Normal
2021-08-01,2021-09-13,7100.0,1270.8333333333333,7600.0,Normal
2021-08-08,2021-09-20,7100.0,1223.9583333333333,7600.0,Normal
2021-08-15,2021-09-27,7100.0,1198.9583333333333,8000.0,Normal
2021-08-22,2021-10-04,7100.0,1143.9814812242796,8000.0,Normal
2021-08-29,2021-10-11,7000.0,1043.75,8100.0,Normal
2021-09-05,2021-10-18,7000.0,1050.0,8100.0,Normal
2021-09-12,2021-10-25,7000.0,1041.6666666666667,8200.0,Normal
2021-09-19,2021-11-01,7000.0,1046.1805555555557,8200.0,Normal
2021-09-26,2021-11-08,7100.0,931.5223311526887,8200.0,Normal
2021-10-03,2021-11-15,7100.0,957.9296424512,8300.0,Normal
2021-10-10,2021-11-22,7100.0,902.6202298229263,8300.0,Normal
2021-10-17,2021-11-29,7100.0,907.4813409340373,8300.0,Normal
2021-10-24,2021-12-06,7213.148789203912,960.137405565249,8300.0,Normal
2021-10-31,2021-12-13,7450.0,1090.5607960774332,8400.0,Normal
2021-11-07,2021-12-20,7454.796561167295,1082.6681774202411,8419.229744902059,Normal
2021-11-14,2021-12-27,7500.0,1149.0719698028608,8413.631493086945,Normal
2021-11-21,2022-01-03,7500.0,1160.0757041146921,8407.739107689336,Normal
2021-11-28,2022-01-10,7400.0,1193.3785449669083,8408.177390564577,Normal
2021-12-05,2022-01-17,7400.0,1215.6988062161852,8411.167883163662,Normal
2021-12-12,2022-01-24,7400.0,1239.9277226542697,8412.407571459342,Normal
2021-12-19,2022-01-31,7600.0,1422.4920063147013,8409.478443720709,Normal
2021-12-26,2022-02-07,8250.0,1486.659435698656,8406.393363179344,Normal
>>>>>>> 6ac9248b3ef33a88bcb4b748e11d3743f40f9979
