<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:351eaff8e7669ec1d5b77a6253f7ffaec4ac2caf68ea65ce96ad3a730e3c3f94
size 31317
=======
Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal),
Ahmednagar,01/06/2021,1,Other,500,800,650,
,02/06/2021,1,Other,500,800,650,
,07/06/2021,2,Other,500,1000,750,
,10/06/2021,9,Other,800,1200,1000,
,11/06/2021,12,Other,800,1000,900,
,13/06/2021,9,Other,500,1000,750,
,20/06/2021,10,Other,500,1000,750,
Akluj,02/06/2021,2,Other,1000,1800,1300,
,03/06/2021,2,Other,1000,2000,1500,
,04/06/2021,2,Other,1000,2000,1500,
,05/06/2021,2,Other,1000,2000,1500,
,07/06/2021,2,Other,1000,2000,1500,
,09/06/2021,3,Other,900,1500,1300,
,10/06/2021,3,Other,900,1500,1300,
,11/06/2021,2,Other,1000,1500,1200,
,12/06/2021,3,Other,1000,1800,1500,
,13/06/2021,2,Other,1000,1500,1300,
,14/06/2021,3,Other,1000,1500,1200,
,16/06/2021,2,Other,1200,2000,1500,
,17/06/2021,3,Other,1000,1500,1300,
,18/06/2021,2,Other,1000,1500,1300,
,19/06/2021,3,Other,1200,1800,1500,
,20/06/2021,3,Other,1000,2500,1800,
,21/06/2021,3,Other,1200,2000,1500,
,23/06/2021,2,Other,1200,1800,1500,
,24/06/2021,3,Other,1000,1500,1300,
,25/06/2021,2,Other,1000,1500,1300,
,26/06/2021,2,Other,1300,1800,1500,
,27/06/2021,2,Other,1000,1800,1500,
,28/06/2021,3,Other,1000,1500,1300,
Amrawati(Frui & Veg. Market),01/06/2021,48,Local,1200,1500,1350,
,03/06/2021,51,Local,1000,1400,1200,
,04/06/2021,51,Local,1000,1400,1200,
,08/06/2021,70,Local,1000,1400,1200,
,11/06/2021,48,Local,1000,1200,1100,
,13/06/2021,51,Local,1000,1400,1200,
,14/06/2021,56,Local,900,1300,1100,
,15/06/2021,55,Local,1000,1200,1100,
,16/06/2021,65,Local,1200,1500,1350,
,18/06/2021,34,Local,1750,2250,2000,
,19/06/2021,54,Local,1600,1800,1700,
,20/06/2021,57,Local,1400,1600,1500,
,21/06/2021,53,Local,1400,1600,1500,
,22/06/2021,56,Local,1500,2000,1750,
,23/06/2021,54,Local,1000,1300,1150,
,25/06/2021,49,Local,1500,2000,1750,
,26/06/2021,52,Local,1200,1500,1350,
,27/06/2021,54,Local,1300,2000,1650,
,28/06/2021,55,Local,1000,2000,1500,
,29/06/2021,51,Local,1500,2000,1750,
,30/06/2021,54,Local,1500,1800,1650,
Aurangabad,01/06/2021,12,Other,400,600,500,
,02/06/2021,12,Other,500,600,550,
,03/06/2021,14,Other,500,800,650,
,05/06/2021,7,Other,500,1000,750,
,06/06/2021,11,Other,600,800,700,
,07/06/2021,5,Other,400,1000,700,
,08/06/2021,8,Other,600,900,750,
,09/06/2021,4,Other,600,1000,800,
,10/06/2021,11,Other,500,800,650,
,12/06/2021,9,Other,500,700,600,
,13/06/2021,7,Other,400,700,550,
,14/06/2021,11,Other,300,900,600,
,15/06/2021,11,Other,300,700,500,
,16/06/2021,17,Other,400,600,500,
,17/06/2021,14,Other,300,800,550,
,19/06/2021,22,Other,250,500,375,
,20/06/2021,16,Other,300,500,400,
,21/06/2021,15,Other,200,500,350,
,22/06/2021,12,Other,300,700,500,
,23/06/2021,15,Other,300,1000,650,
,24/06/2021,12,Other,400,900,650,
,26/06/2021,8,Other,500,1000,750,
,27/06/2021,13,Other,400,800,600,
,28/06/2021,20,Other,300,600,450,
,29/06/2021,15,Other,400,1200,800,
,30/06/2021,21,Other,500,1200,850,
Bhusaval,01/06/2021,7,Other,1000,1000,1000,
,02/06/2021,4,Other,1500,1500,1500,
,03/06/2021,22,Other,600,600,600,
,04/06/2021,21,Other,500,500,500,
,07/06/2021,16,Other,500,500,500,
,08/06/2021,7,Other,800,800,800,
,09/06/2021,6,Other,800,800,800,
,10/06/2021,10,Other,1000,1000,1000,
,11/06/2021,4,Other,1000,1000,1000,
,12/06/2021,28,Other,500,500,500,
,14/06/2021,9,Other,1000,1000,1000,
,15/06/2021,17,Other,500,500,500,
,16/06/2021,20,Other,500,500,500,
,17/06/2021,9,Other,800,800,800,
,18/06/2021,17,Other,700,700,700,
,19/06/2021,10,Other,800,800,800,
,20/06/2021,14,Other,800,800,800,
,23/06/2021,33,Other,500,500,500,
,24/06/2021,18,Other,600,600,600,
,25/06/2021,6,Other,1000,1000,1000,
,26/06/2021,13,Other,500,500,500,
,27/06/2021,1,Other,1000,1000,1000,
,29/06/2021,17,Other,1000,1000,1000,
,30/06/2021,8,Other,1000,1000,1000,
Chandrapur(Ganjwad),01/06/2021,43,Other,600,1200,1000,
,02/06/2021,44,Other,600,1200,800,
,03/06/2021,42,Other,600,1000,800,
,04/06/2021,58,Other,600,1000,800,
,05/06/2021,57,Other,400,800,600,
,06/06/2021,31,Other,400,800,600,
,07/06/2021,43,Other,400,800,600,
,08/06/2021,46,Other,800,1200,1000,
,09/06/2021,44,Other,800,1200,1000,
,10/06/2021,59,Other,800,1200,1000,
,12/06/2021,54,Other,800,1200,1000,
,13/06/2021,27,Other,600,1000,800,
,14/06/2021,59,Other,600,1000,800,
,15/06/2021,68,Other,800,1200,1000,
,16/06/2021,51,Other,800,1200,1000,
,17/06/2021,50,Other,800,1200,1000,
,18/06/2021,62,Other,800,1200,1000,
,21/06/2021,55,Other,800,1200,1000,
,23/06/2021,60,Other,800,1200,1000,
,24/06/2021,51,Other,800,1200,1000,
,25/06/2021,63,Other,800,1200,1000,
,26/06/2021,58,Other,1000,1600,1400,
,28/06/2021,68,Other,800,1200,1000,
Chandvad,01/06/2021,1,Local,750,1300,1125,
,03/06/2021,1,Local,300,900,675,
,08/06/2021,1,Local,400,1000,750,
,09/06/2021,1,Local,700,1500,1125,
,10/06/2021,1,Local,200,750,675,
,13/06/2021,2,Local,500,1250,900,
,14/06/2021,1,Local,800,925,850,
,15/06/2021,1,Local,550,1500,1125,
,16/06/2021,1,Local,550,1500,1125,
,17/06/2021,1,Local,750,1500,1175,
,18/06/2021,2,Local,400,850,675,
,20/06/2021,2,Local,350,1000,750,
,21/06/2021,1,Local,400,1300,900,
,23/06/2021,5,Local,400,750,625,
,28/06/2021,1,Local,750,2525,1675,
,29/06/2021,1,Local,750,1555,1375,
,30/06/2021,1,Local,1350,1925,1625,
Ghoti,29/06/2021,3,Other,2000,2400,2200,
Jalgaon,01/06/2021,5,Other,500,1000,700,
,02/06/2021,7,Other,500,1000,700,
,03/06/2021,8,Other,500,1000,700,
,04/06/2021,9,Other,400,800,600,
,05/06/2021,6,Other,500,900,700,
,07/06/2021,5,Other,400,800,600,
,08/06/2021,6,Other,500,1000,700,
,09/06/2021,4,Other,500,1000,700,
,10/06/2021,6,Other,400,800,500,
,11/06/2021,7,Other,500,1000,700,
,12/06/2021,5,Other,500,1000,700,
,14/06/2021,8,Other,350,750,600,
,15/06/2021,7,Other,350,750,550,
,16/06/2021,7,Other,400,1000,600,
,17/06/2021,6,Other,300,700,500,
,18/06/2021,7,Other,300,700,500,
,19/06/2021,7,Other,500,800,600,
,21/06/2021,8,Other,400,650,500,
,22/06/2021,7,Other,300,700,500,
,23/06/2021,4,Other,500,800,600,
,24/06/2021,6,Other,300,700,500,
,25/06/2021,7,Other,300,700,500,
,26/06/2021,4,Other,1000,2000,1500,
,28/06/2021,3,Other,1000,1700,1300,
,29/06/2021,4,Other,700,1500,1100,
,30/06/2021,5,Other,700,1500,1000,
Junnar,10/06/2021,273,Local,250,750,600,
Junnar(Narayangaon),01/06/2021,258,Local,250,1000,800,
,02/06/2021,206,Local,250,1000,850,
,03/06/2021,226,Local,250,1000,800,
,05/06/2021,192,Local,250,1000,500,
,07/06/2021,271,Local,250,1125,900,
,08/06/2021,246,Local,250,1000,800,
,09/06/2021,273,Local,250,750,600,
,10/06/2021,273,Local,250,750,600,
,11/06/2021,373,Local,250,750,600,
,12/06/2021,217,Local,250,750,600,
,13/06/2021,394,Local,250,750,600,
,14/06/2021,430,Local,250,750,550,
,15/06/2021,433,Local,250,750,600,
,19/06/2021,562,Local,250,750,600,
,20/06/2021,601,Local,250,600,500,
,21/06/2021,604,Local,250,700,600,
,22/06/2021,708,Local,250,500,400,
,23/06/2021,794,Local,250,650,500,
,24/06/2021,845,Local,250,700,600,
,26/06/2021,855,Local,100,700,500,
,27/06/2021,894,Local,350,700,500,
,28/06/2021,914,Local,250,700,500,
,29/06/2021,978,Local,250,600,500,
,30/06/2021,1025,Local,250,750,600,
Kalmeshwar,01/06/2021,3,Other,845,1200,1050,
,02/06/2021,3,Other,635,1000,845,
,03/06/2021,2,Other,760,1000,880,
,04/06/2021,3,Other,815,1000,955,
,05/06/2021,2,Other,825,1000,935,
,06/06/2021,3,Other,825,1000,935,
,08/06/2021,2,Other,785,1000,925,
,09/06/2021,2,Other,915,1200,1095,
,10/06/2021,2,Other,965,1200,1125,
,11/06/2021,3,Other,715,1200,1055,
,12/06/2021,2,Other,775,1000,935,
,13/06/2021,2,Other,775,1000,915,
,15/06/2021,2,Other,825,1000,935,
,16/06/2021,3,Other,775,1000,945,
,17/06/2021,2,Other,985,1200,1075,
,18/06/2021,2,Other,1025,1500,1335,
,19/06/2021,2,Other,1535,2000,1825,
,20/06/2021,2,Other,1550,2000,1820,
,22/06/2021,2,Other,1515,2000,1835,
,23/06/2021,3,Other,1225,1500,1415,
