<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:b3f86f2af77a5314b9df116150be32fbebfd2b231334316e798adc42cb6733d2
size 280749
=======
DATE,ARRIVAL,MEAN,STD
2006-01-01,300.0,300.0,0.0
2006-01-02,300.0,300.0,0.0
2006-01-03,300.0,300.0,0.0
2006-01-04,300.0,300.0,0.0
2006-01-05,300.0,300.0,0.0
2006-01-06,300.0,300.0,0.0
2006-01-07,300.0,300.0,0.0
2006-01-08,300.0,300.0,0.0
2006-01-09,300.0,300.0,0.0
2006-01-10,300.0,300.0,0.0
2006-01-11,300.0,300.0,0.0
2006-01-12,300.0,300.0,0.0
2006-01-13,300.0,300.0,0.0
2006-01-14,300.0,300.0,0.0
2006-01-15,300.0,300.0,0.0
2006-01-16,300.0,300.0,0.0
2006-01-17,300.0,300.0,0.0
2006-01-18,300.0,300.0,0.0
2006-01-19,300.0,300.0,0.0
2006-01-20,300.0,300.0,0.0
2006-01-21,300.0,300.0,0.0
2006-01-22,300.0,300.0,0.0
2006-01-23,300.0,300.0,0.0
2006-01-24,300.0,300.0,0.0
2006-01-25,300.0,300.0,0.0
2006-01-26,300.0,300.0,0.0
2006-01-27,300.0,300.0,0.0
2006-01-28,300.0,300.0,0.0
2006-01-29,300.0,300.0,0.0
2006-01-30,300.0,300.0,0.0
2006-01-31,300.0,300.0,0.0
2006-02-01,300.0,300.0,0.0
2006-02-02,300.0,300.0,0.0
2006-02-03,300.0,300.0,0.0
2006-02-04,300.0,300.0,0.0
2006-02-05,300.0,300.0,0.0
2006-02-06,300.0,300.0,0.0
2006-02-07,300.0,300.0,0.0
2006-02-08,300.0,300.0,0.0
2006-02-09,300.0,300.0,0.0
2006-02-10,300.0,300.0,0.0
2006-02-11,300.0,300.0,0.0
2006-02-12,300.0,300.0,0.0
2006-02-13,300.0,300.0,0.0
2006-02-14,300.0,300.0,0.0
2006-02-15,300.0,300.0,0.0
2006-02-16,300.0,300.0,0.0
2006-02-17,300.0,300.0,0.0
2006-02-18,300.0,300.0,0.0
2006-02-19,300.0,300.0,0.0
2006-02-20,300.0,300.0,0.0
2006-02-21,300.0,300.0,0.0
2006-02-22,300.0,300.0,0.0
2006-02-23,300.0,300.0,0.0
2006-02-24,300.0,300.0,0.0
2006-02-25,300.0,300.0,0.0
2006-02-26,300.0,300.0,0.0
2006-02-27,300.0,300.0,0.0
2006-02-28,300.0,300.0,0.0
2006-03-01,300.0,300.0,0.0
2006-03-02,300.0,300.0,0.0
2006-03-03,300.0,300.0,0.0
2006-03-04,300.0,300.0,0.0
2006-03-05,300.0,300.0,0.0
2006-03-06,300.0,300.0,0.0
2006-03-07,300.0,300.0,0.0
2006-03-08,300.0,300.0,0.0
2006-03-09,300.0,300.0,0.0
2006-03-10,300.0,300.0,0.0
2006-03-11,300.0,300.0,0.0
2006-03-12,300.0,300.0,0.0
2006-03-13,300.0,300.0,0.0
2006-03-14,300.0,300.0,0.0
2006-03-15,300.0,300.0,0.0
2006-03-16,300.0,300.0,0.0
2006-03-17,300.0,300.0,0.0
2006-03-18,300.0,300.0,0.0
2006-03-19,300.0,300.0,0.0
2006-03-20,300.0,300.0,0.0
2006-03-21,300.0,300.0,0.0
2006-03-22,300.0,300.0,0.0
2006-03-23,300.0,300.0,0.0
2006-03-24,300.0,300.0,0.0
